resultDept,pbot15,hiCC,colSectionLocRoomTitle,colSectionLocRooms,colSectionLocRooms 2,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,weekDay 3,alignC,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,headerSect 7,colInst,enConList,enConList 2,enConList 3,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 13,extraTxt 14
UC,Critical Health Policy,HST310H1-F,,,,LEC0101,Monday,—,15:00,18:00,UC 52,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,2,60,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"A critical, in-depth exploration of contemporary health and social issues. Political, social and economic forces at play in Canadian society are examined in relation to specific health issues and policies, in order to understand general societal and system dynamics of evolution and change, and to identify implications for reform efforts.",HST211H1,Prerequisite:,UNI310H1,Exclusion:,Room,"Holyoke, P.",ASFOC1540A FOC HEALTH STUDIES,ASFOC2270A FOC HEALTH STUDIES,ASMAJ2085 MA HEALTH STUDIES,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
TRIN,"Sustainability Issues in Ethics, Society, and Law",TRN312H1-S,,,,LEC0101,Wednesday,—,16:00,18:00,VC 215,https://map.utoronto.ca/?id=1809#!m/494602,LA 213,—,of  available,30,75,No,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Course Description:,"This course focuses on core issues selected from the general domain of sustainability which are addressed through each of the three subject-area lenses of Trinity’s Ethics, Society, and Law program, namely the ethics, the socio-political context, and the legal environment of sustainability issues and initiatives.","TRN203H1, TRN204H1",Prerequisite:,"TRN321H1 (Selected Topics in Ethics, Society, and Law: The Ethics, Society and Law of Environmental Sustainability); offered in Winter 2020",Exclusion:,Room,"Spiegelaar, N.","ASMAJ1618 MA ETHICS, SOCIETY & LAW  - Year 3","ASMAJ1618 MA ETHICS, SOCIETY & LAW  - Year 4",,,,PHL271H1,Recommended Preparation:,Breadth Requirement:,Social Science,Distribution Requirement:
VIC,Semiotics of Visual Art,MCS320H1-S,,,,LEC0101,Monday,—,14:00,16:00,NF 007,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,22,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,Theories and models of applied semiotics: analysis of sign systems as articulated in various forms of artistic and cultural production.,MCS223H1/VIC223Y1,Prerequisite:,VIC320H1,Exclusion:,Room,"Granata, P.",ASMAJ1300 MA BOOK & MEDIA STUDIES,ASMIN1300 MI BOOK & MEDIA STUDIES,ASMIN1939 MI SEMIOTICS & COMMUNCATN STD,,,Social Science,Distribution Requirement:,,Creative and Cultural Representations (1),Breadth Requirement:
TRIN,"Selected Topics in Ethics, Society, and Law",TRN321H1-S,,,,LEC0101,Friday,—,14:00,17:00,HI CART,https://map.utoronto.ca/?id=1809#!m/494576,,,of  available,11,20,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"The course examines a set of selected topics in ethics, society, and law. The topics will be based on the research interests of an individual instructor. Both the topics and the instructor may change with each offering of the course, and the course is not expected to be offered every year.",Enrolment in ASMAJ1618. A student must be in third or fourth year.,Prerequisite:,"PHL271H1, TRN203H1, TRN204H1",Recommended Preparation:,Room,"Davis, S.","ASMAJ1618 MA ETHICS, SOCIETY & LAW  - Year 3","ASMAJ1618 MA ETHICS, SOCIETY & LAW  - Year 4",,,,"Humanities, Social Science",Distribution Requirement:,,"Thought, Belief and Behaviour (2)",Breadth Requirement:
UC,Asian Canadian Space & Place,CDN325H1-S,,,,LEC0101,Thursday,—,10:00,13:00,VC 101,https://map.utoronto.ca/?id=1809#!m/494602,,—,of  available,28,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"A comprehensive examination of the socio-cultural dimensions of space and place in the contemporary Asian Canadian context. Explores Asian Canadian landscape, culture and heritage, place and identity formation, multiculturalism and nationalism, spatial conflict and contestation, and the political economy of cultural space.",5.0 FCE or permission of the instructor,Prerequisite:,CDN267H1/CDN268H1,Recommended Preparation:,Room,,ASMAJ0728 MA CANADIAN STUDIES,ASMIN0728 MI CANADIAN STUDIES,ASMIN2728 MI ASIAN CANADIAN STUDIES,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
SDST,Queerly Canadian,JSU325H1-S,,,,LEC0101,Tuesday,—,14:00,17:00,RW 142,https://map.utoronto.ca/?id=1809#!m/494515,,,of  available,41,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"This course focuses on Canadian literary and artistic productions that challenge prevailing notions of nationality and sexuality, exploring not only how artists struggle with that ongoing Canadian thematic of being and belonging, but also celebrate pleasure and desire as a way of imagining and articulating an alternative national politics.",SDS255H1/SDS256H1/CDN267H1 (formerly UNI267H1)/CDN268H1 (formerly UNI268H1) or permission of the instructor,Prerequisite:,"SDS375H1 Special Topics: Queerly Canadian, UNI325H1",Exclusion:,Room,"Rayter, S.",ASMAJ0728 MA CANADIAN STUDIES,ASMAJ1240 MA SEXUAL DIVERSITY STUDIES,ASMIN0728 MI CANADIAN STUDIES,,,Humanities,Distribution Requirement:,,Creative and Cultural Representations (1),Breadth Requirement:
VIC,Media Semiotics,MCS325H1-F,,,,LEC0101,Monday,—,14:00,16:00,NF 007,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,23,35,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"This course will deal with media semiotics, both in the traditional sense of the study of meanings in all media (from print to digital) and in how new digital media are changing the nature of signification and communication. The course will look at the usage of semiotics to study how meaning is negotiated in interactive media versus the older and still extant one-way media (print and radio, for example). The course will utilize actual media materials (comic books, television programs, text messages, and so on) on which semiotic analysis can be conducted.",MCS223H1/VIC223Y1,Prerequisite:,VIC325H1,Exclusion:,Room,"Granata, P.",ASMAJ1300 MA BOOK & MEDIA STUDIES,ASMIN1300 MI BOOK & MEDIA STUDIES,ASMIN1939 MI SEMIOTICS & COMMUNCATN STD,,,Social Science,Distribution Requirement:,,Creative and Cultural Representations (1),Breadth Requirement:
VIC,Materializing Cultural Identities,MCS328H1-F,,,,LEC0101,Monday,—,14:00,16:00,EM 302,https://map.utoronto.ca/?id=1809#!m/494463,,,of  available,14,35,Yes: 0 student,In Person,,,,Course Description:,"Students examine the expression of cultural identities in objects. Students are taught to think critically about the construction, use, display, and exchange of objects with significance for cultural identity. In addition to lectures and discussions, students participate in guided visits to sites – everyday, ritual, institutional – where negotiation of identity through objects occurs.",Completion of 9.0 credits,Prerequisite:,VIC328H1,Exclusion:,Room,"Papayiannis, J.",,,,,,Humanities,Distribution Requirement:,,Creative and Cultural Representations (1),Breadth Requirement:
VIC,Internship in Material Culture,MCS329H1-F,,,,LEC0101,,—,,,,,,,of  available,19,20,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"A practical or experiential learning opportunity under the supervision of a faculty member, normally at a museum, art gallery or other cultural agency (as approved by the supervisor). This course is restricted to students enrolled in the Material Culture and Semiotics program. Not eligible for CR/NCR option.",Completion of 9.0 credits,Prerequisite:,VIC329H1,Exclusion:,Room,"Sutton, C.",,,,,,"Humanities, Social Science",Distribution Requirement:,,,
VIC,Internship in Material Culture,MCS329H1-S,,,,LEC0101,,—,,,,,,,of  available,18,20,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"A practical or experiential learning opportunity under the supervision of a faculty member, normally at a museum, art gallery or other cultural agency (as approved by the supervisor). This course is restricted to students enrolled in the Material Culture and Semiotics program. Not eligible for CR/NCR option.",Completion of 9.0 credits,Prerequisite:,VIC329H1,Exclusion:,Room,"Sutton, C.",ASMIN2729 MI MATERIAL CULTURE,,,,,"Humanities, Social Science",Distribution Requirement:,,,
VIC,Internship in Material Culture,MCS329Y1-Y,Room,1st Term,2nd Term,LEC0101,,—,,,—,,—,,of  available,16,20,Yes: 0 student,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,"A practical or experiential learning opportunity under the supervision of a faculty member, normally at a museum, art gallery or other cultural agency (as approved by the supervisor). This course is restricted to students enrolled in the Material Culture and Semiotics program. Not eligible for CR/NCR option.",Completion of 9.0 credits,Prerequisite:,VIC329Y1,Exclusion:,,"Sutton, C.",,,,,,"Humanities, Social Science",Distribution Requirement:,,,
UC,Population Health,HST330H1-S,,,,LEC0101,Monday,—,10:00,12:00,UC 52,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,36,60,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"Extends students´ understanding of population-based strategies of health promotion in Canada. Topics include: variations in health status as affected by population patterns, class, gender, ethnicity, employment, and family composition; major causes of morbidity and mortality; the concept of ""community health"", opportunities and constraints facing public policy.",HST209H1,Prerequisite:,UNI330H1,Exclusion:,Room,"Lombardo, A.",ASFOC1540A FOC HEALTH STUDIES,ASFOC2270A FOC HEALTH STUDIES,ASMAJ2085 MA HEALTH STUDIES,,,HST250H1,Recommended Preparation:,Breadth Requirement:,Social Science,Distribution Requirement:
UC,Black Canadian Studies,CDN335H1-F,,,,LEC0101,Wednesday,—,15:00,17:00,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,16,40,Yes: 0 student,In Person,,,,Course Description:,"An interdisciplinary course that interrogates the constitution of blackness in Canada. Students will study race and ethnic relations, alongside other identity formations such as class, gender and sexuality. Topics to be addressed include media, education, law, immigration and mobility, urbanism, work, political representation and the arts.",UNI335H1,Exclusion:,CDN267H1 (formerly UNI267H1); CDN268H1 (formerly UNI268H1),Recommended Preparation:,Room,"Hudson, A.",,,,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
VIC,Ethical Enterprise and Critical Reflection,CRE335H1-S,,,,LEC0101,Friday,—,12:00,14:00,VC 212,https://map.utoronto.ca/?id=1809#!m/494602,,,of  available,21,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"The course explores what change we hope to produce through a wide range of new enterprises. The main goal is to develop critical perspectives on enterprises in the widest sense, including start-up companies, non-profits, arts institutions, community outreach organizations, and social activism. What would make these changes ethical? When we evaluate the endeavours, how can we compare economic benefits, social disruption, questions of exclusion and diversity, sustainability in several senses, and the processes of change themselves? Where are the limits of social responsibility in entrepreneurial creativity?",4.0 credits in any subject,Prerequisite:,VIC335H1,Exclusion:,Room,"Istrate, E.",(Faculty of Music),ASMIN2741 MI CREATIVE EXPRESN & SOCIETY,,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
UC,The History of Canadian-U.S. Relations,CDN340H1-S,,,,LEC0101,Wednesday,—,12:00,14:00,UC 256,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,14,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"Over time, Canadians and Americans have developed distinct identities and cultures, but their histories have always been closely linked. This course examines the complex interrelationship between Canada and the United States. from the colonial period through the present day, especially its political, cultural, and indigenous dimensions.",0.5 FCE in a CDN course or permission of instructor,Prerequisite:,CDN305H1 (Canadian Topics II: The History of Canadian-U.S. Relations),Exclusion:,Room,"Anderson, H.",ASMAJ0728 MA CANADIAN STUDIES,ASMIN0728 MI CANADIAN STUDIES,ASMIN2728 MI ASIAN CANADIAN STUDIES,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
UC,"Issues in Cognitive Science I: Attention, Perception, and Consciousness",COG341H1-F,,,,LEC0101,Tuesday,—,10:00,13:00,UC 52,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,16,60,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,An examination of core topics in cognitive science building on introductions in COG250Y1. Typical topics include: perception and attention; concepts; imagery; consciousness.,COG250Y1 and one of PSY270H1/PHL342H1,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,Room,"John, J.",ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,,,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,
UC,"Issues in Cognitive Science II: Concepts, Theories of Mind, and Cognitive Evolution",COG342H1-S,,,,LEC0101,Monday,—,13:30,15:00,UC 161,https://map.utoronto.ca/?id=1809#!m/494517,UC 161,—,of  available,26,65,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,An examination of core topics in cognitive science building on introductions in COG250Y1. Typical topics include: concepts; theories of mind; cognitive evolution.,COG250Y1 and one of PSY270H1/PHL342H1,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,Room,,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,,,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,
VIC,Women and Writing in the Renaissance,REN342H1-F,,,,LEC0101,Wednesday,—,10:00,12:00,NF 113,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,24,35,No,In Person,,,,Course Description:,"Focusing on writers from various geographical areas, the course examines a variety of texts by early modern women (for example, treatises, letters, and poetry) so as to explore the female experience in a literate society, with particular attention to how women constructed a gendered identity for themselves against the backdrop of the cultural debates of the time.",VIC342H1,Exclusion:,Humanities,Distribution Requirement:,Room,"Freedman Stapleton, R.",,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,
VIC,Sex and Gender,REN343H1-F,,,,LEC0101,Wednesday,—,13:00,15:00,EM 302,https://map.utoronto.ca/?id=1809#!m/494463,,,of  available,7,35,Yes: 0 student,In Person,,,,Course Description:,"An interdisciplinary approach to questions of gender and sexuality in early modern Europe, with special focus on the representations of the sexual drive, the gender roles of men and women, and varieties of sexual experience in the literature and art of the period.","VIC343H1, VIC343Y1",Exclusion:,Humanities,Distribution Requirement:,Room,"Walkden, A.",,,,,,Society and its Institutions (3),Breadth Requirement:,,,
UC,Issues in Cognitive Science IV: Language and Communication,COG344H1-F,,,,LEC0101,Wednesday,—,14:00,16:00,UC 256,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,20,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,An examination of core topics in cognitive science building on introductions in COG250Y1. Typical topics include: language and cognition; language acquisition; theories of meaning; pragmatics.,COG250Y1 and one of either LIN232H1/LIN241H1 or JLP315H1/JLP374H1.,Prerequisite:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,"Grigoroglou, M.",ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,,,,,,,
UC,Issues in Cognitive Science V: Cognitive Science and Society,COG345H1-S,,,,LEC0101,Tuesday,—,14:00,17:00,UC 256,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,12,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"An examination of core topics in cognitive science building on introductions in COG250Y1. Topics include central moral, social, and political questions both relevant to and raised by cognitive science research.",COG250Y1 and one of PSY270H1/ PHL342H1,Prerequisite:,Society and its Institutions (3),Breadth Requirement:,Room,"Vold, K.",ASMAJ0667 MA HIST & PHIL OF SCI & TECH,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,,,,,,,
VIC,The Idea of the Renaissance,REN346H1-S,,,,LEC0101,Thursday,—,10:00,12:00,NF 332,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,17,25,No,In Person,,,,Course Description:,"This course examines the changing views of the Renaissance, from the earliest definitions by poets and painters to the different understandings of contemporary historians. We will pay attention to the interests and biases that have informed the idea of the Renaissance as an aesthetic, social, political, gendered, and eurocentric phenomenon.",Completion of 4.0 credits,Prerequisite:,VIC346H1,Exclusion:,Room,"Kavaler, E.",,,,,,"At least 0.5 credit in the art, literature, history, or philosophy of fifteenth or sixteenth century Europe",Recommended Preparation:,Breadth Requirement:,Humanities,Distribution Requirement:
VIC,Studies in Renaissance Performance,REN347H1-S,,,,LEC0101,Tuesday,—,14:00,16:00,NF 231,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,18,25,No,In Person,,,,Course Description:,"Studies in the development of new forms in music, drama and dance in the Renaissance. The course will consist of seminars and lectures, and may incorporate live performances taking place in Toronto in addition to recordings.",VIC347H1,Exclusion:,"REN240Y1, or another course in Renaissance Studies.",Recommended Preparation:,Room,"Ross, S.",,,,,,Humanities,Distribution Requirement:,,Creative and Cultural Representations (1),Breadth Requirement:
UC,Health Research & Practice,HST350H1-S,,,,LEC0101,Wednesday,—,10:00,13:00,UC 330,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,0,28,Yes: 3 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Course Description:,"For students enrolled in the Health Studies Specialist and Major programs. Students engage in career-planning, presentation, and workshop activities that will prepare them for independent research and practicum projects as well as potential graduate-school applications. Includes, but not limited to, sessions on topic selection and project development, finding a supervisor, ethics and professionalism.",HST250H1,Prerequisite:,"UNI350Y1, HST350Y1",Exclusion:,Room,"Schluter, D.",ASMAJ2085 MA HEALTH STUDIES,ASSPE2085 SP HEALTH STUDIES,,,,Social Science,Distribution Requirement:,,,
TRIN,"Scarcity, Sustainability, and the Future of International Relations",TRN350H1-S,,,,LEC0101,Thursday,—,12:00,14:00,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,LA 212,—,of  available,40,100,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Course Description:,"International Relations are changing, and changing quickly. Major challenges in global affairs, including the interrelated problems of climate change, resource scarcity, great power competition, and changes in mass politics will shape our future in uncertain and possibly dangerous ways. This course seeks to evaluate the effect of these interconnected issues on our world today, and their implications for the future. Through a series of case studies, students will be encouraged to identify future international challenges and work to develop sustainable and innovative solutions to the problems that will confront our world in the next decades and beyond.",TRN250Y1,Prerequisite:,Social Science,Distribution Requirement:,Room,"Nieman, M.",ASMAJ1469 MA INTERNATIONAL RELATIONS  - Year 3,ASMAJ1469 MA INTERNATIONAL RELATIONS  - Year 4,ASSPE1469 SP INTERNATIONAL RELATIONS  - Year 3,,,Society and its Institutions (3),Breadth Requirement:,,,
UC,"Digital Media, Digital Makers",CDN355H1-F,,,,LEC0101,Thursday,—,14:00,16:00,UC 144,https://map.utoronto.ca/?id=1809#!m/494517,,,of  available,3,30,Yes: 0 student,In Person,,,,Course Description:,This course will introduce students to quantitative research tools developed through the Digital Humanities. Students will learn to use online text analytics tools in order to understand how quantitative methods can support critical academic research of the study of Canada. Quantitative digital analysis will be applied to a wide range of Canadian digital academic archives and community hubs.,"CDN267H1, CDN268H1",Recommended Preparation:,Humanities,Distribution Requirement:,Room,"O'Flynn, S.",,,,,,Society and its Institutions (3),Breadth Requirement:,,,
VIC,Multiple Literacies in Education,EDS356H1-F,,,,LEC0101,Thursday,—,10:00,13:00,VC 304,https://map.utoronto.ca/?id=1809#!m/494602,,,of  available,0,30,No,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Course Description:,"While pedagogical theory has long emphasized the place of language acquisition in literacy, recent educators have begun exploring the role of digital, visual, print, and critical literacies in education. This course introduces students to a multiple literacies framework through the pedagogical lens of social justice and diversity. Class participants learn to integrate the multimodalities of literacy in their teaching practice and expand their understanding of 21st-century literacy. This course requires students' enrolment in the Education and Society Minor or permission of the instructor.",VIC356H1,Exclusion:,EDS265H1/VIC265H1/VIC362H1,Recommended Preparation:,Room,"Forgie, J.",ASMIN1029 MI EDUCATION & SOCIETY,,,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
VIC,Education in a Global Context,EDS357H1-S,,,,LEC0101,Tuesday,—,10:00,12:00,NF 007,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,0,30,Yes: 4 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Course Description:,"This course provides a historical overview and contemporary analysis of perspectives and practices of international education with a focus on international development and policy. Factors that shape the global architecture of education will be explored; these may include theories of globalization, education reform, comparative education, peace education, international schooling and global citizenship education. Students will have the opportunity to analyze education reforms and to address issues related to access and quality of learning.",EDS260H1,Recommended Preparation:,Social Science,Distribution Requirement:,Room,"Kijima, R.",ASMIN1029 MI EDUCATION & SOCIETY,,,,,Society and its Institutions (3),Breadth Requirement:,,,
VIC,Residential Schools and Education in Canada,EDS358H1-S,,,,LEC0101,Thursday,—,13:00,15:00,NF 007,https://map.utoronto.ca/?id=1809#!m/494600,,,of  available,15,30,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Course Description:,"An exploration of Residential Schools in Canada and their impacts on education and lives of First Nations, Métis and Inuit peoples. This course investigates the historical educational ideology of residential schools and their relationship to colonization, the role of government and organized religion in the residential school system, and contemporary strategies that encourage stable and trusting relationships with Indigenous communities. This course will also explore aspects of the Final Report of the Truth and Reconciliation Commission Calls to Action.",Completion of 9.0 credits,Prerequisite:,None,Corequisite:,Room,"Hamilton-Diabo, J.",ASMIN1029 MI EDUCATION & SOCIETY,,,Creative and Cultural Representations (1),Breadth Requirement:,None,Exclusion:,Distribution Requirement:,VIC260H1/EDS260H1,Recommended Preparation:
VIC,Education Internship,EDS360H1-F,,,,LEC0101,,—,,,,,,,of  available,9,30,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,Students are required to complete an internship in an educational environment. This can be satisfied by participation in an organization with the approval of the Program Coordinator. Written assessment of the internship is required. Restricted to students enrolled in the Education and Society Minor. Not eligible for CR/NCR option.,EDS265H1/VIC265H1/VIC362H1,Prerequisite:,"EDS360Y1, VIC360H1, VIC360Y1",Exclusion:,Room,"Forgie, J.",,,,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
VIC,Education Internship,EDS360H1-S,,,,LEC0101,,—,,,,,,,of  available,30,30,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,Students are required to complete an internship in an educational environment. This can be satisfied by participation in an organization with the approval of the Program Coordinator. Written assessment of the internship is required. Restricted to students enrolled in the Education and Society Minor. Not eligible for CR/NCR option.,EDS265H1/VIC265H1/VIC362H1,Prerequisite:,"EDS360Y1, VIC360H1, VIC360Y1",Exclusion:,Room,"Forgie, J.",,,,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
VIC,Education Internship,EDS360Y1-F,,,,LEC0101,,—,,,,,,,of  available,30,30,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,Students are required to complete an internship in an educational environment. This can be satisfied by participation in an organization with the approval of the Program Coordinator. Written assessment of the internship is required. Restricted to students enrolled in the Education and Society Minor. Not eligible for CR/NCR option.,EDS265H1/VIC265H1/VIC362H1,Prerequisite:,"EDS360H1, VIC360H1, VIC360Y1, EDS360Y0, VIC360Y0",Exclusion:,Room,"Forgie, J.",ASMIN1029 MI EDUCATION & SOCIETY,,,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
VIC,Education Internship,EDS360Y1-S,,,,LEC0101,,—,,,,,,,of  available,30,30,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,Course Description:,Students are required to complete an internship in an educational environment. This can be satisfied by participation in an organization with the approval of the Program Coordinator. Written assessment of the internship is required. Restricted to students enrolled in the Education and Society Minor. Not eligible for CR/NCR option.,EDS265H1/VIC265H1/VIC362H1,Prerequisite:,"EDS360H1, VIC360H1, VIC360Y1, EDS360Y0, VIC360Y0",Exclusion:,Room,"Forgie, J.",,,,,,Social Science,Distribution Requirement:,,Society and its Institutions (3),Breadth Requirement:
