resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay href,weekDay 4,weekDay href 2,weekDay 5,weekDay 6,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 7,dayInfo 7,dayInfo 8,dayInfo 9,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,weekDay href 8,weekDay 14,dayInfo 31,alignC 9,extraTxt 9,headerSect 79,legendControl 4,extraTxt 10,extraTxt 11,extraTxt 13
PHY,Emergence in Nature,PHY196H1-F,"The universe is not a rigid clockwork, but neither is it formless and random. Instead, it is filled with highly organized, evolved structures that have somehow emerged from simple rules of physics. Examples range from the structure of galaxies to the pattern of ripples on windblown sand, to biological and even social processes. These phenomena exist in spite of the universal tendency towards disorder. How is this possible? Self-organization challenges the usual reductionistic scientific method, and begs the question of whether we can ever really understand or predict truly complex systems. Restricted to first-year students. Not eligible for CR/NCR.","No prior experience with physical science will be required, but familiarity with Grade 10 mathematics will be assumed.",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,15:00,17:00,,,,,MP 118,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Harlow, J.",,of  available,0,30,No,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHL,Introduction to Philosophical Anthropology,PHL197H1-F,"Philosophical anthropology is the subject that poses the most fundamental questions about human nature and the human condition. Taking as its point of departure the most up-to-date scientific understanding of human nature, from anthropology broadly conceived, it goes on to inquire, in a disciplined fashion, about the implications of these views for perennial philosophical questions about human rationality, morality, the possibility of progress, the existence of god and the meaning of life. This course will examine one or more topics in this domain, as a more general introduction to the discipline. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,LEC0101,Thursday,—,12:00,14:00,,,,,TC 22,https://map.utoronto.ca/?id=1809#!m/494461,,,,,"Yokum, N.",,of  available,1,24,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),"Year 1      (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHL,Introduction to Philosophical Anthropology,PHL197H1-S,"Philosophical anthropology is the subject that poses the most fundamental questions about human nature and the human condition. Taking as its point of departure the most up-to-date scientific understanding of human nature, from anthropology broadly conceived, it goes on to inquire, in a disciplined fashion, about the implications of these views for perennial philosophical questions about human rationality, morality, the possibility of progress, the existence of god and the meaning of life. This course will examine one or more topics in this domain, as a more general introduction to the discipline. Restricted to first-year students. Not eligible for CR/NCR option.",Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,LEC0101,Tuesday,—,12:00,14:00,,,,,UC 248,https://map.utoronto.ca/?id=1809#!m/494517,,,,,"Yokum, N.",,of  available,0,23,Yes: 13 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),"Year 1      (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHY,Modern Physics for the Curious,PHY197H1-F,"Have you wondered about the origin and workings of the natural world around us? Have you found physical science interesting but inaccessible because it was too full of math and jargon? Have you felt a pull to become more science-literate? If so, this seminar course is for you -- or for anyone interested in understanding more about the universe, including our planet, seen through the lens of modern physics. Ideas on the menu will include: particle physics, space and time, relativity, black holes, quantum physics, unification forces, string theory, and big bang cosmology. The intriguing story of these integrated phenomena unfolds over a wide distance and a long time. Students from diverse academic backgrounds are warmly welcome. Restricted to first-year students. Not eligible for CR/NCR option.","No prior experience with physical science will be required, but familiarity with Grade 10 mathematics will be assumed.",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Wednesday,—,14:00,16:00,,,,,MY 480,https://map.utoronto.ca/?id=1809#!m/494495,,,,,"Curtin, D.",,of  available,0,30,No,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHL,Philosophy of Time,PHL198H1-F,"The passage of time is a fundamental aspect of human experience: we are born, we grow older, and eventually we pass away. During our lives our experience of the past, present, and future are distinct. We can influence the world in the present and the future, but it does not seem that we can influence the past. We have hopes about the future, memories of the past, and experiences of the present. In this seminar we will explore insights from contemporary philosophy and physics concerning the nature of the passage of time. Questions to be considered may include the following: What does it mean to say that time passes? Does time really pass at all? How do we experience time? Why can we influence the future but not the past? Is it possible to travel backward in time? Is time even real? What is time? Restricted to first-year students. Not eligible for CR/NCR option.",Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Monday,—,16:00,18:00,,,,,UC 65,https://map.utoronto.ca/?id=1809#!m/494517,,,,,"Miller, M.",,of  available,1,24,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),"Year 1      (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHY,Physics at the Cutting Edge,PHY198H1-S,"A limited enrollment seminar course for First Year Science students interested in current research in Physics. Students will meet active researchers studying the universe from the centre of the earth to the edge of the cosmos. Topics may range from string theory to experimental biological physics, from climate change to quantum computing, from superconductivity to earthquakes. The course may involve both individual and group work, essays and oral presentations. Restricted to first-year students. Not eligible for CR/NCR option.",PHY151H1,Prerequisite:,"PHY152H1, MAT137Y1/MAT157Y1",Corequisite:,Science,Distribution Requirement:,LEC0101,Thursday,—,14:00,17:00,,,,,MP 118,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Paramekanti, A.",,of  available,4,30,No,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,The Physical and Mathematical Universes (5),Room,,,,Breadth Requirement:
PHL,Ethics and Fiction,PHL199H1-F,"The goal of this seminar is to investigate ethical questions via works of fiction, primarily novels. The idea is not to see fiction as a pedantic vehicle for ethical argument, but rather to consider how, and with what effect, fiction functions as an ethical medium. We will not judge characters as ‘likeable’ or ‘relatable’; rather, we will reflect on what fiction can teach us about the pressing challenges of choice and responsibility, and how it can (perhaps) enhance empathy.","The focus is on issues of individual identity and integrity: creating and maintaining oneself as a moral whole within environments hostile or indifferent to that end. All the works considered are novels or plays from the period between about 1900 and 2020—for convenience, the ‘modern’ and ‘postmodern’ ages, though we will query those notions. A running theme in the chosen readings is what is usually called ‘existential’ philosophy, but we will query the validity of that label as well. Restricted to first-year students. Not eligible for CR/NCR option.",Distribution Requirement:,Humanities,Breadth Requirement:,"Thought, Belief and Behaviour (2)",,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,Room,,,,
PHY,Dark Matter and Dark Energy are the New Black,PHY199H1-S,"It is now 90 years since astronomers found the first evidence for a form of matter that wasn't part of the stars in our galaxies, but rather is ""dark"" and has a gravitational attraction to ordinary matter. Other lines of evidence lead us to believe that there is six times more dark matter than the ordinary matter we are familiar with. Despite this, we have no credible, direct evidence for what this dark matter might be. It is one of the biggest puzzles in particle physics and cosmology. In the last decade, we have also discovered that something else is going on – the universe appears to be filled with ""dark energy"" that causes the expansion of our universe to speed up instead of slowdown. We will discuss what we know about the hypotheses of dark matter and dark energy, and the debates about what might really be going on. Are we seeing science in crisis, with a revolution just around the corner, or is this just the ""normal science"" talked about by Kuhn and other philosophers of science? Participants will be expected to participate in seminar-style discussions, as well as take the lead on at least one topic of discussion. Restricted to first-year students. Not eligible for CR/NCR option.","No prior experience with physical science will be required, but familiarity with Grade 10 mathematics will be assumed.",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,13:00,15:00,,,,,MP 118,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Diamond, M.",,of  available,0,30,No,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Year 1      (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,
PHL,Ancient Philosophy,PHL200Y1-Y,"Central texts of the pre-Socratics, Plato, Aristotle, and post-Aristotelian philosophy.","PHLB31H3, PHL202H5",Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Monday,—,12:00,13:00,Wednesday,—,12:00,13:00,ES 1050,https://map.utoronto.ca/?id=1809#!m/494499,ES 1050,https://map.utoronto.ca/?id=1809#!m/494499,ES 1050,ES 1050,"Gelber, J.",,of  available,10,200,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,12:00,13:00,of  available,0,23,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494517,UC 177,—,—,,,,,,
PHL,Introductory Philosophy,PHL201H1-S,"An introduction to philosophy focusing on the connections among its main branches: logic, theory of knowledge, metaphysics, and ethics. This course is intended for those with little or no philosophy background but who have completed four FCEs in any subject.",Four FCEs in any subject,Prerequisite:,"PHL100Y1, PHL101Y1, or more than 1.0 PHL course",Exclusion:,Humanities,Distribution Requirement:,LEC0101,Friday,—,12:00,15:00,,,,,LM 159,https://map.utoronto.ca/?id=1809#!m/494502,,,,,"Westfall, M.",,of  available,29,200,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PSL,Basic Human Physiology,PSL201Y1-Y,A survey course covering all organ systems intended for students who are not proceeding further in Physiology.,Any 300-level PSL course taken previously or concurrently,Exclusion:,100-level course in BIO or equivalent,Recommended Preparation:,Science,Distribution Requirement:,LEC9901,Tuesday,—,18:00,20:00,—,,,,—,,,,,,"French, M.","Kroetsch, J.",of  available,87,240,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Living Things and Their Environment (4),,Timetable instructions,Note:,Term test will take place Tuesdays from 18:00 to 20:00 (TBA) Toronto time.,Breadth Requirement:
PHY,The Physics of Science Fiction and Gaming,PHY202H1-F,"The physics of time travel, teleportation, levitation, invisibility, special effects, and other physics related topics found in literature, film, and gaming. The course will analyze the realism of physical phenomena in these media, and consider the impact of these concepts on science and society.",PHY202H1 is primarily intended as a Breadth Requirement course for students in the Humanities and Social Sciences.,Exclusion:,PHY131H1/PHY132H1/PHY151H1/PHY152H1 (or equivalent) taken previously or concurrently.,Distribution Requirement:,Science,Breadth Requirement:,LEC0101,Monday,—,14:00,15:00,Wednesday,—,14:00,15:00,MP 102,https://map.utoronto.ca/?id=1809#!m/494490,MP 137,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,MP 137,"Diamond, M.",,of  available,134,196,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,15:00,16:00,of  available,7,49,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494490,MP 102,,,The Physical and Mathematical Universes (5),Room,,,,
PHL,Early Medieval Philosophy,PHL205H1-F,"A study of issues such as the relations of reason and faith, the being and the nature of God, and the problem of universals, in the writings of such philosophers as Augustine, Boethius, Anselm and Abelard.",Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,LEC0101,Tuesday,—,11:00,12:00,Thursday,—,11:00,12:00,OI 2212,https://map.utoronto.ca/?id=1809#!m/494563,UC 67,https://map.utoronto.ca/?id=1809#!m/494517,SS 2101,UC 87,"Black, D.",,of  available,16,120,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,12:00,13:00,of  available,0,20,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494563,OI 2212,,,,Room,,,,
PHY,The Physics of Everyday Life,PHY205H1-S,An introduction to the physics of everyday life. This conceptual course looks at everyday objects to learn about the basis for our modern technological world. Topics may include anything from automobiles to weather.,PHY205H1 is primarily intended as a Breadth Requirement course for students in the Humanities and Social Sciences.,Exclusion:,"PHY131H1/PHY132H1/PHY151H1/PHY152H1 or equivalent, taken previously or concurrently",Distribution Requirement:,Science,Breadth Requirement:,LEC0101,Monday,—,14:00,15:00,Wednesday,—,14:00,15:00,MP 103,https://map.utoronto.ca/?id=1809#!m/494490,MP 126,https://map.utoronto.ca/?id=1809#!m/494490,MP 126,MP 126,,,of  available,0,196,Yes: 33 students,In Person (See Delivery Instructions.),,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,13:00,14:00,of  available,4,49,No,In Person (See Delivery Instructions.),Activity,https://map.utoronto.ca/?id=1809#!m/494490,MP 103,—,—,The Physical and Mathematical Universes (5),Room,Delivery instructions,Note:,"Students may add or change a Tutorial (T) section via ACORN until January 16, 2022. Starting January 17, 2022, adding or changing of Tutorial sections must be requested online at: .",
PHL,Later Medieval Philosophy,PHL206H1-S,"A study of issues such as the relations of reason and faith, the being and the nature of God, and the structure of the universe, in the writings of such philosophers as Aquinas and Ockham.",Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,LEC0101,Tuesday,—,11:00,12:00,Thursday,—,11:00,12:00,OI 2212,https://map.utoronto.ca/?id=1809#!m/494563,UC 69,https://map.utoronto.ca/?id=1809#!m/494517,UC 44,UC 69,"Black, D.",,of  available,43,120,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,12:00,13:00,of  available,1,20,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494563,OI 2212,,,,Room,,,,
PHY,The Physics of Music,PHY207H1-S,"An online course intended to provide non-science students with a basic understanding of the science behind sound and music. Topics include oscillations, waves, human hearing and perception of music, musical scales, musical instruments, recording and storing sound digitally, producing sound and broadcasting. Lectures will be delivered via the web and mandatory tutorials will require live webinar participation. The final exam will require attendance on the St. George campus.","PHY131H1/PHY132H1/PHY151H1/PHY152H1 or equivalent, taken previously or concurrently",Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,2.0 hours / week,,,,—,,,,—,,—,,—,—,"Harlow, J.",,of  available,105,250,Yes: 0 student,Asynchronous (See Delivery Instructions.),,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Thursday,—,14:00,15:00,of  available,0,25,No,Online - Synchronous (See Delivery Instructions.),Activity,,,—,—,,Room,Delivery instructions,Note:,Asynchronous lecture videos will be available for students to view. Tutorials will be available only as online synchronous at their scheduled times. Please note that the final exam will require attendance on the St. George campus as it will be conducted in-person.,
PHL,17th-and 18th-Century Philosophy,PHL210Y1-Y,"Central texts of such philosophers as Hobbes, Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, and Kant.","PHLB35H3, PHL210Y5",Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Tuesday,—,16:00,18:00,,,,,AH 100,https://map.utoronto.ca/?id=1809#!m/494578,AH 100,https://map.utoronto.ca/?id=1809#!m/494578,,,"Stang, N.",,of  available,37,200,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Tuesday,—,18:00,19:00,of  available,0,23,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494580,AH 105,—,—,,,,,,
PHL,Introduction to Continental Philosophy,PHL217H1-S,"An introduction to some of the post-Hegelian thinkers who inspired the various philosophical movements broadly referred to as continental, such as phenomenology, existentialism, deconstruction, and post-modernism. Questions include the will, faith, death, existence, history and politics, rationality and its limits, encountering an other. Authors studied may include: Kierkegaard, Schopenhauer, Nietzsche, Marx, Freud, Heidegger, Sartre.",Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,LEC0101,Tuesday,—,14:00,15:00,Thursday,—,14:00,15:00,AH 100,https://map.utoronto.ca/?id=1809#!m/494578,UC B203,https://map.utoronto.ca/?id=1809#!m/494517,UC 57,UC 51,"Kingwell, M.",,of  available,0,180,Yes: 24 students,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,12:00,13:00,of  available,2,20,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494578,AH 100,—,—,,Room,,,,
PHY,Practical Physics I,PHY224H1-F,"Develops the core practical experimental and computational skills necessary to do physics. Students tackle simple physics questions involving mathematical models, computational simulations and solutions, experimental measurements, data and uncertainty analysis.","PHY132H1/PHY152H1, (MAT135H1,MAT136H1)/MAT137Y1/MAT157Y1",Prerequisite:,PHY231H1/PHY250H1/PHY252H1/PHY254H1/PHY256H1,Corequisite:,Science,Distribution Requirement:,LEC0101,Monday,—,15:00,18:00,Friday,—,11:00,14:00,MP 222,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Harlick, A.","Lee, C.",of  available,11,80,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,LEC0301,,,,,of  available,2,84,Yes: 0 student,In Person,Status / Notes,https://map.utoronto.ca/?id=1809#!m/494490,MP 222,—,,The Physical and Mathematical Universes (5),Room,,,,Breadth Requirement:
PHY,Practical Physics I,PHY224H1-S,"Develops the core practical experimental and computational skills necessary to do physics. Students tackle simple physics questions involving mathematical models, computational simulations and solutions, experimental measurements, data and uncertainty analysis.","PHY132H1/PHY152H1, (MAT135H1,MAT136H1)/MAT137Y1/MAT157Y1",Prerequisite:,PHY231H1/PHY250H1/PHY252H1/PHY254H1/PHY256H1,Corequisite:,Science,Distribution Requirement:,LEC0101,Monday,—,15:00,18:00,Friday,—,13:00,16:00,MP 222,https://map.utoronto.ca/?id=1809#!m/494490,,,,,"Harlick, A.",,of  available,0,50,Yes: 41 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494490,MP 222,,,The Physical and Mathematical Universes (5),Room,,,,Breadth Requirement:
PHY,Physics of Living Systems,PHY231H1-S,"An introductory course for students interested in understanding the physical phenomena occurring in biological systems and the applications of physics in life sciences. Topics may include physical processes inside living cells and systems, medical physics and imaging.","PHY132H1/PHY152H1,(MAT135H1,MAT136H1)/MAT137Y1/MAT157Y1",Prerequisite:,BIO130H1,Recommended Preparation:,Science,Distribution Requirement:,LEC0101,Monday,—,13:00,14:00,Wednesday,—,13:00,14:00,MP 134,https://map.utoronto.ca/?id=1809#!m/494490,MP 257,https://map.utoronto.ca/?id=1809#!m/494490,,Friday,"Zilman, A.",,of  available,51,92,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,,—,13:00,15:00,of  available,54,92,No,In Person,Status / Notes,https://map.utoronto.ca/?id=1809#!m/494490,MP 134,,,The Physical and Mathematical Universes (5),Room,,,,Breadth Requirement:
PHL,Knowledge and Reality,PHL232H1-S,"An introduction to issues in the fundamental branches of philosophy: metaphysics, which considers the overall framework of reality; epistemology, or the theory of knowledge; and related problems in the philosophy of science. Topics in metaphysics may include: mind and body, causality, space and time, God, freedom and determinism; topics in epistemology may include perception, evidence, belief, truth, skepticism.","PHLB20H3, PHLB60H3",Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,NF 003,https://map.utoronto.ca/?id=1809#!m/494600,SS 581,https://map.utoronto.ca/?id=1809#!m/494510,UC D301,UC 148,"Caie, M.",,of  available,0,225,Yes: 48 students,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Wednesday,—,17:00,18:00,of  available,1,25,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494600,NF 003,—,—,,Room,,,,
PHL,Philosophy for Scientists,PHL233H1-F,"An introduction to philosophy tailored for students with backgrounds in mathematics and science. Topics include causation, explanation, the relation between scientific and mathematical theories and reality, the role of mathematics in scientific theories, the relevance of scientific and mathematical discoveries to ‘big’ traditional philosophical questions such as the nature of consciousness, whether we have free will, and the meaning of life.","1.0 FCE in Mathematics, Physics, Chemistry, Engineering, or Computer Science",Corequisite:,Background in science and/or mathematics will be presupposed.,Recommended Preparation:,Humanities,Distribution Requirement:,LEC0101,Tuesday,—,14:00,15:00,Thursday,—,14:00,15:00,MP 102,https://map.utoronto.ca/?id=1809#!m/494490,UC 175,https://map.utoronto.ca/?id=1809#!m/494517,UC D301,UC 175,"Dickie, I.",,of  available,37,160,Yes: 0 student,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT5101,Thursday,—,17:00,18:00,of  available,0,27,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494490,MP 102,,,"Thought, Belief and Behaviour (2)",Room,,,,Breadth Requirement:
PHL,Philosophy of Religion,PHL235H1-S,"Some central issues in the philosophy of religion such as the nature of religion and religious faith, arguments for the existence of God, the problem of evil, varieties of religious experience, religion and human autonomy.",PHL235H5,Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Monday,—,09:00,10:30,Wednesday,—,09:00,10:30,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,,,,,"Freschi, E.",,of  available,28,100,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494502,LM 158,,,,Room,,,,
PHY,Physics of the Changing Environment A,ENV237H1-S,"The course will cover basic physics of environmental processes and of measurement techniques in the atmosphere, the ocean, lake-land-forest systems, and other biological systems. It will place its work in the context of climate change and other aspects of environmental change. This course is solely intended for students who have NOT completed a previous first year physics core course, who are in one of the following programs: Environmental Science Major or Minor, Environmental Geosciences Specialist or Earth and Environmental Systems Major.","MAT135H1/MAT136H1/MAT137Y1/MAT157Y1/JMB170Y1, CHM136H1/CHM138H1/CHM135H1/CHM139H1/CHM151Y1",Prerequisite:,"ENV238H1, PHY131H1/PHY132H1/PHY151H1/PHY152H1",Exclusion:,Any high school physics,Recommended Preparation:,LEC0101,Tuesday,—,15:00,16:00,Thursday,—,15:00,16:00,WI 523,https://map.utoronto.ca/?id=1809#!m/494503,MP 124,https://map.utoronto.ca/?id=1809#!m/494490,,Monday,"Wunch, D.",,of  available,6,26,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1076 MA ENVIRONMENTAL SCIENCE,ASMAJ1253 MA ENVIRONMENTAL GEOSCI,ASMAJ1555 MA ENVIRONMENT & SCIENCE,ASMAJ2745 MA EARTH & ENVIRONMENTAL SYS,ASMIN1555 MI ENVIRONMENTAL SCIENCE,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,,—,14:00,16:00,of  available,6,26,No,In Person,Status / Notes,https://map.utoronto.ca/?id=1809#!m/494503,WI 524,,,Science,Room,,,,Distribution Requirement:
PHL,Introduction to Chinese Philosophy,PHL237H1-F,"A historical introduction to Chinese philosophy, covering selected figures and texts from the Warring States period through the Qīng dynasty. Schools of thought covered include Confucianism, Mohism, Daoism, Legalism, ""Profound Learning,"" Neo-Confucianism, and ""Evidential Learning."" Texts and thinkers include the Confucian Analects, Mòzǐ, Mèngzǐ, Xúnzǐ, Dàodéjīng, Zhuāngzǐ, Hán Fēi, Guō Xiàng, Zhū Xī, Wáng Yángmíng, and Dài Zhèn.",EAS241H1,Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Monday,—,15:00,16:30,Wednesday,—,15:00,16:30,BL 205,https://map.utoronto.ca/?id=1809#!m/494536,,,,,"Fraser, C.",,of  available,0,100,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494536,BL 205,,,,Room,,,,
PHY,Physics of the Changing Environment B,ENV238H1-S,"The course will cover basic physics of environmental processes and of measurement techniques in the atmosphere, the ocean, lake-land-forest systems, and other biological systems. It will place its work in the context of climate change and other aspects of environmental change. This course is solely intended for students who have completed a previous first year physics core course, who are in one of the following programs: Environmental Science Major or Minor, Environmental Geosciences Specialist or Earth and Environmental Systems Major.","MAT135H1/MAT136H1/MAT137Y1/MAT157Y1/JMB170Y1, CHM136H1/CHM138H1/CHM135H1/CHM139H1/CHM151Y1, PHY131H1/PHY132H1/PHY151H1/PHY152H1",Prerequisite:,ENV237H1,Exclusion:,Science,Distribution Requirement:,LEC0101,Tuesday,—,15:00,16:00,Thursday,—,15:00,16:00,WI 523,https://map.utoronto.ca/?id=1809#!m/494503,MP 124,https://map.utoronto.ca/?id=1809#!m/494490,,Monday,"Wunch, D.",,of  available,0,10,Yes: 1 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1076 MA ENVIRONMENTAL SCIENCE,ASMAJ1253 MA ENVIRONMENTAL GEOSCI,ASMAJ1555 MA ENVIRONMENT & SCIENCE,ASMAJ2745 MA EARTH & ENVIRONMENTAL SYS,ASMIN1555 MI ENVIRONMENTAL SCIENCE,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,,—,14:00,16:00,of  available,0,10,No,In Person,Status / Notes,https://map.utoronto.ca/?id=1809#!m/494503,WI 524,,,The Physical and Mathematical Universes (5),Room,,,,Breadth Requirement:
PHL,Introduction to South Asian Philosophy,PHL239H1-F,"An introduction to the main schools, thinkers, and topics in the philosophical thought of the Sanskrit world, covering various topics, from epistemology to philosophy of religion. Students will get acquainted with one of the world's richest philosophical traditions and its challenges.",Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,LEC0101,Monday,—,09:00,10:30,Wednesday,—,09:00,10:30,SF 3202,https://map.utoronto.ca/?id=1809#!m/494481,,,,,"Freschi, E.",,of  available,22,35,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494481,SF 3202,,,,Room,,,,
PHL,"Persons, Minds and Bodies",PHL240H1-S,Consciousness and its relation to the body; personal identity and survival; knowledge of other minds; psychological events and behaviour.,PHLB81H3,Exclusion:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Monday,—,11:00,12:00,Friday,—,11:00,12:00,BR 200,https://map.utoronto.ca/?id=1809#!m/494595,OI 2198,https://map.utoronto.ca/?id=1809#!m/494563,UC 67,SS 1080,"Barnett, D.",,of  available,0,210,Yes: 61 students,In Person,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Wednesday,—,12:00,13:00,of  available,2,24,No,In Person,Activity,https://map.utoronto.ca/?id=1809#!m/494595,BR 200,—,—,,Room,,,,
