resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 5,extraTxt 6,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,weekDay 4,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,enConList 3,enConList 4,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,weekDay 5,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 6,dayInfo 10,dayInfo 11,dayInfo 12,weekDay 7,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 6,legendControl 7,enConDesc 2,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 9,dayInfo 13,dayInfo 14,dayInfo 15,weekDay 10,dayInfo 16,dayInfo 17,dayInfo 18,weekDay 12,colInst 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,legendControl 8,legendControl 9,enConDesc 3,headerSect 22,headerSect 23,headerSect 24,headerSect 25,headerSect 26,headerSect 27,headerSect 28,colCode 4,weekDay 13,dayInfo 19,dayInfo 20,dayInfo 21,weekDay 14,dayInfo 22,dayInfo 23,dayInfo 24,weekDay 15,weekDay 16,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,weekDay 17,dayInfo 25,dayInfo 26,dayInfo 27,weekDay 19,weekDay 20,weekDay 23,weekDay 24,weekDay 27,weekDay href,weekDay href 2,weekDay href 3,weekDay href 4,alignC,weekDay href 5,weekDay href 6,weekDay href 7,weekDay href 8,extraTxt 15,colNotes
CSC,Physics-Based Animation,CSC417H1-F,,,,,Breadth Requirement:,,"This course is designed to introduce students to the field of physics-based animation by exposing them to the underlying mathematical and algorithmic techniques required to understand and develop efficient numerical simulations of physical phenomena such as rigid bodies, deformable bodies and fluids. Topics covered include rigid body simulation, elasticity simulation, cloth simulation, collision detection and resolution and fluid simulation. Along the way, we will explore the underlying mathematics of ordinary differential equations, discrete time integration, finite element methods and more.Students should have a strong background in Linear Algebra and Multivariate Calculus.",MAT235Y1/ MAT237Y1/ MAT257Y1/ MAT291H1/ MAT294H1; MAT221H1/ ​MAT223H1/​ MAT240H1/ MAT185H1/ MAT188H1; CSC209H1/ ​proficiency in C or C++/ APS105H1/ ESC180H1/ CSC180H1,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,10:00,11:00,Thursday,—,15:00,17:00,,,"Levin, D.",of  available,6,65,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB 248,GB 248,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494473,,,,,,,,The Physical and Mathematical Universes (5),
CSC,Introduction to Image Understanding,CSC420H1-F,,,,The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,Introduction to basic concepts in computer vision. Extraction of image features at multiple scales. Robust estimation of model parameters. Multiview geometry and reconstruction. Image motion estimation and tracking. Object recognition. Topics in scene understanding as time permits.,"CSC263H1/ CSC265H1/ ECE345H1/ ECE358H1/ MIE335H1; (MAT135H1, MAT136H1)/ MAT137Y1/ MAT157Y1/ (MAT186H1, MAT187H1)/ (MAT194H1, MAT195H1)/ (ESC194H1, ESC195H1); MAT221H1/ MAT223H1/ MAT240H1/ MAT185H1/ MAT188H1",Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,CSC320H1,Recommended Preparation:,Room,LEC0101,Thursday,—,13:00,16:00,Thursday,—,18:00,21:00,,,"Nezhadi, S.",of  available,54,150,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),(Faculty of Applied Science & Engineering),Department of Computer Science   (Faculty of Arts and Science),,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2501,Thursday,—,18:00,21:00,,,,,,"Taati, B.",of  available,2,20,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,,,,,,,,,,"Taati, B.",of  available,21,130,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,,,,,,,,,RW 117,BA 1130,,,,,,,,,,BA 1130,,,,,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,Science,"July 7, 2021: Day and time changed."
CSC,Human-Computer Interaction,CSC428H1-F,Delivery instructions,Note:,"Class activities will be held synchronously, and all assessments will be held online.",The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,"Understanding human behaviour as it applies to user interfaces: work activity analysis, observational techniques, questionnaire administration, and unobtrusive measures. Operating parameters of the human cognitive system, task analysis and cognitive modelling techniques and their application to designing interfaces. Interface representations and prototyping tools. Cognitive walkthroughs, usability studies and verbal protocol analysis. Case studies of specific user interfaces.",CSC318H1; STA237H1/ STA247H1/ ​STA255H1/ ​STA257H1/ ECE302H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1; CSC209H1/​ proficiency in C or C++ or Java/ APS105H1/ ESC180H1/ CSC180H1,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,"A course in PSY; CSC209H1; (STA248H1/STA250H1/STA261H1)/(PSY201H1, PSY202H1)/(SOC202H1, SOC300H1)",Recommended Preparation:,Room,LEC9901,Tuesday,—,15:00,17:00,Thursday,—,10:00,11:00,—,—,"Williams, J.",of  available,6,60,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science,
CSC,Human-Computer Interaction,CSC428H1-S,,,,The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,"Understanding human behaviour as it applies to user interfaces: work activity analysis, observational techniques, questionnaire administration, and unobtrusive measures. Operating parameters of the human cognitive system, task analysis and cognitive modelling techniques and their application to designing interfaces. Interface representations and prototyping tools. Cognitive walkthroughs, usability studies and verbal protocol analysis. Case studies of specific user interfaces.",CSC318H1; STA237H1/ STA247H1/ ​STA255H1/ ​STA257H1/ ECE302H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1; CSC209H1/​ proficiency in C or C++ or Java/ APS105H1/ ESC180H1/ CSC180H1,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,"A course in PSY; CSC209H1; (STA248H1/STA250H1/STA261H1)/(PSY201H1, PSY202H1)/(SOC202H1, SOC300H1)",Recommended Preparation:,Room,LEC2501,Monday,—,18:00,20:00,Monday,—,20:00,21:00,,,"Williams, J.",of  available,0,5,Yes: 1 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),Department of Computer Science   (Faculty of Arts and Science),,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,Monday,—,18:00,20:00,Monday,—,20:00,21:00,,"Williams, J.",of  available,0,55,Yes: 16 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB 221,GB 221,,,,,,,,,,GB 221,GB 221,,,,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494473,,,,,,Science,
CSC,Computational Methods for Partial Differential Equations,CSC446H1-F,,,,,Breadth Requirement:,,"Finite Difference and Finite Element methods for boundary value problems including 2-point boundary value problems and 2-dimensional problems. Convergence of methods. Efficiency of the solution of linear systems. Finite difference methods for initial value problems. Consistency, stability and convergence. Method of lines. Special topics of interest among domain decomposition, multigrid, FFT solvers. Ordinarily offered in years alternating with CSC466H1.",CSC351H1/(CSC336H1 (75%))/equivalent mathematical background; MAT237Y1/MAT257Y1; APM346H1/MAT351Y1/(MAT244H1/MAT267H1 and exposure to PDEs),Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,12:00,14:00,Wednesday,—,12:00,13:00,,,"Serkh, K.",of  available,36,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1240,BA 1240,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,,The Physical and Mathematical Universes (5),
CSC,Formal Languages and Automata,CSC448H1-F,,,,The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,"Regular, deterministic, context free, context sensitive, and recursively enumerable languages via generative grammars and corresponding automata (finite state machines, push down machines, and Turing machines). Topics include complexity bounds for recognition, language decision problems and operations on languages. Ordinarily offered in years alternating with CSC438H1.","CSC236H1/CSC240H1, CSC263H1/CSC265H1",Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,CSC373H1,Recommended Preparation:,Room,LEC0101,Wednesday,—,13:00,15:00,Friday,—,13:00,14:00,,,"Kopparty, S.",of  available,9,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1240,BA 1240,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,,Science,
CSC,The Business of Software,CSC454H1-F,Timetable instructions,Note:,Please visit https://q.utoronto.ca/courses/221753 for information about requesting enrolment in this course.,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Breadth Requirement:,,"Designed and delivered by industry experts in successful commercialization of tech startups, this course focuses on the development of a viable business and startup in partnership and mentorship from industry businesses and entrepreneurs.","The course is designed to be taken by students from any faculty or discipline. It focuses on helping them understand and develop business sense, introduce modern customer development, and teach skills in product development, financial management, marketing, and leadership. Alongside the software engineering abilities of CSC491H1 teammates, skills learned in CSC454H1 will aid the development of a viable startup.",Prerequisite:,For more details visit our website at .,Exclusion:,Not eligible for CR/NCR option.,Distribution Requirement:,Room,LEC5101,Wednesday,—,18:00,21:00,,,,,Contact DEPT,,"Grech, M.",of  available,20,60,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5 credits at the 300-level or higher,
CSC,The Business of Software,CSC454H1-S,Timetable instructions,Note:,Please visit https://q.utoronto.ca/courses/221753 for information about requesting enrolment in this course.,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Breadth Requirement:,,"Designed and delivered by industry experts in successful commercialization of tech startups, this course focuses on the development of a viable business and startup in partnership and mentorship from industry businesses and entrepreneurs.","The course is designed to be taken by students from any faculty or discipline. It focuses on helping them understand and develop business sense, introduce modern customer development, and teach skills in product development, financial management, marketing, and leadership. Alongside the software engineering abilities of CSC491H1 teammates, skills learned in CSC454H1 will aid the development of a viable startup.",Prerequisite:,For more details visit our website at .,Exclusion:,Not eligible for CR/NCR option.,Distribution Requirement:,Room,LEC5101,Wednesday,—,18:00,21:00,,,,,Contact DEPT,,,of  available,26,60,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,2.5 credits at the 300-level or higher,
CSC,Principles of Computer Networks,CSC457H1-F,Delivery instructions,Note:,"Class activities will be held synchronously, and all assessments will be held online.",The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,"The course covers fundamental principles of computer networks, as well as currently used network architectures and protocols. Its emphasis is 1) to explain why reliable data transfer, addressing, routing and congestion control are the fundamental concepts, 2) to explore the design principles behind algorithms/protocols for reliable data transfer, addressing, routing and congestion control and 3) to use current protocols such as TCP/IP, ARQ, Ethernet, CSMA/CD, DNS and Internet routing protocols as examples of concrete implementations/designs of these protocols. It will highlight the trade-offs (and approaches to navigate these trade-offs) in the design of computer network protocols.","CSC373H1/CSC373H5/CSCC73H3, STA247H1/STA255H1/STA257H1/STA237H1",Prerequisite:,"CSC358H1; NOTE: Students not enrolled in the Computer Science Major or Specialist program at FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,"CSC309H1, CSC369H1",Recommended Preparation:,Room,LEC9901,Wednesday,—,15:00,17:00,Friday,—,16:00,17:00,—,—,"Marbach, P.",of  available,17,90,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Science,
CSC,Computer Networking Systems,CSC458H1-F,,,,,Breadth Requirement:,,"Computer networks with an emphasis on network systems, network programming, and applications. Networking basics: layering, routing, congestion control, and the global Internet. Network systems design and programming: Internet design, socket programming, and packet switching system fundamentals. Additional topics include network security, multimedia, software-defined networking, peer-to-peer networking, and online social networks.","CSC209H1, CSC258H1, CSC263H1/CSC265H1, STA247H1/STA255H1/STA257H1/STA237H1/ECO227Y1",Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,13:00,14:00,Thursday,—,13:00,15:00,,,"Shirali-Shahreza, S.",of  available,0,100,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC5101,Tuesday,—,18:00,21:00,,,,,,"Marbach, P.",of  available,2,85,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB 119,GB 119,,,,,,,,,,BA 1170,,,,,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494473,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,The Physical and Mathematical Universes (5),
CSC,Computational Complexity and Computability,CSC463H1-S,,,,,Breadth Requirement:,,"Introduction to the theory of computability: Turing machines and other models of computation, Church’s thesis, computable and noncomputable functions, recursive and recursively enumerable sets, many-one reductions. Introduction to complexity theory: P, NP, polynomial time reducibility, NP-completeness, self-reducibility, space complexity (L, NL, PSPACE and completeness for those classes); hierarchy theorems, and provably intractable problems.",CSC236H1/CSC240H1/CSC236H5/CSCB36H3,Prerequisite:,"CSC363H1/CSC363H5/CSCC63H3/CSC365H1. NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,14:00,16:00,Wednesday,—,14:00,15:00,Contact DEPT,,,of  available,0,80,Yes: 9 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF 3202,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494481,,,,—,,,,,The Physical and Mathematical Universes (5),
CSC,Formal Methods in Software Design,CSC465H1-F,,,,,Breadth Requirement:,,"Using mathematics to write error-free programs. Proving each refinement; identifying errors as they are made. Program development to meet specifications; modifications that preserve correctness. Useful for all programming; essential for programs that lives depend on. Basic logic, formal specifications, refinement. Conditional, sequential, parallel, interaction, probabilistic programming, and functional programming.",CSC236H1/CSC240H1/MAT309H1/CSC236H5/CSCB36H3,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC5101,Monday,—,18:00,21:00,,,,,,,"Hehner, E.",of  available,9,80,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1170,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,,,The Physical and Mathematical Universes (5),
CSC,Operating Systems Design and Implementation,CSC469H1-F,,,,,Breadth Requirement:,,"An in-depth exploration of the major components of operating systems with an emphasis on the techniques, algorithms, and structures used to implement these components in modern systems. Project-based study of process management, scheduling, memory management, file systems, and networking is used to build insight into the intricacies of a large concurrent system.",CSC369H1,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,11:00,Wednesday,—,10:00,11:00,,,"Demke Brown, A.",of  available,27,75,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),,,,,,,,,,,,Friday,—,10:00,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA 1190,BA 1190,,,,,,,,,,BA 1190,,,,,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,,The Physical and Mathematical Universes (5),
STAT,Data Science III,JSC470H1-S,Delivery instructions,Note:,"Some of the scheduled in-person lectures may be offered online depending on current public health and institutional guidelines. Details about the course meeting schedule, as well as other course activities and assessments, will be communicated in the course syllabus and/or on Quercus.",,Distribution Requirement:,Breadth Requirement:,"This course is  students in the Data Science Specialist program. Research topics and applications of data science methods will be explored through case studies and collaboration with researchers in other fields. Data analysis, visualization, and communication of statistical information at various technical levels, ethical practice of data analysis and software development, and teamwork skills.","JSC370H1, STA314H1/CSC411H1/CSC311H1, STA303H1/STA305H1",restricted to,STA490Y1,Prerequisite:,Science,Exclusion:,Room,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,The Physical and Mathematical Universes (5),"Aug 24, 2021: Section cancelled."
CSC,Computational Linguistics,CSC485H1-F,,,,The Physical and Mathematical Universes (5),Distribution Requirement:,Breadth Requirement:,"Computational linguistics and the processing of language by computer. Topics include: context-free grammars; chart parsing, statistical parsing; semantics and semantic interpretation; ambiguity resolution techniques; reference resolution. Emphasis on statistical learning methods for lexical, syntactic, and semantic knowledge.",CSC209H1/ APS105H1/ APS106H1/ ESC180H1/ CSC180H1; STA237H1/ STA247H1/​ STA255H1/ ​STA257H1/ ECE302H1/ STA286H1/ CHE223H1/ CME263H1/ MIE231H1/ MIE236H1/ MSE238H1/ ECE286H1,Prerequisite:,"NOTE: Students not enrolled in the Computer Science Major or Specialist program at the FAS, UTM, or UTSC, or the Data Science Specialist at FAS, are limited to a maximum of three 300-/400-level CSC/ECE half-courses.",Exclusion:,CSC324H1/CSC384H1,Recommended Preparation:,Room,LEC0101,Monday,—,11:00,12:00,Wednesday,—,11:00,12:00,,,"Penn, G.",of  available,1,80,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of Computer Science   (Faculty of Arts and Science),Department of Computer Science   (Faculty of Arts and Science),(Faculty of Applied Science & Engineering),,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,Friday,—,11:00,12:00,Monday,—,12:00,13:00,,"Penn, G.",of  available,0,58,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2001,Wednesday,—,12:00,13:00,Friday,—,12:00,13:00,ES B149,"Penn, G.",of  available,1,10,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,,,,,,,,,Monday,—,11:00,12:00,Wednesday,—,11:00,12:00,ES B149,ES B149,,,,,,Friday,—,11:00,12:00,ES B149,ES B149,ES B149,ES B149,ES B149,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,Science,
