resultDept,pbot15,hiCC,extraTxt 10,extraTxt 11,extraTxt 13,extraTxt 14,extraTxt 15,extraTxt 16,extraTxt 17,extraTxt 18,extraTxt 19,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 3,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 4,weekDay href,weekDay 5,weekDay href 2,weekDay 6,weekDay 7,weekDay href 3,weekDay 8,weekDay href 4,colInst,colInst 2,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 10,dayInfo 10,dayInfo 11,dayInfo 12,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,headerSect 14,colNotes,headerSect 25,headerSect 26,headerSect 27,headerSect 28,headerSect 29,headerSect 30,colCode 5,weekDay 37,dayInfo 37,dayInfo 38,dayInfo 39,alignC,colAvail 5,numCurr 5,numTot 5,numWait 5,onlineMeeting 5,headerSect 31,headerSect 32,headerSect 33,headerSect 34,headerSect 35,headerSect 36,colCode 6,weekDay 40,dayInfo 40,dayInfo 41,dayInfo 42,weekDay 41,alignC 2,colAvail 6,numCurr 6,numTot 6,numWait 6,onlineMeeting 6,headerSect 37,headerSect 38,headerSect 39,headerSect 40,headerSect 41,headerSect 42,colCode 7,weekDay 43,dayInfo 43,dayInfo 44,dayInfo 45,alignC 3,colAvail 7,numCurr 7,numTot 7,numWait 7,onlineMeeting 7,headerSect 43,headerSect 44,headerSect 45,headerSect 46,headerSect 47,headerSect 48,colCode 8,weekDay 46,dayInfo 46,dayInfo 47,dayInfo 48,alignC 4,colAvail 8,numCurr 8,numTot 8,numWait 8,onlineMeeting 8,headerSect 49,headerSect 50,headerSect 51,headerSect 52,headerSect 53,headerSect 54,colCode 9,weekDay 49,dayInfo 49,dayInfo 50,dayInfo 51,weekDay 50,weekDay 51,alignC 5,colAvail 9,numCurr 9,numTot 9,numWait 9,onlineMeeting 9,weekDay 53,weekDay 54,weekDay href 25,weekDay href 26,weekDay href 27,weekDay href 28,headerSect 223,headerSect 224,headerSect 297,headerSect 298,headerSect 299,headerSect 300
MEDGM,Research Opportunity Program,MGY399Y1-Y,Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program. Not eligible for CR/NCR option.,,,,,,,,,LEC0101,—,—,,,—,—,,,—,—,,,—,,,,—,,,,,"Meneghini, M.","Kim, T.",of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC0201,,—,,,of  available,9998,9999,No,In Person,Activity,Time,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MST,Languages and Methods for Medieval Studies,MST400Y1-Y,Undergraduate students may enrol in MST400Y1 with permission of the instructor.,Prior training in Latin is required.,Prerequisite:,,,,,,,LEC0101,Monday,—,13:00,14:00,Tuesday,—,13:00,14:00,Wednesday,—,13:00,14:00,LI 301,https://map.utoronto.ca/?id=1809#!m/494613,LI 301,https://map.utoronto.ca/?id=1809#!m/494613,,LI 301,https://map.utoronto.ca/?id=1809#!m/494613,LI 301,https://map.utoronto.ca/?id=1809#!m/494613,,,of  available,10,10,No,In Person (See Delivery Instructions.),Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,Thursday,—,13:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAT,Polynomial Equations and Fields,MAT401H1-S,"Commutative rings; quotient rings. Construction of the rationals. Polynomial algebra. Fields and Galois theory: Field extensions, adjunction of roots of a polynomial. Constructibility, trisection of angles, construction of regular polygons. Galois groups of polynomials, in particular cubics, quartics. Insolvability of quintics by radicals.",MAT301H1,Prerequisite:,MAT347Y1,Exclusion:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC5101,Monday,—,18:00,19:00,Wednesday,—,18:00,20:00,,,,,RW 110,https://map.utoronto.ca/?id=1809#!m/494515,RW 110,https://map.utoronto.ca/?id=1809#!m/494515,,,,,,"Kudla, S.",,of  available,0,130,Yes: 25 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Classical Geometries,MAT402H1-F,Euclidean and non-euclidean plane and space geometries. Real and complex projective space. Models of the hyperbolic plane. Connections with the geometry of surfaces.,"MAT301H1/MAT347Y1, MAT235Y1/MAT237Y1/MAT257Y1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Tuesday,—,10:00,12:00,Thursday,—,10:00,11:00,,,,,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,,,,,,"Khovanski, A.",,of  available,21,88,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,13:00,14:00,—,of  available,9,48,No,In Person,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0201,Friday,—,11:00,12:00,,—,of  available,24,47,No,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS 1084,SS 1084,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494510,https://map.utoronto.ca/?id=1809#!m/494510,,,Room,,Room,Room,,
MAT,Set Theory,MAT409H1-F,"Set theory and its relations with other branches of mathematics. ZFC axioms. Ordinal and cardinal numbers. Reflection principle. Constructible sets and the continuum hypothesis. Introduction to independence proofs. Topics from large cardinals, infinitary combinatorics and descriptive set theory.",Joint undergraduate/graduate course - MAT409H1/MAT1404H,Prerequisite:,MAT357H1,Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,LEC5101,Monday,—,18:00,21:00,,,,,,,,,,,,,,,,,,"Todorcevic, S.",,of  available,23,45,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,"July 6, 2021: Delivery Method Changed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Analytic Number Theory,MAT417H1-F,"A selection from the following: distribution of primes, especially in arithmetic progressions and short intervals; exponential sums; Hardy-Littlewood and dispersion methods; character sums and L-functions; the Riemann zeta-function; sieve methods, large and small; diophantine approximation, modular forms.",Joint undergraduate/graduate course - MAT417H1/MAT1202H,Prerequisite:,MAT334H1/MAT354H1/permission of instructor,Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,LEC0101,Wednesday,—,15:00,17:00,Friday,—,13:00,14:00,,,,,SS 2110,https://map.utoronto.ca/?id=1809#!m/494510,BA 2139,https://map.utoronto.ca/?id=1809#!m/494470,,,,,,"Kim, H.",,of  available,12,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,"July 9, 2021: Course moved to F term, Meeting Times changed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MEDGM,Regulation of Gene Expression,MGY420H1-F,"Regulatory mechanisms controlling gene expression in eukaryotes; students will read, discuss, and present the primary research literature in class. Topics include: assembly of the initiation complex; roles of transcription factors, co-activators and cis-acting regulatory elements; promoter escape; mechanisms that control elongation, termination and anti-termination of transcription; chromatin control of transcription.",BCH311H1/CSB349H1/MGY311Y1,Prerequisite:,BIO477H5 (UTM),Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Monday,—,11:00,13:00,Wednesday,—,11:00,13:00,,,,,MS 4171,https://map.utoronto.ca/?id=1809#!m/494491,MS 4171,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,"Greenblatt, J.",,of  available,27,48,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Mathematical Foundations of Quantum Mechanics,APM421H1-F,"Key concepts and mathematical structure of Quantum Mechanics, with applications to topics of current interest such as quantum information theory. The core part of the course covers the following topics: Schroedinger equation, quantum observables, spectrum and evolution, motion in electro-magnetic field, angular momentum and O(3) and SU(2) groups, spin and statistics, semi-classical asymptotics, perturbation theory. More advanced topics may include: adiabatic theory and geometrical phases, Hartree-Fock theory, Bose-Einstein condensation, the second quantization, density matrix and quantum statistics, open systems and Lindblad evolution, quantum entropy, quantum channels, quantum Shannon theorems.",Joint undergraduate/graduate course - APM421H1/MAT1723H,Prerequisite:,"(MAT224H1/MAT247H1, MAT337H1)/MAT357H1",Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,LEC0101,Wednesday,—,17:00,18:00,Friday,—,16:00,18:00,,,,,,,,,,,,,,"Sigal, I.",,of  available,29,50,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),,,,,,,,,,,,,,,,,,,,,,,,"July 16, 2021: Course added.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Differential Topology,MAT425H1-F,"Smooth manifolds, Sard's theorem and transversality. Morse theory. Immersion and embedding theorems. Intersection theory. Borsuk-Ulam theorem. Vector fields and Euler characteristic. Hopf degree theorem. Additional topics may vary.","MAT257Y1, MAT327H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 9, 2021: Course Cancelled.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MEDGM,Signal Transduction and Cell Cycle Regulation,MGY425H1-S,"This course presents and integrates molecular aspects of signal transduction and cell cycle regulation in eukaryotic cells from yeast to humans. Emphasis is on recent advances in growth factor receptor signalling, modular protein domains, and the recurrent role of protein phosphorylation and protein-protein interactions in cell regulation.",BCH311H1/MGY311Y1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,LEC0101,Monday,—,09:00,10:00,Wednesday,—,09:00,10:00,,,,,MS 3278,https://map.utoronto.ca/?id=1809#!m/494491,MS 3278,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,"Egan, S.",,of  available,15,50,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,General Relativity,APM426H1-S,Einstein's theory of gravity. Special relativity and the geometry of Lorentz manifolds. Gravity as a manifestation of spacetime curvature. Einstein's equations. Cosmological implications: big bang and inflationary universe. Schwarzschild stars: bending of light and perihelion precession of Mercury. Topics from black hole dynamics and gravitational waves. The Penrose singularity theorem.,Joint undergraduate/graduate course - APM426H1/MAT1700H,Prerequisite:,MAT363H1/MAT367H1,Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 9, 2021: Course Cancelled.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MEDGM,Functional Genomics,MGY428H1-F,"A broad-ranging course that covers many aspects of genomics and functional genomics, which is the discipline of defining and attributing function to all of the heritable material of an organism on a genome-wide scale, as applied to invertebrates and vertebrates. The primary and review literature will be the basis of all lectures.",BCH210H1/BCH242Y1; BIO260H1/HMB265H1; MGY311Y1/CSB349H1/BCH311H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,LEC0101,Tuesday,—,13:00,14:00,Thursday,—,13:00,14:00,,,,,HS 106,https://map.utoronto.ca/?id=1809#!m/494459,MS 4279,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,"Fraser, A.",,of  available,16,60,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Introduction to Linear Operators,MAT436H1-F,"The course will survey the branch of mathematics developed (in its abstract form) primarily in the twentieth century and referred to variously as functional analysis, linear operators in Hilbert space, and operator algebras, among other names (for instance, more recently, to reflect the rapidly increasing scope of the subject, the phrase non-commutative geometry has been introduced). The intention will be to discuss a number of the topics in Pedersen's textbook Analysis Now. Students will be encouraged to lecture on some of the material, and also to work through some of the exercises in the textbook (or in the suggested reference books).",Joint undergraduate/graduate course - MAT436H1/MAT1011H,Prerequisite:,"5.0 FCE from MAT, including MAT224H1/MAT247H1 and MAT237Y1/MAT257Y1.",Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,LEC0101,Monday,—,14:00,15:00,Wednesday,—,14:00,15:00,Friday,—,14:00,15:00,BA 1240,https://map.utoronto.ca/?id=1809#!m/494470,ES 4000,https://map.utoronto.ca/?id=1809#!m/494499,BA 1240,,https://map.utoronto.ca/?id=1809#!m/494470,,,"Elliott, G.",,of  available,18,35,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,K-Theory and C* Algebras,MAT437H1-S,"The theory of operator algebras was begun by John von Neumann eighty years ago. In one of the most important innovations of this theory, von Neumann and Murray introduced a notion of equivalence of projections in a self-adjoint algebra (*-algebra) of Hilbert space operators that was compatible with addition of orthogonal projections (also in matrix algebras over the algebra); and so gave rise to an abelian semigroup, now referred to as the Murray-von Neumann semigroup.","Later, Grothendieck in geometry, Atiyah and Hirzebruch in topology, and Serre in the setting of arbitrary rings (pertinent for instance for number theory); considered similar constructions. The enveloping group of the semigroup considered in each of these settings is now referred to as the K-group (Grothendieck's terminology); or as the Grothendieck group.",Prerequisite:,"Among the many indications of the depth of this construction was the discovery of Atiyah and Hirzebruch that Bott periodicity could be expressed in a simple way using the K-group. Also, Atiyah and Singer famously showed that K-theory was important in connection with the Fredholm index. Partly because of these developments, K-theory very soon became important again in the theory of operator algebras. (And in turn, operator algebras became increasingly important in other branches of mathematics.)",Recommended Preparation:,"The purpose of this course is to give a general, elementary, introduction to the ideas of K-theory in the operator algebra context. (Very briefly, K-theory generalizes the notion of dimension of a vector space.)",Distribution Requirement:,"The course will begin with a description of the method (K-theoretical in spirit) used by Murray and von Neumann to give a rough initial classification of von Neumann algebras (into types I, II, and III). It will centre around the relatively recent use of K-theory to study Bratteli's approximately finite-dimensional C*-algebras---both to classify them (a result that can be formulated and proved purely algebraically); and to prove that the class of these C*-algebras---what Bratteli called AF algebras---is closed under passing to extensions (a result that uses the Bott periodicity feature of K-theory).",Breadth Requirement:,LEC0101,Monday,—,14:00,15:00,Wednesday,—,14:00,15:00,Friday,—,14:00,15:00,TF 203,https://map.utoronto.ca/?id=1809#!m/494581,TF 203,https://map.utoronto.ca/?id=1809#!m/494581,TF 203,,https://map.utoronto.ca/?id=1809#!m/494581,,,"Elliott, G.",,of  available,0,20,Yes: 6 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MEDGM,Virus-Host Interactions,MGY440H1-F,"Analysis of virus/host interactions at the molecular level with a view to understanding how viruses cause disease. Course material is based on recent research publications. Topics will be selected from two or three themes that may include virus entry, intracellular trafficking, activation of host cell signaling pathways in response to infection, assembly and release of progeny virus, viral and host determinants of tissue tropism within the host and virus transmission between hosts.",BCH311H1/CSB349H1/ MGY311Y1; CSB351Y1/MGY378H1,Prerequisite:,"IMM340H1/IMM341H1, IMM350H1/IMM351H1",Recommended Preparation:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,LEC0101,Thursday,—,14:00,17:00,,,,,,,,,MS 4279,https://map.utoronto.ca/?id=1809#!m/494491,,,,,,,,"Brown, M.",,of  available,26,40,Yes: 0 student,In Person,Department Approval Required (AE),Enrolment Controls:,"This course requires approval from the department. The groups of students listed below can request enrolment for this course on ACORN until July 28. Once requested, the course will appear on ACORN with an Interim (INT) status until the sponsoring department has had an opportunity to review students' requests. Check ACORN after July 28 to see if your enrolment in the course has been Approved (APP) or Refused (REF). Beginning July 30 enrolment can no longer be requested on ACORN, and must instead be done by contacting the sponsoring department. The following list of students can request enrolment for this course on ACORN until July 28:",(Faculty of Arts and Science),"(John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Asymptotic and Perturbation Methods,APM441H1-F,"Asymptotic series. Asymptotic methods for integrals: stationary phase and steepest descent. Regular perturbations for algebraic and differential equations. Singular perturbation methods for ordinary differential equations: W.K.B., strained co-ordinates, matched asymptotics, multiple scales. (Emphasizes techniques; problems drawn from physics and engineering)","APM346H1/MAT351Y1, MAT334H1/MAT354H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,Thursday,—,14:00,17:00,,,,,,,,,AB 114,https://map.utoronto.ca/?id=1809#!m/494489,,,,,,,,"Sulem, C.",,of  available,7,20,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Representation Theory,MAT445H1-S,"A selection of topics from: Representation theory of finite groups, topological groups and compact groups. Group algebras. Character theory and orthogonality relations. Weyl's character formula for compact semisimple Lie groups. Induced representations. Structure theory and representations of semisimple Lie algebras. Determination of the complex Lie algebras.",Joint undergraduate/graduate - MAT445H1/MAT1196H,Prerequisite:,MAT347Y1,Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 9, 2021: Course Cancelled.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Applied Nonlinear Equations,APM446H1-S,"Partial differential equations appearing in physics, material sciences, biology, geometry, and engineering. Nonlinear evolution equations. Existence and long-time behaviour of solutions. Existence of static, traveling wave, self-similar, topological and localized solutions. Stability. Formation of singularities and pattern formation. Fixed point theorems, spectral analysis, bifurcation theory. Equations considered in this course may include: Allen-Cahn equation (material science); Ginzburg-Landau equation (condensed matter physics); Cahn-Hilliard (material science, biology); nonlinear Schroedinger equation (quantum and plasma physics, water waves, etc). mean curvature flow (geometry, material sciences); Fisher-Kolmogorov-Petrovskii-Piskunov (combustion theory, biology); Keller-Segel equations (biology); and Chern-Simmons equations (particle and condensed matter physics).",Joint undergraduate/graduate course - APM446H1/MAT1508H,Prerequisite:,APM346H1/MAT351Y1,Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,LEC0101,Tuesday,—,15:00,17:00,Thursday,—,15:00,16:00,Tuesday,—,15:00,17:00,CR 103,https://map.utoronto.ca/?id=1809#!m/494580,CR 103,https://map.utoronto.ca/?id=1809#!m/494580,CR 103,CR 103,https://map.utoronto.ca/?id=1809#!m/494580,,https://map.utoronto.ca/?id=1809#!m/494580,"Arbunich, J.","Arbunich, J.",of  available,4,29,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2001,Thursday,—,15:00,16:00,of  available,4,6,Yes: 0 student,In Person,,,"July 12, 2021: Meeting Times changed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,Room,,,,
MAT,Introduction to Commutative Algebra and Algebraic Geometry,MAT448H1-S,"Basic notions of algebraic geometry, with emphasis on commutative algebra or geometry according to the interests of the instructor. Algebraic topics: localization, integral dependence and Hilbert's Nullstellensatz, valuation theory, power series rings and completion, dimension theory. Geometric topics: affine and projective varieties, dimension and intersection theory, curves and surfaces, varieties over the complex numbers. This course will be offered in alternating years.",Joint undergraduate/graduate course - MAT448H1/MAT1155H,Prerequisite:,MAT347Y1,Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,LEC0101,Tuesday,—,13:00,15:00,Thursday,—,12:00,13:00,,,,,UC 87,https://map.utoronto.ca/?id=1809#!m/494517,UC 87,https://map.utoronto.ca/?id=1809#!m/494517,,,,,,"Bierstone, E.",,of  available,0,30,Yes: 10 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Algebraic Curves,MAT449H1-S,Projective geometry. Curves and Riemann surfaces. Algebraic methods. Intersection of curves; linear systems; Bezout's theorem. Cubics and elliptic curves. Riemann-Roch theorem. Newton polygon and Puiseux expansion; resolution of singularities. This course will be offered in alternating years.,"MAT347Y1, MAT354H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,,,LEC0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 9, 2021: Course Cancelled.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Complex Analysis II,MAT454H1-S,"Harmonic functions, Harnack's principle, Poisson's integral formula and Dirichlet's problem. Infinite products and the gamma function. Normal families and the Riemann mapping theorem. Analytic continuation, monodromy theorem and elementary Riemann surfaces. Elliptic functions, the modular function and the little Picard theorem.",Joint undergraduate/graduate course - MAT454H1/MAT1002H,Prerequisite:,MAT354H1,Distribution Requirement:,Science,Breadth Requirement:,The Physical and Mathematical Universes (5),,LEC0101,Monday,—,11:00,12:00,Wednesday,—,11:00,12:00,Friday,—,11:00,12:00,BA 1220,https://map.utoronto.ca/?id=1809#!m/494470,BA 1220,https://map.utoronto.ca/?id=1809#!m/494470,BA 1220,,https://map.utoronto.ca/?id=1809#!m/494470,,,"Goldstein, M.",,of  available,15,50,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Advanced Real Analysis I,MAT457H1-F,"Lebesque measure and integration; convergence theorems, Fubini's theorem, Lebesgue differentiation theorem, abstract measures, Caratheodory theorem, Radon-Nikodym theorem. Hilbert spaces, orthonormal bases, Riesz representation theorem, compact operators, L^p spaces, Hölder and Minkowski inequalities.",Joint undergraduate/graduate course - MAT457H1/MAT1000H,Prerequisite:,MAT357H1,Exclusion:,MAT457Y1,Distribution Requirement:,Science,Breadth Requirement:,LEC0101,Monday,—,11:00,12:00,Wednesday,—,10:00,12:00,,,,,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,,,,,,"Shlapentokh-Rothman, Y.",,of  available,6,50,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,"September 9, 2021: Room changed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
MAT,Advanced Real Analysis II,MAT458H1-S,"Fourier series and transform, convergence results, Fourier inversion theorem, L^2 theory, estimates, convolutions. Banach spaces, duals, weak topology, weak compactness, Hahn-Banach theorem, open mapping theorem, uniform boundedness theorem.",Joint undergraduate/graduate course - MAT458H1/MAT1001H,Prerequisite:,MAT457H1,Exclusion:,MAT457Y1,Distribution Requirement:,Science,Breadth Requirement:,LEC0101,Wednesday,—,09:00,11:00,Friday,—,09:00,10:00,,,,,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,ES B142,https://map.utoronto.ca/?id=1809#!m/494499,,,,,,"Burchard, A.",,of  available,21,50,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Room,,,,,
