resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt href,extraTxt 7,extraTxt 8,extraTxt href 2,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay 3,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,headerSect 7,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,colCode 2,weekDay 4,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 5,weekDay 7,alignC,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,headerSect 13,headerSect 25,weekDay 31,dayInfo 31,dayInfo 32,dayInfo 33,weekDay href,weekDay href 3,alignC 13,extraTxt 15,extraTxt 16
ES,Earth System Processes,ESS262H1-F,Delivery instructions,Note:,Lectures and labs will be available only as online synchronous at their scheduled times.,,,"An introduction to how our planet works, focusing on physical processes that govern the nature and composition of Earth with an emphasis on the dynamic nature of the planet. Topics include surface processes (e.g., weathering and erosion, ocean and atmospheric circulation, weather and climate); crustal processes (e.g., plate tectonics, earthquakes, volcanoes, biogeochemical cycles); and earth-environment interactions (e.g., natural hazards, resource development, and sustainability).",,,"PHY131H1/CHM138H1/BIO120H1. For Mineral Engineering students, recommended preparation is MAT186H1 and CHE112H1.",Recommended Preparation:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC2999,Monday,—,13:00,15:00,—,,"Anderson, M.",of  available,2,15,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Thursday,—,13:00,16:00,,—,—,of  available,11,115,No,Online - Synchronous (See Delivery Instructions.),Status / Notes,Room,Monday,—,13:00,15:00,,,,,
EAS,20th Century Korean History,EAS271H1-F,,,,,,"A survey of the history of Korea from the Tonghak uprising and Sino-Japanese war of 1894-1895, through the colonial period, division, and to the civil war.",,,EAS271Y1,Exclusion:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,LEC0101,Wednesday,—,11:00,13:00,MP 137,,"Schmid, A.",of  available,2,80,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494490,,,,
EAS,Popular Culture in East Asia,EAS274H1-F,Delivery instructions,Note:,Lectures will be available only as online synchronous at their scheduled times.,,,"Through various forms of popular culture in the 20th century, this course explores the cultural contexts and social trajectories of China, Japan and Korea. Forms of popular culture studied include art, visual culture, consumer habits, foodways, advertising, music, and fashion.",,,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,LEC9901,Thursday,—,09:00,11:00,,,"Cho, M.",of  available,1,180,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,—,,,,,,,,Room,,,,,,,,,
EAS,Revolutions in Modern China,EAS285H1-S,,,,,,"This course offers an interdisciplinary treatment of the Chinese people’s protracted struggle to transform the world's oldest empire and to create a revolutionary society, with a special focus on the myriad revolutions, uprisings, and protests that had radically remade the country’s social fabric in the tumultuous twentieth century. First-person accounts, classic and revisionist scholarly works, and literary and visual materials will be used to examine China’s multifaceted transformations both chronologically and thematically, in their socioeconomic, cultural, political, and global contexts.",,,"EAS105H1, HIS280Y1",Recommended Preparation:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,LEC0101,Tuesday,—,09:00,11:00,SS 2108,,"Wu, Y.",of  available,0,80,Yes: 39 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,
EAS,Topics in East Asian Studies,EAS296H1-S,,,,,,"A study of Chinese, Japanese or Korean culture, history and/or literature. Content depends on the instructor. When offered, the course will have a subtitle that describes its content.",,,Humanities,Distribution Requirement:,,,,,LEC5101,Thursday,—,19:00,21:00,SS 1087,,,of  available,26,80,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,—,,
ES,Research Opportunity Program,ESS299Y1-Y,,,,,,Credit course for supervised participation in faculty research project. Details at . Not eligible for CR/NCR option.,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program,https://www.artsci.utoronto.ca/current/academics/research-opportunities/research-opportunities-program,Science,Distribution Requirement:,,,,,LEC0101,,—,,,—,—,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,
DRAMA,Performance II,DRM300Y1-Y,Timetable instructions,Note:,Deadline to apply is March 10th. See,Application Guidelines,https://www.cdtps.utoronto.ca/drm300y_performance_ii,"Building upon the work of DRM200Y1, students concentrate on scene study, styles of acting, and the development of ensemble work with an intensive focus on voice and movement practices. The  is March 10th.",Application Deadline,https://drama-apply.chass.utoronto.ca/login,Minimum 70% in required courses: DRM101Y1 and DRM200Y1,Prerequisite:,DRM220Y1 or any course from Group A if DRM220Y1/DRM230Y1 is complete,Corequisite:,DRS321H5 and DRS322H5,Exclusion:,LEC0101,Monday,—,10:00,13:00,KS 336,KS 336,"Boye, S.",of  available,3,14,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,KS 336,,,,KS 336,KS 336,,,,,,,,,Wednesday,—,11:00,13:00,https://map.utoronto.ca/?id=1809#!m/494461,https://map.utoronto.ca/?id=1809#!m/494461,,Humanities,Distribution Requirement:
EAS,Modern Standard Chinese III,EAS300Y1-Y,Timetable instructions,Note:,See EAS's website for . Students need a placement interview prior to enrolling; registration deadline is at the end of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/chinese,"This high intermediate-level course is a continuation of EAS200Y. Students learn to read short texts which deal with personal or social topics, compose paragraph-length essays, and converse in social situations which require exchanges of basic information. Students who do not meet the prerequisite must go through placement process conducted by the Department. See www.eas.utoronto.ca/languages/chinese for details.",,,EAS200Y1 (EAS200Y1 (minimum 70%)/EAS201Y1 or EAS201H1 (minimum 70%)/equivalent as determined by placement process.,Prerequisite:,"EAS290Y1, LGGC60H3, LGGC61H3, LGGC62H3, LGGC63H3, CHI301Y5, CHI310Y5, CHI311Y5",Exclusion:,Humanities,Distribution Requirement:,LEC9901,Monday,—,15:00,17:00,—,—,"Wang, J.",of  available,2,33,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,,,,,,,,,,,,,,,,,,,,,,Wednesday,—,15:00,17:00,,,,Creative and Cultural Representations (1),Breadth Requirement:
DRAMA,Directing II,DRM302H1-S,Timetable instructions,Note:,"Students need to apply online by November 10, 2021. See",Application Guidelines,https://www.cdtps.utoronto.ca/current-undergraduate-courses/drm302h1-directing-ii,"A continuation of DRM202H1, concentrating on deepening the exploration of what it means to think and work like a director. Through practical exercises and scene study, students learn how to conceptualize a production and how to communicate their vision, as well as deepen their understanding of what is involved in directing actors and collaborating with a production team. Please consult the  for information on how to apply and the deadline to apply.",CDTPS undergraduate web page,https://www.cdtps.utoronto.ca/undergraduate,Minimum 70% in required courses: DRM101Y1; DRM202H1; and an interview in November.,Prerequisite:,DRM220Y1 or any course from Group A.,Corequisite:,DRM220Y1 and DRM331H1,Recommended Preparation:,LEC5101,Monday,—,17:00,20:00,,,"Eacho, D.",of  available,15,15,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,UP 109,,,,,,,,Room,,,,,,,,Humanities,Distribution Requirement:
ES,Environmental and Archaeological Geophysics,JGA305H1-F,,,,,,"Application of near-surface geophysical methods to investigate environmental and archaeological sites; in particular magnetometry, resistivity, ground-probing radar, and seismic surveys. Course will cover background on the various methods, and allow students to run field surveys and present on case studies.",,,ESS241H1 or ANT200Y1 or GGR201H1,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,14:00,17:00,ES 1062,ES 1062,"Bank, C.",of  available,15,50,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,(Faculty of Applied Science & Engineering),,,,,,,,,,,,,,,,,,,,,,Room,Tuesday,—,14:00,17:00,https://map.utoronto.ca/?id=1809#!m/494499,,,,
EAS,Traditional Chinese Political Philosophy,EAS307H1-F,,"Documents, Guǎnzǐ, Mòzǐ, Analects, Mèngzǐ, Xúnzǐ, Dàodéjīng, Zhuāngzǐ, Hánfēizǐ, Discourses on Salt and Iron,",,,,"This course explores and evaluates the views of prominent Chinese thinkers and texts from the classical, medieval, and late imperial periods on central issues in political philosophy, including the justification of political authority, the relation between people and the state, the roles and means of government, and the extent of the state’s power over its subjects. We cover a broad selection of materials from different periods in Chinese history, devoting special attention to the specific form that certain philosophically relevant issues take in Chinese political discourse, such as the role of formal standards versus that of character, the interplay between institutions and ethical discretion, the role of education versus legal coercion, and the advantages of central versus local administration. Readings will include selections from the  Jī Kāng, Guō Xiàng, Bào Jìng Yán, Luó Yǐn, Oūyáng Xiū, Chéng Yí, Wáng Ānshí, Chéng Hào, Hú Hóng, Chén Liàng, Fāng Xiàorú, Gù Yánwǔ, Huáng Zōngxī, and Táng Zhēn.",,,EAS105H1/EAS241H1/PHL237H1,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,LEC0101,Tuesday,—,15:00,17:00,UC 261,,"Fraser, C.",of  available,0,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,,,
EAS,Modern Standard Korean III,EAS310Y1-Y,Timetable instructions,Note:,See EAS's website for . Students may need a placement interview prior to enrolling; registration deadline is at the end of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/korean,"As a continuation of EAS210Y1 and EAS211Y1, this course is designed to help students improve their Korean proficiency at the intermediate level. The class focuses not only on oral fluency and grammar but also on reading comprehension. Students who do not meet the prerequisite must go through placement process conducted by Department. See www.eas.utoronto.ca/languages/korean for details.",,,EAS210Y1 (67%)/EAS211Y1 (67%)/EAS212H1 (67%)/equivalent as determined by placement process,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,LEC0101,Friday,—,10:00,12:00,,,"Cho, H.",of  available,10,25,Yes: 0 student,In Person (See Delivery Instructions.),"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Tuesday,—,11:30,13:00,Thursday,—,—,of  available,11,25,No,Online - Synchronous (See Delivery Instructions.),Activity,,,,,,,,,,
ES,Earth System Chemistry 2: Aqueous Geochemistry,ESS311H1-F,,,,,,"An introduction to aqueous environmental geochemistry emphasising the importance of chemical equilibria, mass transport, and microbiological activity in regulating the chemical composition of natural and contaminated systems.",,,ESS223H1/ENV233H1,Prerequisite:,GLG351H1,Exclusion:,Science,Distribution Requirement:,LEC0101,Monday,—,12:00,13:00,ES 2119,ES 2119,"Bergquist, B.",of  available,20,35,Yes: 0 student,In Person,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Wednesday,—,15:00,17:00,ES 1062,,—,of  available,20,35,No,In Person,Status / Notes,Room,Tuesday,—,12:00,13:00,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,The Physical and Mathematical Universes (5),Breadth Requirement:
EAS,Art and Archaeology of Early China,EAS312H1-S,,,,,,This course explores ancient societies from prehistory to the Bronze Age of China from archaeological perspectives with a focus on Chinese collections at the ROM. The course offers students an understanding of the origins and formation of Chinese civilizations.,,,EAS105H1 and EAS209H1/ANT100Y1/ANT200Y1,Prerequisite:,EAS411H1,Exclusion:,Humanities,Distribution Requirement:,LEC0101,Monday,—,11:00,13:00,NF 006,,"Shen, C.",of  available,0,45,Yes: 8 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494600,,,Creative and Cultural Representations (1),Breadth Requirement:
ES,Hydrogeology,ESS312H1-S,,,,,,"Groundwater flow, the role of groundwater in geologic processes, and physical, chemical and biological constraints on contaminant source transport and attenuation.",,,ESS311H1,Prerequisite:,GLG450H1,Exclusion:,Science,Distribution Requirement:,LEC0101,Tuesday,—,11:00,13:00,ES 2119,ES 2119,"Ferris, G.",of  available,15,40,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,Room,Thursday,—,11:00,12:00,https://map.utoronto.ca/?id=1809#!m/494499,,,The Physical and Mathematical Universes (5),Breadth Requirement:
DRAMA,Concepts of Theatre in the Twentieth and Twenty-first Centuries,DRM320H1-F,,,,,,"An exploration of the shifting landscapes of European theatre theory, history and practice in the late 19th century and their repercussions throughout the 20th and 21st centuries. The course focuses on the developments of modern and post-dramatic theatre. It also includes critical analysis of the annual Drama Mainstage production and current Canadian theatre.",,,DRM101Y1,Prerequisite:,DRM230Y1,Exclusion:,DRM220Y1,Recommended Preparation:,LEC0101,Tuesday,—,10:00,13:00,UC 261,,"Kleber, P.",of  available,2,25,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:","Centre for Drama, Theatre and Performance Studies   (Faculty of Arts and Science)","Centre for Drama, Theatre and Performance Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494517,,,Humanities,Distribution Requirement:
EAS,Modern Standard Japanese III,EAS320Y1-Y,Timetable instructions,Note:,See EAS's website for . Returning students who need to take the placement test must register at the beginning of June.,placement and enrolment instructions,https://www.eas.utoronto.ca/languages/enrolment-instructions/japanese,This is a lower intermediate level course for those who have completed EAS220Y1 with a minimum grade of 70%. Students who do not meet the prerequisite must go through placement process conducted by the Department. See www.eas.utoronto.ca/languages/enrolment-instructions/japanese for details.,,,EAS220Y1 (70% minimum)/equivalent as determined by placement process. Students who did not take the prerequisite in the preceding academic year must take the placement test.,Prerequisite:,"EAS348H1,EAS349H1,EAS322Y0",Exclusion:,Humanities,Distribution Requirement:,LEC9901,Monday,—,19:00,21:00,—,—,"Arimori, J.",of  available,0,25,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,,,,,,,,,,,,,,,,,,,,,,Thursday,—,19:00,21:00,,,,Creative and Cultural Representations (1),Breadth Requirement:
ES,Mineralogy,ESS321H1-F,,,,,,"Systematic mineralogy (including identification, classification, and description); physical and chemical properties of minerals; crystallography and crystal systems (symmetry, crystal structure, crystal systems); optical techniques in mineral identification.",,,"ESS224H1, ESS234H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,11:00,12:00,ES 1067,ES 1067,"Henderson, G.",of  available,26,35,Yes: 0 student,In Person,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Monday,—,15:00,18:00,ES 1067,,—,of  available,26,35,No,In Person,Status / Notes,Room,Tuesday,—,13:00,14:00,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,,
ES,Igneous Petrology,ESS322H1-S,,,,,,"An overview of the nature and origin of igneous rocks, with particular emphasis on the interpretation of textures and mineral assemblages as they reflect rock-forming processes. Topics include the physical and chemical properties of magma, origin, and evolution of different magmatic series in specific igneous/tectonic environments, geochemical and isotopic characteristics of igneous rocks, and the assimilation, fractionation & crystallization processes.",,,"ESS224H1, ESS234H1, ESS321H1/ESS221H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Monday,—,09:00,10:00,ES 1062,ES 2119,,of  available,18,30,Yes: 0 student,In Person,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Tuesday,—,14:00,17:00,ES 2101,,—,of  available,18,30,No,In Person,Status / Notes,Room,Tuesday,—,13:00,14:00,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,—,,
ES,Metamorphic Petrology,ESS323H1-S,,,,,,"This course provides a basic understanding of the formative processes of metamorphic rocks through quantitative applications of simple thermodynamic and kinetic principles. Topics include processes of heat and mass transport in orogenic belts, fluid-rock interaction in metasomatic systems, pressure-temperature-time paths of metamorphic rocks, temporospatial patterns of metamorphism through geologic time, and metamorphism in extreme conditions.",,,"ESS222H1/ESS224H1, ESS234H1, ESS221H1/ESS321H1",Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,LEC0101,Tuesday,—,10:00,11:00,ES 2100,ES 2100,"Chu, X.",of  available,24,32,Yes: 0 student,In Person,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Thursday,—,14:00,17:00,ES 2100,,—,of  available,24,32,No,In Person,Status / Notes,Room,Thursday,—,10:00,11:00,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,,
DRAMA,Playwriting II,DRM328H1-F,Timetable instructions,Note:,Deadline to apply is March 10th. See,Application Guidelines,https://www.cdtps.utoronto.ca/current-undergraduate-courses/drm328h1-f-playwriting-ii,"A continuation of DRM228H1, concentrating on the in-depth knowledge and practice of playwriting with an emphasis on style and technique of writing for the stage. Students develop their own work through written assignments, in-class exercises, and the final public presentation. Please consult the  for information on how to apply and the deadline to apply.",CDTPS undergraduate web page,https://www.cdtps.utoronto.ca/undergraduate,Minimum 70% in required courses: DRM101Y1; DRM228H1; and  a portfolio of writing samples due in April.,Prerequisite:,DRM220Y1 or any course from Group A,Corequisite:,Humanities,Distribution Requirement:,LEC5101,Tuesday,—,18:00,21:00,,,"Sears, D.",of  available,8,15,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,UP 200,,,,,,,,Room,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:
EAS,"Science, Technology and Society in Modern China",EAS328H1-S,,,,,,"Learn to understand modern China from an understudied yet important perspective: the development of science and technology since the establishment of People’s Republic in 1949. Science and technology have played crucial parts in China’s political, economical, social, and cultural transformations. Drawing from anthropological, social, and historical studies of science, we examine, among other topics, science and nation-building, biopolitics, technocracy, and scientists’ self-fashioning at the junction of Communist reign and global capitalism. Students also learn key concepts of science studies.",,,EAS105H1/CAS201H1,Prerequisite:,"Humanities, Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,LEC0101,Tuesday,—,11:00,13:00,SS 1086,,"Sung, W.",of  available,0,45,Yes: 20 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Department of East Asian Studies   (Faculty of Arts and Science),"Department of East Asian Studies   (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494510,,,,
DRAMA,Dramaturgy,DRM331H1-F,,,,,,"Study of dramaturgical theory and of interpretations of the dramaturge's function in the theatre. Using examples from Canada and beyond, students apply this knowledge to theatre practice.",,,DRM101Y1,Prerequisite:,DRE348H5; DRE360H5; VPDD01H3,Exclusion:,DRM220Y1,Recommended Preparation:,LEC0101,Wednesday,—,14:00,17:00,KS 336,,"Gagliardi, F.",of  available,1,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2148 MA DRAMA,ASSPE2148 SP DRAMA,,,,,,,,,,,,,,,,,,,,,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494461,,,Humanities,Distribution Requirement:
ES,Sedimentation and Stratigraphy,ESS331H1-S,,,,,,"Formal principles of stratigraphy, types of stratigraphic unit, methods of dating and correlation (biostratigraphic methods, magnetostratigraphy, radiometric dating). Methods of study in surface and subsurface (outcrop measurement, elementary introduction to wireline logs, seismic methods). The principles of facies analysis; sediment transport - sedimentary structures, the flow regime, and sediment gravity flows. The carbonate factory and carbonate rock classification. Trace fossils. Laboratory exercises in understanding facies mapping, isopachs and isolith maps.",,,ESS224H1,Prerequisite:,"GLG360H1, ERS313H5",Exclusion:,"ESS222H1, ESS234H1/ESS330H1",Recommended Preparation:,LEC0101,Wednesday,—,12:00,14:00,ES 2119,,"Desloges, J.",of  available,24,50,Yes: 0 student,In Person,,,,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,PRA0101,Friday,—,09:00,12:00,ES 2100,,—,of  available,25,50,No,In Person,Status / Notes,Room,,,,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499,,Science,Distribution Requirement:
DRAMA,Design II,DRM354H1-S,Timetable instructions,Note:,"Students need to apply online by November 10, 2021. See",Application Guidelines,https://www.cdtps.utoronto.ca/current-undergraduate-courses/drm354y1-production-design-ii-design,"An intermediate-level investigation of various aspects of theatrical performance design, with a focus on scenic and costume design, though also considering the impact of projections and lighting. Using skills developed through practical study in the Design Studio, the students form the core of the design team for Drama productions. Applications are required in order to enroll in this course. Please consult the  for specific procedures and deadlines.",CDTPS Application Guidelines,https://cdtps.utoronto.ca/current-undergraduate-courses/application-guidelines,Minimum 70% in required courses: DRM101Y1; DRM254H1; and an interview.,Prerequisite:,DRM220Y1 or any course from Group A,Corequisite:,DRM354Y1,Exclusion:,LEC0101,Monday,—,10:00,13:00,,,"Pesic, S.",of  available,15,15,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,Contact DEPT,,,,,,,,Room,Wednesday,—,10:00,13:00,,,,Humanities,Distribution Requirement:
DRAMA,Production II,DRM355Y1-Y,Timetable instructions,Note:,Deadline to apply is March 10th. See,Application Guidelines,https://www.cdtps.utoronto.ca/drm355_production_ii,"An intermediate-level investigation of various aspects of theatrical production, including stage management, lighting, sound and video, with some exploration of how these elements relate to theatrical design concepts. Using skills developed through practical study in the Helen Gardiner Phelan Playhouse, the students form the core of the production team for Drama productions. Applications are required in order to enroll in this course. Please consult the  for specific procedures and deadlines.",CDTPS Guidelines,https://cdtps.utoronto.ca/current-undergraduate-courses/application-guidelines,Minimum 70% in required courses: DRM101Y1; DRM254H1; and an interview.,Prerequisite:,DRM220Y1 or any course from Group A,Corequisite:,Humanities,Distribution Requirement:,LEC0101,,,,,,,,,,,,,,,,,,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,,,,,,,—,,,,,,,,,,,,,,—,Creative and Cultural Representations (1),Breadth Requirement:
EAS,Classical Chinese I,EAS358Y1-Y,,,,,,An introduction to the Classical Chinese language with emphasis on grammatical analysis and translation into English. Open only to EAS majors and specialists.,,,"EAS103H1, EAS100Y1/EAS101Y1/EAS200Y1",Prerequisite:,Two or more years of Modern Standard Chinese,Recommended Preparation:,Humanities,Distribution Requirement:,LEC0101,Thursday,—,13:00,15:00,,,"Sanders, G.",of  available,1,18,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1058 MA EAST ASIAN STUDIES,ASSPE1058 SP EAST ASIAN STUDIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:
