resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,weekDay 4,legendControl 4,legendControl 5,enConList 6,headerSect 15,headerSect 16,headerSect 17,headerSect 18,headerSect 19,headerSect 20,headerSect 21,colCode 3,weekDay 5,dayInfo 7,dayInfo 8,dayInfo 9,weekDay 6,weekDay href 3,colAvail 3,numCurr 3,numTot 3,numWait 3,onlineMeeting 3,headerSect 22,headerSect 23,headerSect 25,headerSect 26,headerSect 27,headerSect 28,colCode 4,weekDay 7,dayInfo 10,dayInfo 11,dayInfo 12,colAvail 4,numCurr 4,numTot 4,numWait 4,onlineMeeting 4,colInst,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 16
IMM,The Immune System in Action,IMM350H1-S,"This course illustrates how different elements of the immune system come together to mount efficient and measured responses. Topics include response to infectious microorganisms, allergy and autoimmunity, immune responses against cancer, and transplantation immunology.",IMM340H1/IMM341H1,Prerequisite:,IMM334Y1/IMM335Y1/IMM351H1,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,10:00,12:00,,,0,400,Yes: 12 students,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1002 MA IMMUNOLOGY,,,,,—,Delivery instructions,,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,15:00,16:00,MS 2158,https://map.utoronto.ca/?id=1809#!m/494491,of  available,15,400,No,In Person (See Delivery Instructions.),,,,,,,,,,,,,,,,,"Clemenza, L.",Note:,"Lectures will be delivered  as per the meeting schedule (TH: 10:00-12:00) and recorded (permitting synchronous delivery, but also asynchronous attendance).","Tutorials will be offered in person as per the meeting schedule (MO: 15:00-16:00) with attendance in rotation; cap to be announced based on Public Health recommendations. Note: these tutorial arrangements are subject to change, depending on Public Health recommendations.",online synchronously
ASABS,Indigenous Health Systems,INS350H1-F,"An overview of Indigenous health systems, internationally, nationally, provincially and locally, with a focus on Ontario. Discussion of health models and strategies, policy, legislation, jurisdictional issues, Indigenous health initiatives.",8 FCE including INS201Y1 or INS200H1,Prerequisite:,ABS350H1,Exclusion:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Thursday,—,13:00,15:00,TF 202,https://map.utoronto.ca/?id=1809#!m/494581,2,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton, M.",,,,
NEW,AIDS : Challenges and Successes,JNH350H1-F,Explores the pandemic of AIDS in Africa through a social science lens. (Given by Human Biology and New College),NEW350H1,Exclusion:,AFR150Y1,Recommended Preparation:,"Humanities, Science, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Tuesday,—,14:00,16:00,WI 1017,https://map.utoronto.ca/?id=1809#!m/494503,29,75,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Human Biology Program    (Faculty of Arts and Science),New College Program    (Faculty of Arts and Science),"Human Biology Program    (John H. Daniels Faculty of Architecture, Landscape, & Design)","New College Program    (John H. Daniels Faculty of Architecture, Landscape, & Design)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee, R.",,,,
IMM,The Immune System in Action (Advanced),IMM351H1-S,"This course illustrates how different elements of the immune system come together to mount efficient and measured responses. Topics include response to infectious microorganisms, allergy and autoimmunity, immune responses against cancer, and transplantation immunology. Intended for students specializing in Immunology and related programs.",IMM341H1/IMM340H1,Prerequisite:,IMM334Y1/IMM335Y1/IMM350H1,Exclusion:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,10:00,12:00,,,1,25,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,BIOCHEMISTRY    Specialist (Faculty of Arts and Science),"BIOCHEMISTRY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",IMMUNOLOGY    Specialist (Faculty of Arts and Science),"IMMUNOLOGY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",LAB MEDICINE & PATHOBIOLOGY    Specialist (Faculty of Arts and Science),—,Delivery instructions,,"LAB MEDICINE & PATHOBIOLOGY    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)",Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Friday,—,13:00,14:00,MS 3278,https://map.utoronto.ca/?id=1809#!m/494491,of  available,4,25,No,In Person (See Delivery Instructions.),,,,,,,,,,,,,,,,,"Clemenza, L.",Note:,"Lectures will be delivered  as per the meeting schedule (TH: 10:00-12:00) and recorded (permitting synchronous delivery, but also asynchronous attendance).",Tutorials will be offered as per the meeting schedule (FR: 13:00-14:00). Term tests will be delivered during regular class time (TH: 10:00-12:00).,online synchronously
ASABS,"Indigenous Leadership, Policy and Practices in Canada",INS352H1-S,"A historical and contemporary overview of leadership and politics in First Nation, Inuit and Metis communities in Canada. This course will focus on pre-contact governance structures, contemporary effects of colonization, and processes and strategies for decolonization. Various policy initiatives from Indigenous organizations will be examined.","5 FCE, including INS201Y1 and one additional INS designator full course equivalent.",Prerequisite:,ABS352H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Wednesday,—,13:00,15:00,LM 157,https://map.utoronto.ca/?id=1809#!m/494502,17,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wastasecoot, B.",,,,
HMB,Neurogenomics,HMB360H1-F,"Genetic basis of both the normal and abnormal development of the nervous system and its function. Topics include the regulation of neural gene expression, the role of epigenetics on neuron function, genome wide association studies and disorders of brain and behaviour, optogenetic and pharmacogenetic techniques to probe neural circuit function. Tutorials emphasize critical analysis of primary research.","9 FCE complete, HMB265H1/BIO260H1, HMB200H1/HMB201H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Monday,—,10:00,13:00,GB 119,https://map.utoronto.ca/?id=1809#!m/494473,30,95,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:","ASFOC1540D FOC GENES,GENETICS&BIOTECHNOL",ASFOC1540E FOC NEUROSCIENCE,ASFOC2270E FOC NEUROSCIENCE,ASMAJ1050 MA FUNDMNTL GENETICS & ITS APP,ASMAJ1472 MA HMB: NEUROSCIENCE,,Delivery instructions,,ASSPE1050 SP FUNDMNTL GENETICS & ITS APP,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,Monday,—,12:00,13:00,ES 4000,https://map.utoronto.ca/?id=1809#!m/494499,of  available,0,32,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0102,Monday,—,12:00,13:00,of  available,5,32,No,In Person (See Delivery Instructions.),"Levy-Strumpf, N.",Note:,Lectures are in-person permitting synchronous delivery. Recordings of lecture will be available for students to view asynchronously.,"Tutorials will be in-person, some sessions may be online based on needs. Exams will be in-person during the meeting schedule, or during a final assessment period.",
IMM,Scientific Methods and Research in Immunology,IMM360H1-F,"This course will provide students with an opportunity to advance their understanding of research in Immunology in accordance with scientific methodology. Students will critically appraise scientific articles, design and analyze scientific experiments, and develop the core skills of data and statistical literacy. This course is well suited for anyone interested in discovering knowledge in Immunology, providing students with a methodology for the achievement of scientific research activities.","IMM250H1, BCH210H1/BCH242Y1, BIO230H1/BIO255H1, BIO260H1/HMB265H1, STA288H1/STA220H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Thursday,—,13:00,15:00,BA B024,https://map.utoronto.ca/?id=1809#!m/494470,28,40,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1002 MA IMMUNOLOGY,ASSPE1002 SP IMMUNOLOGY,,,,,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Singh, J.",Note:,"Lectures will be pre-recorded, and delivered , learning is self-paced and not reliant on a meeting schedule. Tutorials will be delivered , as per the meeting schedule (TH: 13:00-15:00). Students will need access to R Studio/R Studio Cloud (free of charge; instructions will be provided at the start of the course) for completion of data analysis assignments.",,online asynchronously (2.0 hrs/week)
ASABS,Special Topics in Indigenous Language,INS372H1-F,This seminar provides an in-depth examination of Indigenous language revitalization efforts in Canada and internationally. Content in any given year depends on the instructor. See Indigenous Studies website for more information.,8.0 credits including INS201Y1 and INS210Y1/INS220Y1/(INS230H1 and INS231H1),Prerequisite:,ABS372H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Wednesday,—,10:00,13:00,UC 175,https://map.utoronto.ca/?id=1809#!m/494517,27,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brant, T.",,,,
ASABS,Special Topics in Indigenous Studies,INS380H1-F,This seminar provides an in-depth examination of trends and topics within Indigenous Studies. Content in any given year depends on the instructor. See Indigenous Studies website for more detail.,"5.0 credits including INS201Y1, plus 1.0 additional INS credit",Prerequisite:,,,,,,,Room,LEC0101,Thursday,—,10:00,12:00,UC 175,https://map.utoronto.ca/?id=1809#!m/494517,18,25,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pangowish, S.",,,,
IMM,Special Research Project in Immunology,IMM385Y1-Y,"This course provides an opportunity for students to conduct a research project under the supervision of a member of the Faculty. Students are expected to devote a minimum of seven hours per week to the course from the week the fall term lectures begin to the last week of the spring term. Research projects will involve experimental design and work, data analyses, literature reading etc.",IMM250H1,Prerequisite:,IMM340H1/IMM341H1,Corequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,LEC0101,—,—,,,—,,9981,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mortha, A.",Note:,For 'E' indicator courses: contact the department at undergraduate.immunology@utoronto.ca for an application. Check the departmental web page for more information: www.immunology.utoronto.ca,,
ASABS,Research and Ethics in Indigenous Studies,INS390H1-F,"This course examines research approaches, strategies, methods and techniques used in Indigenous studies. It explores a range of topical issues including research ethics and protocols, intellectual property rights, research agreements and community-based research. This course includes the study of quantitative, qualitative and Indigenous methodologies. Critically examines research theories, methodologies and practices used by academic disciplines to study Indigenous peoples. Decolonized research methodologies will form a focus of this course.","8 FCEs, including INS201Y1 and at least one additional INS designator full course equivalent",Prerequisite:,ABS390H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,UC 67,https://map.utoronto.ca/?id=1809#!m/494517,14,30,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorries, H.",,,,
HMB,Biomedical Advances & Technologies,HMB401H1-S,"This course introduces life science students to biomedical advances and technologies in medicine, including drug patents, medical device implants, diagnostic and medical device software. Limitations of patent protection in commercializing medical products, and limitations to scalability may also be discussed. Specific topics vary from year to year and will be based on the course instructor's area(s) of expertise.","14 FCE complete, HMB301H1/HMB321H1/BCH311H1/CSB349H1/MGY311Y1/PSL350H1,  HMB201H1/HMB202H1/HMB203H1/HMB204H1",Prerequisite:,a statistics course,Recommended Preparation:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Friday,—,10:00,12:00,RW 143,https://map.utoronto.ca/?id=1809#!m/494515,12,40,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),ASMAJ1050 MA FUNDMNTL GENETICS & ITS APP,ASSPE1050 SP FUNDMNTL GENETICS & ITS APP,,,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sachewsky, N.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",,
HMB,Topics in Translational Medicine,HMB402H1-F,"The bridge between basic scientific research and clinical practice integrates fundamental knowledge about molecular/cellular mechanisms and clinical disorders to increase the potential for new medical treatments, therapies and interventions as well as understanding of disease processes. Specific topics vary from year to year and will be based on the instructor's area(s) of expertise.","14 FCE complete, BCH210H1, BIO230H1/BIO255H1, HMB302H1/HMB321H1/HMB322H1/BCH311H1/CSB349H1/MGY311Y1/PSL350H1, and HMB202H1/HMB203H1/HMB204H1",Prerequisite:,BCH311H1/ CSB349H1/ PSL350H1,Recommended Preparation:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,12:00,14:00,OI 5290,https://map.utoronto.ca/?id=1809#!m/494563,1,30,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),ASMAJ2013 MA HMB: HEALTH AND DISEASE,ASMAJ2035 MA HUMAN BIOLOGY,ASSPE2013 SP HMB: HEALTH AND DISEASE,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Papaconstantinou, M.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","Lectures, in-class assignments and exams will be held in person during the meeting schedule, or during a final assessment period. Lectures will be recorded, however in-person lecture attendance is mandatory for participation marks.",Note:
ASABS,Indigenous Peoples and the Urban Context,INS403H1-S,"Critically examines Indigenous peoples' experiences, encounters and interactions in urban areas in Canada. This course explores the historical and contemporary conditions of Indigenous peoples, including urban governance and the development of Indigenous organizations. This course will focus on youth perspectives and how traditions, cultures and knowledges are expressed in urban settings.","10 FCEs, INS201Y1 plus two additional full-course equivalents in INS",Prerequisite:,ABS403H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,BA B026,https://map.utoronto.ca/?id=1809#!m/494470,12,25,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wastasecoot, B.",,,,
HMB,Health Care Ethics,HMB406H1-S,"Since research involving human subjects lays the foundation for innovation in modern health care, this course examines health care ethics along a continuum from bench to bedside. Ethical issues are discussed in the context of specific cases involving human research, as well as contemporary clinical practice.","14 FCE complete,  A HMB300-level course, HMB306H1/ PHL281H1/ other ethics course with prior approval from the unit",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Monday,—,10:00,12:00,UC 330,https://map.utoronto.ca/?id=1809#!m/494517,0,35,Yes: 2 students,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),NEUROSCIENCE     (Faculty of Arts and Science),,,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowman, K.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","This course is in person with recordings available for asynchronous viewing, and all assessments can be completed online.",Note:
HMB,Clinical Neuroimaging,JHA410H1-S,"This course focuses on the use of neuroimaging techniques in understanding how trauma, disorders, and disease impact neural structure and function. Lectures will focus on introduction to techniques and clinical/research applications. Lab work will focus on the development of practical skills including image processing, analyses, and experimental design.","9 FCE complete, PSL300H1, BIO230H1, HMB200H1/PSY290H1/ANA300Y1",Prerequisite:,HMB320H1,Recommended Preparation:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,10:00,12:00,RW 110,https://map.utoronto.ca/?id=1809#!m/494515,6,147,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change; this is also when other Arts & Science students can begin to enrol. Beginning August 4, other downtown campus students can enrol in this section. There is no course enrolment on August 5. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1472 MA HMB: NEUROSCIENCE  - Year 3,ASMAJ1472 MA HMB: NEUROSCIENCE  - Year 4,ASSPE1472 SP HMB: NEUROSCIENCE  - Year 3,ASSPE1472 SP HMB: NEUROSCIENCE  - Year 4,,,Timetable instructions,Delivery instructions,,Activity,Time,Room,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0201,SS 561,—,11:00,13:00,Tuesday,https://map.utoronto.ca/?id=1809#!m/494510,of  available,3,49,No,In Person (See Delivery Instructions.),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,PRA0301,SS 561,—,13:00,15:00,of  available,2,49,No,In Person (See Delivery Instructions.),"Dockstader, C.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",Recordings of lectures will also be available for students to view asynchronously. Lab practicals will be available only as in person at their scheduled times.,Note:
HMB,Seminar in Neurobiology of Behaviour,HMB420H1-F,This seminar course focuses on recent research into the neurobiology underlying human behaviour. A variety of normal and abnormal human behaviours are studied which may include: voluntary action; moral cognition; hedonism; aggression; mental health; addiction; the impact of the gut microbiome on brain development and health.,"14 FCE complete, HMB200H1, HMB300H1, HMB320H1/ANA300Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Monday,—,14:00,16:00,UC 85,https://map.utoronto.ca/?id=1809#!m/494517,14,30,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",NEUROSCIENCE     (Faculty of Arts and Science),,,,,,Timetable instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fraigne, J.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.",,
HMB,Seminar in Fundamental Genetics and its Applications,HMB421H1-F,Theme based lecture and seminar course underlining current medical research in relation to the areas of genes and genetics. Topics vary yearly.,"14 FCE complete, HMB265H1/BIO260H1, HMB201H1",Prerequisite:,HMB321H1/ BCH311H1/ CSB349H1/ MGY311Y1/ PSL350H1,Recommended Preparation:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Monday,—,11:00,13:00,BL 114,https://map.utoronto.ca/?id=1809#!m/494536,4,30,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),"ASFOC1540D FOC GENES,GENETICS&BIOTECHNOL",ASMAJ1050 MA FUNDMNTL GENETICS & ITS APP,ASSPE1050 SP FUNDMNTL GENETICS & ITS APP,,Timetable instructions,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson Jr, R.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","This is an in person seminar course, lecture recordings may not always be available.",Note:
HMB,Seminar in Health & Disease,HMB422H1-F,This course focuses on various medical research related to human disease. Topics vary based on course instructor's area(s) of expertise.,"14 FCE complete, PSL300H1, PSL301H1, HMB302H1/HMB322H1, and HMB202H1/HMB203H1/HMB204H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,10:00,12:00,WI 524,https://map.utoronto.ca/?id=1809#!m/494503,0,30,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),ASFOC1540C FOC HEALTH AND DISEASE,ASFOC2270C FOC HEALTH AND DISEASE,ASMAJ2013 MA HMB: HEALTH AND DISEASE,,Timetable instructions,Delivery instructions,ASMAJ2035 MA HUMAN BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ju, B.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","HMB422H1F will have synchronous, livestreams of in-person lectures, with recordings available for asynchronous viewing, and all assessments can be completed online.",Note:
HMB,Seminar in Health & Disease,HMB422H1-S,This course focuses on various medical research related to human disease. Topics vary based on course instructor's area(s) of expertise.,"14 FCE complete, PSL300H1, PSL301H1, HMB302H1/HMB322H1, and HMB202H1/HMB203H1/HMB204H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,10:00,12:00,UC 261,https://map.utoronto.ca/?id=1809#!m/494517,0,30,Yes: 0 student,In Person (See Delivery Instructions.),Restricted (R1),Enrolment Controls:,"This section is restricted at all times to the students listed below. NOTE: Spaces for each priority group in this course are not equal, and each priority group has its own waitlist until July 28. As of July 30, the waitlists for each priority group merge into one, and your rank on the waitlist may change.",Year 3 HUMAN BIOLOGY     (Faculty of Arts and Science),Year 4 HUMAN BIOLOGY     (Faculty of Arts and Science),ASFOC1540C FOC HEALTH AND DISEASE,ASFOC2270C FOC HEALTH AND DISEASE,ASMAJ2013 MA HMB: HEALTH AND DISEASE,,Timetable instructions,Delivery instructions,ASMAJ2035 MA HUMAN BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortinois, A.",Note:,"This course will be part of HMB pre-enrolment. Eligible program students will receive via email a ballot to rank eligible 400-level courses in order of preference between June 1 and June 20, 2021, with decisions confirmed by July 9, 2021. Students who are not pre-enrolled in the course but meet the enrolment controls will be able to waitlist for the course once course enrolment starts.","The course will include both in person and online, asynchronous activities. Lectures will be recorded and made available online for students to view them asynchronously, prior to class meetings.",Note:
IMM,Molecular Immunology,IMM428H1-F,"This course will focus on the molecular and cellular biology of immune recognition. The course will emphasize historical and recent experimental evidence leading to our current understanding of immune recognition. Subtopics are subject to change and have recently included mechanisms of diversification of immunoglobulin receptors, T cell –MHC interactions, T cell activation and signaling mechanisms; receptors of the innate immune system, immune recognition by natural killer cells.","BCH210H1/BCH242Y1, BCH311H1/CSB349H1/MGY311Y1/PSL350H1, IMM350H1/IMM351H1/IMM334Y1/IMM335Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,10:00,11:00,MS 4171,https://map.utoronto.ca/?id=1809#!m/494491,4,60,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1002 SP IMMUNOLOGY,,,,,MS 4171,Delivery instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Julien, J.",Note:,Lectures will be delivered in person as per the meeting schedule (TU & TH: 10:00-11:00).,,
