resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,legendControl 4,extraTxt 9,extraTxt 10,extraTxt 14,alignC 3,enConList 2,enConList 3,enConList 4,extraTxt 15
ITA,Italian Sociolinguistics,ITA363H1-F,"Starting with a survey of the sociolinguistic situation in Italy before Unification, this course deals with the complex relationship between regional languages and dialects on the one hand and Common Italian on the other. The recent rise of regional variants of Italian and its impact on the dialects are also discussed. This course includes a component designed to enhance students' research experience.",ITA250Y1/ITA251Y1,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,CR 103,https://map.utoronto.ca/?id=1809#!m/494580,"Pierno, F.",of  available,22,30,Yes: 0 student,In Person,,,,,,,,,,,,,
IRE,Compensation,IRE367H1-F,"The theory and process of developing and administering compensation systems. Through the core compensation principles of efficiency, equity, consistency and competitiveness we consider such topics as: job analysis, job evaluation, pay levels and structures, pay for performance, benefits, and compensating special groups of workers.",IRE260H1/RSM260H1,Prerequisite:,WDW367H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC5101,Thursday,—,17:00,20:00,BL 325,https://map.utoronto.ca/?id=1809#!m/494536,"Alam, M.",of  available,14,65,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1535 MA EMPLOYMENT RELATIONS,,,,Society and its Institutions (3),,ASMAJ1536 MA IND REL & HUM RES,ASSPE1535 SP EMPLOYMENT RELATIONS,ASSPE1536 SP IND REL & HUM RES,Breadth Requirement:
IRE,Employment Health,IRE378H1-S,"The influence of legislation, the labour market and collective bargaining on health policies and programs in the workplace. The rights and responsibilities of employers, employees, unions and governments for the regulation and promotion of workplace health and safety; and the implications of evolving demographic, economic, and social factors.",IRE244H1/IRE260H1,Prerequisite:,WDW378H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC5101,Wednesday,—,17:00,20:00,BL 325,https://map.utoronto.ca/?id=1809#!m/494536,"Tompa, E.",of  available,19,60,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1535 MA EMPLOYMENT RELATIONS,,,,Society and its Institutions (3),,ASMAJ1536 MA IND REL & HUM RES,ASSPE1535 SP EMPLOYMENT RELATIONS,ASSPE1536 SP IND REL & HUM RES,Breadth Requirement:
ITA,Topics in Italian Studies,ITA378H1-F,An open course that explores specific aspects of Italian Studies. This course includes a component designed to enhance students' research experience. (Given in English),Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,,,,,,,,,,,,,,,,,,,,,—,,,,
ITA,Topics in Italian Studies,ITA378H1-S,An open course that explores specific aspects of Italian Studies. This course includes a component designed to enhance students' research experience. (Given in English),Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Tuesday,—,12:00,14:00,CR 403,https://map.utoronto.ca/?id=1809#!m/494580,,of  available,41,50,Yes: 0 student,In Person,,,,,Timetable instructions,Note:,"LEC0101 Description: In this course we will explore a series of biographies and selected texts produced by Black Italian writers of African descent starting from the 1990s to now. The authors taken under consideration were either born and raised in Italy or arrived in the country at a specific historical time. Therefore, the course will also provide the students with relevant historical and sociological background on issues of race, identity and citizenship in colonial and postcolonial Italy. Starting with the making of the first colony in Eritrea in 1890, through the invasion of Ethiopia in 1935 and the birth of the Empire of Africa Orientale Italiana in 1936, the novels and essays analyzed in this course will highlight the ties between Italy and Africa and how a lack of reckoning with this colonial past has still consequences today for Italians of African descent.",,—,,,,
IRE,Research & Analytics for Industrial Relations and Human Resources,IRE379H1-S,"Data science is changing the way organizations make decisions. This course introduces a data analytics perspective on employment relations and human resources, including the measurement of performance metrics, analysis of organizational policies, and visualization of data. Students will develop basic data skills in the R statistical computing environment.",IRE240H1/IRE244H1/IRE260H1,Prerequisite:,WDW379H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,10:00,13:00,MS 3278,https://map.utoronto.ca/?id=1809#!m/494491,"Distelhorst, G.",of  available,0,30,Yes: 5 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1535 MA EMPLOYMENT RELATIONS,,,,Society and its Institutions (3),,ASMAJ1536 MA IND REL & HUM RES,ASSPE1535 SP EMPLOYMENT RELATIONS,ASSPE1536 SP IND REL & HUM RES,Breadth Requirement:
ITA,Topics in Italian Studies,ITA379H1-S,An open course that explores specific aspects of Italian Studies. This course includes a component designed to enhance students' research experience.,ITA250Y1/ITA251Y1/ITA252Y1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,,,,,,,,,,,,,,,,,,,,,—,,,,
INNIS,Independent Research,INI400Y1-Y,"Under the supervision of a faculty member, students explore topics of their own choice and design their own research projects for a course not otherwise available within the Faculty. The student should submit a detailed proposal and a letter of support from the supervisor by June 1 for Y and F courses and by September 1 for S courses. Not eligible for CR/NCR option.",Normally requires completion of 15.0 full-course equivalents with 3.3 CGPA and permission of the Innis College Vice-Principal.,Prerequisite:,,,,,,LEC0101,,—,,,,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Timetable instructions,Note:,"For ""E"" enrolment control courses that pertain to INI400Y1, INI401H1, INI402H1, contact the Innis Registrar’s Office at registrar.innis@utoronto.ca.",,—,,,,
INNIS,Independent Research,INI401H1-F,"Under the supervision of a faculty member, students explore topics of their own choice and design their own research projects for a course not otherwise available within the Faculty. The student should submit a detailed propsal and a letter of support from the supervisor by June 1 for Y and F courses and by September 1 for S courses. Not eligible for CR/NCR option.",Normally requires completion of 15.0 full-course equivalents with 3.3 CGPA and permission of the Innis College Vice-Principal.,Prerequisite:,,,,,Room,LEC0101,,—,,,—,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Timetable instructions,Note:,"For ""E"" enrolment control courses that pertain to INI400Y1, INI401H1, INI402H1, contact the Innis Registrar’s Office at registrar.innis@utoronto.ca.",,—,,,,
INNIS,Independent Research,INI402H1-S,"Under the supervision of a faculty member, students explore topics of their own choice and design their own research projects for a course not otherwise available within the Faculty. The student should submit a detailed proposal and a letter of support from the supervisor by June 1 for Y and F courses and by September 1 for S courses. Not eligible for CR/NCR option.",Normally requires completion of 15.0 full-course equivalents with 3.3 CGPA and permission of the Innis College Vice-Principal.,Prerequisite:,,,,,Room,LEC0101,,—,,,—,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Timetable instructions,Note:,"For ""E"" enrolment control courses that pertain to INI400Y1, INI401H1, INI402H1, contact the Innis Registrar’s Office at registrar.innis@utoronto.ca.",,—,,,,
INNIS,Independent Studies in Writing and Rhetoric,WRR405Y1-Y,Independent research projects devised by students and supervised by the Writing and Rhetoric staff. Open only to students who are completing the Minor Program in Writing and Rhetoric Program. Applications should be submitted to the Program Director by June 1 for a Fall session course or by November 1 for a Spring session course. Not eligible for CR/NCR option.,Permission of Program Director.,Prerequisite:,INI405Y1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,,LEC0101,,—,,,,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Timetable instructions,Note:,"For more information, please contact Jannie Chien, Writing and Rhetoric Program Coordinator at programs.innis@utoronto.ca.",,—,,,,
INNIS,Independent Studies in Writing and Rhetoric,WRR406H1-S,Independent research projects devised by students and supervised by the Writing and Rhetoric staff. Open only to students who are completing the Minor Program in Writing and Rhetoric Program. Applications should be submitted to the Program Director by June 1 for a Fall session course or by November 1 for a Spring session course. Not eligible for CR/NCR option.,Permission of Program Director.,Prerequisite:,INI406H1,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Room,LEC0101,—,—,,,—,,,of  available,9998,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Timetable instructions,Note:,"For more information, please contact Jannie Chien, Writing and Rhetoric Program Coordinator at programs.innis@utoronto.ca.",,—,,,,
INNIS,Special Topics in Writing and Rhetoric,WRR409H1-F,Seminars in special topics designed for students who are completing the Minor Program in Writing and Rhetoric.,Completion of 9.0 credits,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,,,,,,,,,,,,,,,,,,,,—,,,,
INNIS,Visual Rhetoric of the Aesthetic Movement,WRR413H1-S,"Explores the role of writing and rhetoric in the shaping of material culture and public taste in Victorian illustrated magazines and newspapers in the Aesthetic period (1860-1900). The Great Exhibition of 1851 will provide the context for this study of texts and , including the decorative arts.",Completion of 4.0 credits,Prerequisite:,INI413H1,Exclusion:,WRR103H1/ WRR203H1/ WRR204H1,Recommended Preparation:,Room,LEC0101,Wednesday,—,13:00,16:00,WI 523,https://map.utoronto.ca/?id=1809#!m/494503,"Messenger, C.",of  available,21,25,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMIN2137 MI WRITING & RHETORIC,,objects,,Humanities,,,,,Distribution Requirement:
INNIS,Writing for Social Change,WRR414H1-S,"We will read and write a variety of texts focused on effecting social change. Students will be encouraged to engage with different theories of social change and an array of writing genres, ranging from journalism to critical theory to fiction. Ultimately, students will focus on one or several key social issues that they wish to write about for their final project.",Completion of 4.0 credits,Prerequisite:,INI414H1,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,—,13:00,16:00,FE 135,https://map.utoronto.ca/?id=1809#!m/494550,"Adleman, D.",of  available,2,25,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMIN2137 MI WRITING & RHETORIC,,,,Creative and Cultural Representations (1),,,,,Breadth Requirement:
ITA,Special Topics in Italian Studies,ITA425H1-F,"A course on specific topics in Italian Studies, designed for advanced students. This course includes a component designed to enhance students' research experience. (Given in English)",Completion of at least 7.0 FCEs,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC9901,Tuesday,—,16:00,18:00,—,,"Somigli, L.",of  available,15,20,Yes: 0 student,Online - Synchronous,,,,,,,,,,,,,
IRE,Canadian Employment Law & the Non-Union Workplace,IRE430H1-F,"The course will focus on the law governing employment in a non-unionized workplace. Specifically, it will cover every phase of the employment relationship from hiring to termination and beyond and the rights and obligations of employers and employees as developed by the Courts and under employment-related statutes (namely the  and the .) The course will also cover provisions from the .",IRE244H1 and 1 300H level IRE course,Prerequisite:,"IRE430Y1, WDW430Y1",Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,15:00,17:00,SS 1072,https://map.utoronto.ca/?id=1809#!m/494510,"Fitzgibbon, M.",of  available,14,65,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1535 MA EMPLOYMENT RELATIONS,,"Employment Standards Act, 2000",Human Rights Code,Society and its Institutions (3),,ASMAJ1536 MA IND REL & HUM RES,ASSPE1535 SP EMPLOYMENT RELATIONS,ASSPE1536 SP IND REL & HUM RES,Breadth Requirement:
INNIS,Advanced Topics in Urban Studies II,URB430H1-S,"This course is meant to be a senior complement to URB338H1 whereby important theoretical, analytical and/or policy debates are addressed in a research seminar format. Students in URB430H1 will be expected to extend, or refine research topics identified and explored in URB338H1 in a major independent research project. Students will present their proposals, their progress reports, and their final results to the instructor and the class.","URB235H1, URB236H1, URB336H1/URB338H1. Priority is given to students enrolled in the Urban Studies Major or Specialist Programs. However, consideration may be given to students with suitable course background as determined by the Program Director.",Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC5101,Monday,—,17:00,19:00,SK 218,https://map.utoronto.ca/?id=1809#!m/494564,,of  available,28,30,Yes: 0 student,In Person,,,,,Timetable instructions,Note:,"This course is a collaboration with the organization FOCUS Media Arts Centre, which is a not-for-profit organization that was established to counter negative stereotypes about the Regent Park community and provide media literacy and production programming for youth living in the area. Together, University of Toronto students and FOCUS Media Arts Centre journalists will learn about the multi-dimensional history of Regent Park focusing on topics such as immigration and racial formation, urban renewal, housing redevelopment, public health, and community organizing. Next, the U of T students and FOCUS journalists will work in teams to envision, research, and produce their own media project addressing a specific historical issue in Regent Park. Each group will be encouraged to connect their research to contemporary dynamics in the neighborhood. This project can be designed on any platform: radio, television, photography, print, or social media, etc. This course brings together a diverse group of individuals to generate new knowledge about our social world, social processes, and the ways in which we understand cities, specifically Toronto. The class employs a Participatory Action Research model, in which academics and community residents work together to design a scholarly inquiry, conduct research, and disseminate scholarly outcomes, and is explicitly committed to the democratic production of knowledge in the service of social change. Participation in the course accordingly involves a commitment to a new learning environment and a significant dedication of time. Students should feel free to raise questions or concerns about the environment at any time, but should be prepared for the time commitment and the new context.",,—,,,,
IRE,Canadian Labour Law & the Unionized Workplace,IRE431H1-S,"The course will focus on the laws impacting unionized workplaces. It will cover every phase of the Ontario Labour Relations Act, 1995 (the “LRA”) from union organizing, certification, negotiation and bargaining, collective agreement arbitration, retention of bargaining rights and decertification and termination of bargaining rights.",IRE430H1,Prerequisite:,"IRE430Y1, WDW430Y1",Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,12:00,SS 1072,https://map.utoronto.ca/?id=1809#!m/494510,"Fitzgibbon, M.",of  available,14,65,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1535 MA EMPLOYMENT RELATIONS,,,,Society and its Institutions (3),,ASMAJ1536 MA IND REL & HUM RES,ASSPE1535 SP EMPLOYMENT RELATIONS,ASSPE1536 SP IND REL & HUM RES,Breadth Requirement:
INNIS,Special Topics in Urban Studies,URB431Y1-Y,"From time to time, the Urban Studies Program organizes community outreach and information sessions. At the discretion of the Director, students may enroll in a special topics course and investigate these issues more deeply under the supervision of an agreeable faculty member. Proposals including a letter from an agreeable faculty member should be submitted to the Director by June 1 for a Fall or Year-long course, or by November 1 for a Spring course. Not eligible for CR/NCR option.",Enrolment in a major or specialist program in Urban Studies.,Prerequisite:,"URB235H1, URB236H1, completion of research design and research methods courses, 14.0 credits in an aligned social science program.",Recommended Preparation:,Social Science,Distribution Requirement:,,LEC0101,,—,,,,,,of  available,9994,9999,No,Online - Synchronous (See Delivery Instructions.),Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Timetable instructions,Note:,"This course is restricted to students who have been accepted to the School of Cities Multidisciplinary Urban Capstone Project for Fall/Winter 2021-2022. For more information on this course, please visit: https://www.schoolofcities.utoronto.ca/urban-pilot-lab/multidisciplinary-urban-capstone-project",,—,,,,
INNIS,Special Topics in Urban Studies,URB432H1-S,"Special topics courses are offered periodically for senior students in the Urban Studies Program. Offerings in any given year will depend on program priorities, availability of specialized expertise and funding. Not eligible for CR/NCR option.",Enrolment in a major or specialist program in Urban Studies.,Prerequisite:,"URB235H1 and URB236H1, completion of research design and research methods courses, 14.0 credits in an aligned social science program.",Recommended Preparation:,Social Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,13:00,15:00,SK 348,https://map.utoronto.ca/?id=1809#!m/494564,"Saberi, P.",of  available,26,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2207 MA URBAN STUDIES,,,,,,ASMIN2207 MI URBAN STUDIES,ASSPE2207 SP URBAN STUDIES,,
ITA,Italian Language and Italian Dialects in Toronto,ITA433H1-S,"Through an historical overview of Italian immigration in Toronto, the role of Italian and Italian dialects in the city will be examined. As part of the topic studied in course, students will contribute to the website of the OIM by collecting varied forms of empirical linguistic evidence.",ITA250Y1/ITA251Y1,Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Tuesday,—,10:00,12:00,CR 103,https://map.utoronto.ca/?id=1809#!m/494580,"Pierno, F.",of  available,24,30,Yes: 0 student,In Person,,,,,,,,,,,,,
INNIS,Special Topics in Urban Studies,URB433H1-F,"Special topics courses are offered periodically for senior students in the Urban Studies Program. Offerings in any given year will depend on program priorities, availability of specialized expertise and funding. Not eligible for CR/NCR option.",Enrolment in a major or specialist program in Urban Studies.,Prerequisite:,"URB235H1 and URB236H1, completion of research design and research methods courses, 14.0 credits in an aligned social science program.",Recommended Preparation:,Social Science,Distribution Requirement:,Room,LEC9901,Wednesday,—,18:00,20:00,—,,"Webb, A.",of  available,23,30,Yes: 0 student,Online - Synchronous (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2207 MA URBAN STUDIES,Timetable instructions,Note:,"Course Description for Special Topic: Monuments Must Fall: Re-imagining Public Space through Art and Action (Fall 2021): Public space in North American cities is facing a reckoning brought about by the confluence of support for Black Lives Matter, Indigenous recognition, and related calls for wider representation, inclusivity and safety. Climate change, the COVID-19 pandemic, rapid densification and privatization bring additional pressures to bear on our conventional urban design models and understanding of urban public space, in both interior and exterior environments. In examining contested public space through the frame of monuments, public art and public actions, how may we begin to imagine new design models for flexible and resilient spaces? In facing an unknown future, how may public art inform design practices to support an open, social and welcoming urban environment? ***Students who took INI337H1S in the Summer 2021 Session (July to August) should not enrol in this course.***",,,ASMIN2207 MI URBAN STUDIES,ASSPE2207 SP URBAN STUDIES,,
INNIS,Independent Research in Urban Studies,URB435H1-F,"Designed to allow strong students in the Major and Specialist programs to extend a piece of urban research under the supervision of a faculty member from any aligned department. Choice of ‘H’ or ‘Y’ session pursuant to the scope of the research envisioned, the proposed supervisor’s assessment of depth of the inquiry, and the approval of the program director. Proposals, including a letter from an agreeable supervisor should be submitted to the program director by June 1 for a Fall or Year session course and by November 1 for a Spring session course. Not eligible for CR/NCR option.",Completion of 14.0 credits including URB235H1 and URB236H1,Prerequisite:,INI435H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,,—,,,—,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Timetable instructions,Note:,"For independent research courses, please contact Urban Studies Program Coordinator, Jannie Chien at programs.innis@utoronto.ca.",,—,,,,
INNIS,Independent Research in Urban Studies,URB436H1-S,"Designed to allow strong students in the Major and Specialist programs to extend a piece of urban research under the supervision of a faculty member from any aligned department. Choice of ‘H’ or ‘Y’ session pursuant to the scope of the research envisioned, the proposed supervisor’s assessment of depth of the inquiry, and the approval of the program director. Proposals, including a letter from an agreeable supervisor should be submitted to the program director by June 1 for a Fall or Year session course and by November 1 for a Spring session course. Not eligible for CR/NCR option.",Completion of 14.0 credits including URB235H1 and URB236H1,Prerequisite:,INI436H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,,—,,,—,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Timetable instructions,Note:,"For independent research courses, please contact Urban Studies Program Coordinator, Jannie Chien at programs.innis@utoronto.ca.",,—,,,,
INNIS,Urban Experiential Learning in Toronto & the GTA,URB437Y1-Y,"A method of studying city issues that combines readings, seminar discussions, and field trips with an 8 hour / week internship in the office of a municipal politician, local government, or non-profit organization. Readings focus on community development, urban planning, economic development and local governance. Students must fill out a ballot for the course (available by contacting the Urban Studies Program Office) by June 1st. Enrolment in this course is competitive and at the discretion of the Urban Studies Director and/or course instructor.","URB235H1, URB236H1. Priority is given to students enrolled in the Urban Studies Minor, Major, or Specialist Programs. However, consideration may be given to students with suitable course background as determined by the Program Director.",Prerequisite:,"INI437Y1, INI306Y1",Exclusion:,Social Science,Distribution Requirement:,,LEC0101,Tuesday,—,13:00,15:00,MY 420,https://map.utoronto.ca/?id=1809#!m/494495,"Visan, L.",of  available,3,20,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,Timetable instructions,Note:,"For more information about this course, please see this link https://innis.utoronto.ca/urban-studies/students/ini437y1-ballot/ or contact Urban Studies Program Coordinator, Jannie Chien at programs.innis@utoronto.ca.",Society and its Institutions (3),,,,,Breadth Requirement:
INNIS,"Cities and Mega-events: Place-making, Contestation and Urban Citizenship",URB439H1-F,"Mega-events, like the Olympics, give cities the opportunity to showcase themselves to the world, but the production of television-friendly urban images do much to obscure the processes, compromises and social consequences in host cities. These events are powerful tools for city branding. They are also potential opportunities for social movements and other groups and individuals to highlight their own sets of concerns. This course will explore the challenges and opportunities that cities face in hosting such events.",Completion of 12.0 credits,Prerequisite:,INI439H1; INI430H1 (Advanced Topics in Urban Studies II: Cities and Mega-Events: Conflicts and Opportunity) offered in Winter 2014; INI332H1; INI432H1 (Special Topics in Urban Studies: Cities and Mega-Events); offered in Fall 2016,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Thursday,—,13:00,15:00,IN 204,https://map.utoronto.ca/?id=1809#!m/494541,"Roberts, D.",of  available,0,25,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ2207 MA URBAN STUDIES,,,,Society and its Institutions (3),,ASMIN2207 MI URBAN STUDIES,ASSPE2207 SP URBAN STUDIES,,Breadth Requirement:
IRE,Working as an Internal Organizational Consultant,IRE446H1-S,"This course examines the various elements of the consulting process and the interpersonal skills required to build trust, influence others, contract with clients, and establish and maintain strong working relationships. This seminar may include a compulsory learning format component using a service-learning placement with a community-based agency or organization. Consult the current timetable for details.","IRE244H1, IRE260H1 and 2 300H level IRE courses",Prerequisite:,WDW446H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,14:00,16:00,CR 404,https://map.utoronto.ca/?id=1809#!m/494580,"Chhinzer, N.",of  available,6,30,Yes: 0 student,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,ASMAJ1535 MA EMPLOYMENT RELATIONS,Timetable instructions,Note:,"Registration in this course is restricted and cannot be done via ACORN. Details on how to apply will be posted on the CIRHR website (https://www.cirhr.utoronto.ca/) by June 15, 2021.  Students will be able to apply from July 15-30, 2021.  This is a limited enrolment seminar that includes a service learning placement with a community-based agency or organization (selected by the instructor) where students contribute a number of hours per week (usually 2 to 3 hours) to an agency or organization with whom they have been matched. Students who meet the prerequisites may submit a request to be considered to this course. The selection of students will be determined by the instructor who will review the student's academic qualifications and may include an interview as part of the selection process.  Students requesting this course until the status of their enrolment is confirmed.",Society and its Institutions (3),,ASMAJ1536 MA IND REL & HUM RES,ASSPE1535 SP EMPLOYMENT RELATIONS,ASSPE1536 SP IND REL & HUM RES,Breadth Requirement:
ITA,Women Writers in Italy,ITA455H1-S,"The course will focus on the writings of women in different periods of Italian history. Spanning a variety of genres, from the novel to autobiography, from poetry to essayism, the course will discuss various aspects of the debate regarding the changing roles of women in society. This course includes a component designed to enhance students' research experience.","ITA250Y1/ITA251Y1, and at least 0.5 FCE ITA literature courses at the 300-level",Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,15:00,17:00,TF 202,https://map.utoronto.ca/?id=1809#!m/494581,"Morra, E.",of  available,0,13,Yes: 0 student,In Person,,,,,,,,,,,,,
IRE,Negotiations,IRE472H1-F,Resolving conflicts constructively is a challenge faced by all organizations and most individuals. This course will cover fundamentals of the negotiation process and conflict resolution. This course will apply multiple cases and simulations providing students with several opportunities to build their skills.,"IRE244H1, IRE260H1 and 1 300H level IRE course",Prerequisite:,WDW372H1,Exclusion:,Social Science,Distribution Requirement:,Room,LEC0101,Thursday,—,15:00,17:00,UC 330,https://map.utoronto.ca/?id=1809#!m/494517,"Thompson, B.",of  available,3,35,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ1535 MA EMPLOYMENT RELATIONS,,,,Society and its Institutions (3),,ASMAJ1536 MA IND REL & HUM RES,ASSPE1535 SP EMPLOYMENT RELATIONS,ASSPE1536 SP IND REL & HUM RES,Breadth Requirement:
ITA,Independent Studies,ITA489H1-F,"An opportunity to pursue at the 400-level an independent course of study not otherwise available. A written proposal, co-signed by the instructor, must be submitted on the appropriate proposal form for approval by the Department of Italian Studies. Application deadline: April 30 for F courses, November 30 for S courses.",Permission of Department,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,—,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,—,,,,
ITA,Independent Studies,ITA489H1-S,"An opportunity to pursue at the 400-level an independent course of study not otherwise available. A written proposal, co-signed by the instructor, must be submitted on the appropriate proposal form for approval by the Department of Italian Studies. Application deadline: April 30 for F courses, November 30 for S courses.",Permission of Department,Prerequisite:,Humanities,Distribution Requirement:,,,Room,LEC0101,,—,,,—,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,—,,,,
ITA,Independent Studies,ITA490Y1-Y,"In exceptional circumstances, students may request to pursue at the 400-level an independent course of study not otherwise available. A written proposal, co-signed by the instructor, must be submitted on the appropriate proposal form for approval by the Department of Italian Studies. Application deadline April 30.",Permission of Department,Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,,—,,,,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,—,,,,
