resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,headerSect 3,colCode,weekDay,dayInfo 2,dayInfo 3,weekDay 2,colInst,numCurr,numTot,numWait,onlineMeeting,headerSect 15,alignC,weekDay href,legendControl 3,legendControl 4,enConDesc,enConList,extraTxt 11,extraTxt 12,enConList 2,enConList 3,enConList 4
LIN,Advanced Morphology,LIN432H1-S,,,,"Current research involving morphology, including the role of morphology in the grammar, the nature of inflectional paradigms, affixes affecting grammatical relations constitute this linguistics course. Each year one topic will be a special focus and will be dealt with at length. (Not offered every year)",LIN333H1,Prerequisite:,LIN331H1,Corequisite:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,16:00,18:00,SS 2120,"Cuervo, M.",5,10,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),"Thought, Belief and Behaviour (2)",Breadth Requirement:,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LMP,Microbial Pathogenesis,LMP436H1-S,,,,"Molecular mechanism involved in pathogenesis of infectious disease. Topics include recurrent themes in the establishment of infectious disease, such as adherence and spread of pathogenic bacteria as well as evasion of host defences. Emphasis is placed on genetic characterization and expression of virulence determinants and on interactions between bacterial pathogens and their hosts.","BCH210H1/BCH242Y1, (IMM340H1, IMM350H1)/(IMM341H1, IMM351H1)",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Wednesday,13:00,15:00,MS 4279,"Girardin, S.",24,45,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494491,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1389 SP MOL GEN&MICRO: MICROBIOLOGY  - Year 4,,,ASSPE2025 SP PATHOBIOLOGY,,
JSP,The Arab Jew: A History of a Concept,CJS440H1-F,Timetable instructions,Note:,Exclusions: RLG411H1-F.,"This course invites students to explore the debates around the term “Arab Jews.” A cultural, historical, and historiographical designation, the term encompasses a range of experiences for Arabic-speaking Jews. These Jews lived in diverse cultural worlds across the Middle East and North Africa, where they developed deep and enduring relationships with non-Jews, and were instrumental in shaping local, regional and national cultures and politics. By engaging with the term “Arab Jews” in its various incarnations, the course offers new perspectives on questions of Zionism and nationalism, colonialism and geography, religion and secularization, as well as historiography and memory.",CJS491H1 (Advanced Topics in Jewish Studies: The Arab Jew: A History of a Concept); offered in Winter 2017,Exclusion:,CJS201H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,Monday,14:00,16:00,RW 142,"Nizri, Y.",3,10,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494515,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,
LIN,Language Variation and Change: Theory and Analysis,LIN456H1-F,,,,"The theory and practice of sociolinguistics. The inter-relationship between language and society from the perspective of collecting, organizing, and analyzing patterns in natural speech data, including field methods and quantitative methods for correlating linguistic and social variables.",LIN351H1,Prerequisite:,LIN458H5,Exclusion:,"Humanities, Social Science",Distribution Requirement:,Room,LEC0101,Monday,12:00,13:00,SS 561,"Nagy, N.",16,25,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),Society and its Institutions (3),Breadth Requirement:,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LIN,Revitalizing Languages,LIN458H1-F,,,,"A study of language endangerment and language revitalization efforts, focusing on Indigenous languages of Canada. Topics include language classification and a survey of major features of the languages, what it means for a language to be endangered, the factors that contribute to language shift, and efforts to reverse language shift, including discussion of literacy, documentary linguistics and dictionaries.","LIN101H1, LIN102H1 plus 2 FCE at the 200+ level in LIN/JAL",Prerequisite:,"Humanities, Social Science",Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Wednesday,15:00,17:00,SS 2105,"Mateo Pedro, P.",30,50,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),,,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LIN,Advanced Psycholinguistics,JLP471H1-S,,,,"Seminar in advanced topics in psycholinguistics. Content varies from year to year. (Sponsored by the Departments of Linguistics and Psychology, but administered solely by the Dept. of Linguistics).",JLP374H1,Prerequisite:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Thursday,10:00,12:00,SS 2101,"Heller, D.",0,20,Yes: 7 students,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),,,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LIN,Child Language Disorders,JLS472H1-F,,,,"Students are introduced to the etiologies and characteristics of speech and language disorders in children, associated with autism, intellectual disabilities, and specific language impairment. Theoretical underpinnings of the major intervention approaches for children with speech and language disorders are discussed. (Given by the Departments of Linguistics and Speech Language Pathology)","LIN101H1, LIN102H1, LIN228H1, and 1 FCE at the 300+ level",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,09:00,12:00,MS 2172,"Katz, E.",11,50,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494491,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),,,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LIN,Adult Speech and Language Disorders,JLS473H1-S,,"Students are introduced to the etiologies and characteristics of speech and language disorders in adults, associated with aphasia, neurodegenerative disorders, and head injuries. The effects of communication handicaps on the individual and theoretical underpinnings of the major intervention approaches for adults are discussed. Given by the Departments of Linguistics and Speech Language Pathology. (Not offered every year)",,"LIN101H1, LIN102H1, and one FCE at the 300+ level",Science,Prerequisite:,Living Things and Their Environment (4),Distribution Requirement:,,Breadth Requirement:,Room,LEC0101,Tuesday,09:00,12:00,NF 119,"Jokel, R.",14,50,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494600,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),,,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)"
LIN,Literacy and Reading Disorders,JLS475H1-F,,,,"Literacy and Reading Disorders is an introduction to the typical development of emergent literacy skills, including oral language, phonological awareness, narratives, and emergent writing in children; a discussion of the effects of language disorders on emergent literacy skills; a survey of approaches to intervention for children’s emergent literacy skills. Given by the Departments of Linguistics and Speech Language Pathology. (Not offered every year)","LIN101H1, LIN102H1, and one FCE at the 300+ level",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC5101,Monday,18:00,21:00,SS 2111,"Leggett, J.",11,40,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494510,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",COGNITIVE SCIENCE    Major (Faculty of Arts and Science),,,"COGNITIVE SCIENCE    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)",LINGUISTICS    Major (Faculty of Arts and Science),LINGUISTICS    Specialist (Faculty of Arts and Science)
LIN,Introduction to Analysis and Argumentation,LIN481H1-S,,,,"Linguistic argumentation, practice in constructing and evaluating hypotheses, and critical evaluation of representative articles. Emphasis on the structure of arguments rather than on the analysis of a particular language.",LIN322H1/LIN331H1,Prerequisite:,"LIN411H5, LINC10H3",Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,14:00,16:00,UC 177,"Ippolito, M.",9,15,Yes: 0 student,In Person,,,https://map.utoronto.ca/?id=1809#!m/494517,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",LINGUISTICS    Major (Faculty of Arts and Science),"Thought, Belief and Behaviour (2)",Breadth Requirement:,LINGUISTICS    Specialist (Faculty of Arts and Science),"LINGUISTICS    Major (John H. Daniels Faculty of Architecture, Landscape, & Design)","LINGUISTICS    Specialist (John H. Daniels Faculty of Architecture, Landscape, & Design)"
JSP,Advanced Topics in Jewish Studies,CJS490H1-S,Timetable instructions,Note:,"Course details (course description, instructor) for CJS490H1-S “Advanced Topics in Jewish Studies: Jewish Protest Cultures"" will be posted on . Please continue to check  for up-to-date information as Winter/Spring 2022 nears.",An in-depth investigation of topics in Jewish Studies. Content in any given year depends on instructor.,Permission of the instructor/program,Prerequisite:,Humanities,Distribution Requirement:,this webpage,LEC0101:,Room,LEC0101,Monday,14:00,16:00,SS 2101,"SCHULZ, M.",10,10,Yes: 0 student,In Person,Subtitle,,https://map.utoronto.ca/?id=1809#!m/494510,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,this webpage on the CJS website,"Pre-requisites for CJS490H1-S LEC0201 (The Political Sociology of the Jewish Question): Completion of at least 10.0 half credits with at least 1 Sociology credit. If you are interested in taking CJS490H1-S, please email cjs.events@utoronto.ca with your name and student number; our Undergraduate Coordinator and Undergraduate Director will be happy to assist you. For the most up to date information about CJS courses, please visit https://www.jewishstudies.utoronto.ca/undergraduate/curriculum-course-information/current-courses",,,
LIN,Individual Project,LIN495Y1-Y,,,,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,Prerequisite:,,,,,,LEC0101,—,,,—,,9999,9999,No,In Person,,—,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
LIN,Individual Project,LIN496H1-F,,,,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,,,—,"Sanders, N.",9998,9999,No,In Person,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
LIN,Individual Project,LIN497Y1-Y,,,,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,,,LEC0101,—,,,—,"Rice, K.",9998,9999,No,In Person,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
JSP,Independent Study,CJS498Y1-Y,Timetable instructions,Note:,"To enrol in CJS498Y1, email cjs.events@utoronto.ca.",A scholarly project on an approved topic supervised by a faculty affiliated with the Centre for Jewish Studies. Not eligible for CR/NCR option.,CJS200H1 and permission of the Centre,Prerequisite:,CJS400H1,Recommended Preparation:,Humanities,Distribution Requirement:,,LEC0101,—,,,—,,9999,9999,No,In Person,,—,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,this webpage on the CJS website,Please visit  to read about Independent Study courses and how they work at the Anne Tanenbaum Centre for Jewish Studies.,,,
LIN,Individual Project,LIN498H1-F,,,,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,,,—,,9999,9999,No,In Person,,—,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
LIN,Individual Project,LIN498H1-S,,,,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,,Room,LEC0101,,,,—,"Moulton, K.",9998,9999,No,In Person,,,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
JSP,Independent Study,CJS499H1-F,Timetable instructions,Note:,"To enrol in CJS499H1, email cjs.events@utoronto.ca.",A scholarly project on an approved topic supervised by a faculty affiliated with the Centre for Jewish Studies. Not eligible for CR/NCR option.,CJS200H1 and permission of the Centre,Prerequisite:,CJS400H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,,,,—,,9999,9999,No,In Person,,—,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,this webpage on the CJS website,Please visit  to read about Independent Study courses and how they work at the Anne Tanenbaum Centre for Jewish Studies.,,,
JSP,Independent Study,CJS499H1-S,Timetable instructions,Note:,"To enrol in CJS396H1, email cjs.events@utoronto.ca.",A scholarly project on an approved topic supervised by a faculty affiliated with the Centre for Jewish Studies. Not eligible for CR/NCR option.,CJS200H1 and permission of the Centre,Prerequisite:,CJS400H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,,,,—,,9999,9999,No,In Person,,—,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,this webpage on the CJS website,Please visit  to read about Independent Study courses and how they work at the Anne Tanenbaum Centre for Jewish Studies.,,,
LIN,Individual Project,LIN499H1-Y,,,,A research or reading project in linguistics undertaken by the student under the supervision of a staff member. Open only when a faculty member is willing and available to supervise. Not eligible for CR/NCR option.,Permission of the Department,Prerequisite:,"Humanities, Social Science",Distribution Requirement:,,,,LEC0101,—,,,—,,9999,9999,No,In Person,,—,,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,
