resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 5,extraTxt 6,extraTxt 10,extraTxt 11,extraTxt 12,extraTxt 13,extraTxt 14,extraTxt 15,extraTxt 16,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,colInst 2,numCurr,numTot,numWait,onlineMeeting,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,headerSect 8,headerSect 9,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,weekDay 3,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 4,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,enConList 6,weekDay 5,weekDay 6,enConList 7,enConList 8,enConList 9,enConList 10,alignC,weekDay href,weekDay href 2
CSB,Physiology of Stress and Reproduction,CSB426H1-S,,,,,,,"Students will gain an integrated understanding of how organismal and cellular stress affects the process of reproduction. The focus will be primarily on chordates and will examine genetic, cellular, organismal, behavioural, and social levels of interaction.",Minimum grade of 73% in CSB325H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Monday,—,11:00,13:00,RW 142,"Lovejoy, D.",,25,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1538 MA ANIMAL PHYSIOLOGY,,,,,,,,,,,,Wednesday,—,14:00,15:00,RW 142,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494515
CSB,Drosophila as a Model in Cancer Research,CSB427H1-S,,,,,,,"Use of the genetic model organism Drosophila in biomedical research with specific emphasis on cancer research. Students will read, discuss and present classical papers and current literature in the field to enhance their ability to critically evaluate the primary scientific literature.","BIO260H1/HMB265H1, two of CSB328H1/CSB331H1/CSB349H1/MGY350H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Monday,—,11:00,14:00,WE 74,"Tepass, U.",,0,24,Yes: 15 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY  - Year 4,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL  - Year 4,ASMAJ1003B MAJ PLANT GEN & BIOTECH  - Year 4,ASMAJ1003C MAJ STEM CELLS & DEV BIO  - Year 4,ASMAJ1538 MA ANIMAL PHYSIOLOGY  - Year 4,,,,,,,,,,,,,,,,,,ASMAJ2655 MA GENOME BIOLOGY  - Year 4,,,ASSPE1003 SP CELL & MOLECULAR BIOLOGY  - Year 4,ASSPE1003A SPE MOLEC NETWORKS OF CELL  - Year 4,ASSPE1003B SPE PLANT GEN & BIOTECH  - Year 4,ASSPE1003C SPE STEM CELLS & DEV BIO  - Year 4,,https://map.utoronto.ca/?id=1809#!m/494509,
BCH,Genomics of Microbial Communities in Human Health and Beyond,BCH428H1-F,Delivery instructions,Note:,"Course material will be delivered online in a mixture of synchronous and asynchronous formats. All formal lectures will be recorded for asynchronous consumption. Students must be available from 10:00-11:00 on Wednesdays for synchronous online tutorials, discussions of reading assignments, and regular assessments (term tests, quizzes on assigned readings). Computer labs will be run asynchronously and make use of Geneious or similar software (limited-use licenses will be provided free of charge). Students' computers will need to have a minimum of 4 GB of RAM and 80 GB of hard drive space. They must also meet the minimum requirements as outlined at .",,,,"There is a growing appreciation that microbes do not operate in isolation but form parts of larger populations and communities (microbiomes) with unique considerations for human health. Combining lectures, small group discussions, and a computer lab component, this course will cover how genomics can be applied to analyze microbial communities and the transformative discoveries that continue to result.",BCH210H1/BCH242Y1; BCH311H1/MGY311Y1/CSB349H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC9901,3.0 hours / week,,,,—,"Ensminger, A.","Parkinson, J.",2,24,Yes: 0 student,Asynchronous (See Delivery Instructions.),"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",Year 3 BIOCHEMISTRY  Department of Biochemistry   (Faculty of Arts and Science),Year 4 BIOCHEMISTRY  Department of Biochemistry   (Faculty of Arts and Science),Year 4 IMMUNOLOGY  Department of Immunology  Specialist (Faculty of Arts and Science),Year 3 IMMUNOLOGY  Department of Immunology  Major (Faculty of Arts and Science),Year 4 IMMUNOLOGY  Department of Immunology  Major (Faculty of Arts and Science),Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,TUT0101,—,,,,,of  available,3,24,No,Online - Synchronous (See Delivery Instructions.),Year 3 IMMUNOLOGY  Department of Immunology  Specialist (Faculty of Arts and Science),,Wednesday,Year 3 MOLECULAR GENETICS AND MICROBIOLOGY  Department of Molecular Genetics   (Faculty of Arts and Science),Year 4 MOLECULAR GENETICS AND MICROBIOLOGY  Department of Molecular Genetics   (Faculty of Arts and Science),ASSPE1003 SP CELL & MOLECULAR BIOLOGY  - Year 3,ASSPE1003 SP CELL & MOLECULAR BIOLOGY  - Year 4,—,,
CSB,Cytoskeletal Networks of the Cell,CSB428H1-F,,,,,,,"The cytoskeleton is a highly dynamic protein network that links all regions and components of the cell to provide a structural framework for organizing numerous cellular activities. This course will explore the molecular regulation of the actin and microtubule cytoskeletons during cell migration and other cellular processes. Topics will include (1) an overview of key regulators of the cytoskeleton, (2) how they organize specific cellular structures, and (3) how the coordinated activities of cytoskeletal networks govern complex cellular behaviours. The format of this course is mainly journal club style presentations and student-led discussions of research papers, together with supporting background lectures. Experience with critical evaluation of research papers is emphasized.","Minimum grade of 73% in BCH311H1/CSB349H1/MGY311Y1, minimum grade of 73% in BCH340H1/CJH332H1/CSB328H1/CSB329H1/CSB331H1/CSB340H1/CSB353H1/CSB397Y0",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Wednesday,—,13:00,16:00,WI 523,"Plotnikov, S.",,5,24,Yes: 0 student,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494503,
CSB,Germ Cell Biology,CSB429H1-S,,,,,,,"This course will discuss the genetic and cell biological aspects of the development of gametes, gonads, and sex related traits in animals, including invertebrates and vertebrates.  The course consists of lectures and student seminars, and is based on the discussion of primary scientific literature.  Not recommended for students with fewer than 14 FCE's.",Minimum grade of 77% in CSB328H1/CSB340H1/CSB349H1/MGY311Y1/MGY312H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC5101,Tuesday,—,17:00,20:00,LM 123,"Godt, D.",,0,24,Yes: 6 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY  - Year 4,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL  - Year 4,ASMAJ1003B MAJ PLANT GEN & BIOTECH  - Year 4,ASMAJ1003C MAJ STEM CELLS & DEV BIO  - Year 4,ASSPE1003 SP CELL & MOLECULAR BIOLOGY  - Year 4,,,,,,,,,,,,,,,,,,ASSPE1003A SPE MOLEC NETWORKS OF CELL  - Year 4,,,ASSPE1003B SPE PLANT GEN & BIOTECH  - Year 4,ASSPE1003C SPE STEM CELLS & DEV BIO  - Year 4,ASSPE1305 SP DEVELOPMENTAL BIOLOGY  - Year 4,,,https://map.utoronto.ca/?id=1809#!m/494502,
CSB,Advanced Special Project in Bioinformatics and Computational Biology,BCB430Y1-Y,Timetable instructions,Note:,"For more information about these courses, please visit: https://bcb.csb.utoronto.ca/. To enrol in these courses, please send an email with your student ID  to m.casco@utoronto.ca.",along with the completed registration form (available on the BCB website),The Physical and Mathematical Universes (5),Breadth Requirement:,An opportunity for advanced specialized individual research in bioinformatics and computational biology by arrangement with a supervisor. Approval of the application by the BCB coordinator is required.  BCB330Y1 is a recommended preparation for this course however students should not normally conduct their project in the same laboratory or continue their previous project. Not eligible for CR/NCR option.,Permission of the course coordinator (application required). Significant background in both life science and computer science courses is required.,Prerequisite:,BCB330Y1,Recommended Preparation:,Science,Distribution Requirement:,,LEC0101,,—,,,—,,,9981,9999,No,In Person (See Delivery Instructions.),Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,—,,
CSB,Evolution and Development: Gastrulation,CSB431H1-F,,,,,,,Gastrulation is used to examine the molecular and cellular mechanisms of a major morphogenetic process and its evolutionary modifications.  This course includes small group discussions and presentations.  Controversial issues presented in the lectures are debated.,CSB328H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC5101,Monday,—,18:00,19:00,RW 142,"Bruce, A.","Winklbauer, R.",4,24,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY  - Year 4,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL  - Year 4,ASMAJ1003B MAJ PLANT GEN & BIOTECH  - Year 4,ASMAJ1003C MAJ STEM CELLS & DEV BIO  - Year 4,ASSPE1003 SP CELL & MOLECULAR BIOLOGY  - Year 4,,,,,,,,Wednesday,—,18:00,20:00,RW 142,,,,,,ASSPE1003A SPE MOLEC NETWORKS OF CELL  - Year 4,,,ASSPE1003B SPE PLANT GEN & BIOTECH  - Year 4,ASSPE1003C SPE STEM CELLS & DEV BIO  - Year 4,,,,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494515
CSB,Advanced Topics in Cellular Neurophysiology,CSB432H1-F,,,,,,,"This course examines cellular neurophysiological processes in the developing and mature nervous systems with a focus on: (1) understanding modern techniques used in neurophysiological research; and (2) interpreting the results from neurophysiological peer-reviewed manuscripts. This course is interactive and requires students to contribute actively during lectures and seminars, including conducting a group presentation.",CJH332H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,14:00,17:00,RW 432,"Chung, J.",,0,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1538 MA ANIMAL PHYSIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494515,
BCH,Protein Homeostasis,BCH440H1-S,Timetable instructions,Note:,"Eligible students enroll via ACORN. Students who are not eligible, please send an email with your student ID number to jennifer.haughton@utoronto.ca",,,,"Protein homeostasis is dependent on the coordinated synthesis, folding, localization and degradation of the thousands of proteins in a living cell. This course deals with selected aspects of the process including: 1) mRNA synthesis, 2) ribosome structure and function, 3) translation initiation, elongation and termination, 4) protein folding and the role of chaperones, 5) protein degradation via the ubiquitin proteasome system and 6) protein aging and disease. The course will serve as a foundation for those with an interest in how cellular protein levels and conformations are maintained.",BCH210H1/BCH242Y1; BCH311H1/MGY311Y1/PSL350H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Tuesday,—,09:00,10:00,HS 108,"Houry, W.","Rini, J.",14,25,Yes: 0 student,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",BIOCHEMISTRY  Department of Biochemistry  Specialist (Faculty of Arts and Science),IMMUNOLOGY  Department of Immunology  Specialist (Faculty of Arts and Science),MOLECULAR GENETICS AND MICROBIOLOGY  Department of Molecular Genetics  Specialist (Faculty of Arts and Science),,,,,,,,,,Thursday,—,09:00,10:00,HS 108,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494459,https://map.utoronto.ca/?id=1809#!m/494459
BCH,Bioinformatics,BCH441H1-F,,,,www.biochemistry.utoronto.ca/undergraduates/courses/BCH441H/,,,"This course is an introduction to computational methods and internet resources in modern biochemistry and molecular biology. The main topics include: sequence and genome databases, sequence alignment and homology search, use and interpretation of molecular structure, and phylogenetic analysis. Assignments focus on hands-on competence building with web-based bioinformatics tools and databases, downloadable software including a molecular viewer and a multiple sequence alignment editor, and the statistics workbench and programming language “R”. For syllabus details see: Note BCB420H1 extends this syllabus to computational topics of systems biology.",BCH210H1/BCH242Y1; BCH311H1/MGY311Y1/PSL350H1 or special permission of the course coordinator,Prerequisite:,Science,Distribution Requirement:,The Physical and Mathematical Universes (5),Breadth Requirement:,Room,LEC5101,Tuesday,—,17:00,18:00,MS 2170,"Steipe, B.",,33,100,Yes: 0 student,In Person,,,,,,,,,,,,,,,,Tuesday,—,18:00,20:00,MS 2170,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494491,https://map.utoronto.ca/?id=1809#!m/494491
BCH,Organelles in Cell Function and Death,BCH445H1-S,,,,,,,"Advanced principles and concepts of cell biology are covered, including the structure, life cycle, and dynamic behavior of cell organelles. The cellular processes regulated by organelles, including the life and death of the cell and cellular communication, are highlighted. The course will also cover techniques and technologies that have advanced studies of the cell.",(BCH210H1/BCH242Y1); (BIO230H1/BIO255H1); (BCH311H1/MGY311Y1/PSL350H1),Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Wednesday,—,14:00,16:00,KP 113,"Andrews, D.","Kim, P.",0,24,Yes: 7 students,In Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494488,
CSB,Topics in Sleep Research,CSB445H1-S,Timetable instructions,Note:,"Students must submit an application form to ugadmin.csb@utoronto.ca by Monday, 14 June, to be considered with the first round of applicants. Applications will be accepted after this date, but it may take considerably longer to learn your status in the course. Forms are available online: https://csb.utoronto.ca/undergraduate-studies/forms.",,Living Things and Their Environment (4),Breadth Requirement:,"This course covers theories in why and how we sleep.  It will focus on the biological functions of sleep, how the brain generates different sleep states and how a breakdown in sleep mechanisms contribute to sleep disorders like insomnia, sleep walking and narcolepsy.  This course emphasizes student participation in seminar discussion and debates.","(BIO270H1, BIO271H1)/(PSL300H1, PSL301H1)",Prerequisite:,CJH332H1/CSB345H1/PSY397H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,09:00,12:00,WE 74,"Peever, J.",,1,24,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494509,
CSB,Living Without Oxygen: Microbes to Mammals,CSB447H1-S,,,,Breadth Requirement:,Science,Distribution Requirement:,"In-depth examination of the unique cellular adaptations of different organisms and tissues to survival in low oxygen environments.  Cellular, physiological and biochemical strategies, and systemic and whole organism responses will be investigated to uncover broad-ranging common strategies employed by diverse organisms to live without oxygen and in other stressful environments.","(BIO270H1, BIO271H1)/(PSL300H1, PSL301H1)",Prerequisite:,"CSB347H1, NUS348H0",Exclusion:,BCH210H1,Recommended Preparation:,Room,LEC0101,Tuesday,—,11:00,12:00,RW 143,"Buck, L.",,0,40,Yes: 2 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1538 MA ANIMAL PHYSIOLOGY,,,,,,,,,,,,Thursday,—,10:00,12:00,RW 143,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494515,https://map.utoronto.ca/?id=1809#!m/494515
BCH,Structure and Function of the Nucleus,BCH448H1-S,,,,,,,"This course examines the structure and function of the cell nucleus and the genome through the lens of biochemistry, molecular biology, cell biology and evolution. A focus is placed on the major scientific developments that shaped our current understanding. Topics that will be covered are eukaryogenesis, junk DNA, the structure of DNA and chromatin, the transfer of information between genotype and phenotype, the filtering of information found in the genome into biologically relevant molecules such as mRNA, the processing and export of these products from the nucleus into the cytoplasm, and the translation of mRNA into protein. We will also investigate how various organelles, such as the endoplasmic reticulum and mitochondria, played a role in the evolution of the nucleus. Finally we will investigate how biological information is partitioned during mitosis.",BCH210H1/BCH242Y1; BCH311H1/MGY311Y1/PSL350H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Monday,—,13:00,14:00,MS 2173,"Palazzo, A.","Wilde, A.",6,45,Yes: 0 student,In Person,,,,,,,,,,,,,,,,Wednesday,—,13:00,14:00,MS 2173,,,,,,,,,,,,,,https://map.utoronto.ca/?id=1809#!m/494491,https://map.utoronto.ca/?id=1809#!m/494491
CSB,Proteomics in Systems Biology,CSB450H1-F,,,,,,,"A discussion on current proteomic approaches to understand biological processes. The role of mass spectrometry, gel electrophoresis, protein-protein interaction and structural biology in understanding how proteins function in pathways and interaction networks will be discussed.","BIO230H1/BIO255H1, BCH210H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Thursday,—,13:00,15:00,ES 3087,"Christendat, D.","Christendat, D.",9,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL,ASMAJ1003B MAJ PLANT GEN & BIOTECH,ASMAJ1003C MAJ STEM CELLS & DEV BIO,ASMAJ2655 MA GENOME BIOLOGY,Activity,Time,Instructor(s),Space Availability,Wait List,Status / Notes,LEC2001,Thursday,—,13:00,15:00,ES 3087,of  available,0,0,Yes: 0 student,In Person,ASSPE0693 SP ZOOLOGY,,,ASSPE1003 SP CELL & MOLECULAR BIOLOGY,ASSPE1003A SPE MOLEC NETWORKS OF CELL,ASSPE1003B SPE PLANT GEN & BIOTECH,ASSPE1003C SPE STEM CELLS & DEV BIO,,https://map.utoronto.ca/?id=1809#!m/494499,https://map.utoronto.ca/?id=1809#!m/494499
CSB,Seminar in Plant Cell Biology,CSB451H1-S,,,,,Living Things and Their Environment (4),Breadth Requirement:,"Plants represent roughly 80% of the biomass on our planet and are essential primary producers in our ecosystems. At the cellular level, plants display some fascinating differences from other eukaryotic cells, including fragmentation of the secretory pathway, dramatic changes to cytoskeleton organization, and other adaptations to life as a pressurized cell. This course will examine and discuss examples from the primary scientific literature that highlight these distinct features of plant cells by contrasting them to animal cells. We will also discuss how these discoveries can contribute to addressing global challenges, such as developing innovative biomaterials, enhancing food security and cultivating renewable biofuels.","BIO230H1/BIO255H1, BIO260H1/HMB265H1",Prerequisite:,BCH311H1/BIO251H1/CSB330H1/CSB340H1/CSB349H1/CSB350H1/MGY311Y1/MGY340H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,14:00,17:00,ES 3087,"McFarlane, H.",,8,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL,ASMAJ1003B MAJ PLANT GEN & BIOTECH,ASMAJ1003C MAJ STEM CELLS & DEV BIO,ASSPE1003 SP CELL & MOLECULAR BIOLOGY,,,,,,,,,,,,,,,,,,ASSPE1003A SPE MOLEC NETWORKS OF CELL,,,ASSPE1003B SPE PLANT GEN & BIOTECH,ASSPE1003C SPE STEM CELLS & DEV BIO,,,,https://map.utoronto.ca/?id=1809#!m/494499,
CSB,"Molecular Interactions Between Plants, Microorganisms and Parasitic Plants",CSB452H1-F,,,,,Living Things and Their Environment (4),Breadth Requirement:,This course explores the strategies that plants have evolved to defend themselves against microbes and parasitic plants. The course consists of two sections: 1. Plant - pathogenic microbe interactions and 2. Plant - plant parasite interactions. The first section focuses on an in-depth discussion about on-going research of plant immunity against pathogenic microbes. The second section introduces plant - parasitic plant relationships with an emphasis on signalling pathways that underlie these interactions and discusses how basic knowledge of the lifestyle of parasitic plants could contribute to agricultural solutions in the developing world.,BCH311H1/CSB349H1/MGY311Y1,Prerequisite:,CSB353H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,16:00,18:00,ES 4001,"Lumba, S.","Yoshioka, K.",3,30,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL,ASMAJ1003B MAJ PLANT GEN & BIOTECH,ASMAJ1003C MAJ STEM CELLS & DEV BIO,ASMAJ2655 MA GENOME BIOLOGY,,,,,,,,,,,,,,,,,,ASSPE0693 SP ZOOLOGY,,,ASSPE1003 SP CELL & MOLECULAR BIOLOGY,ASSPE1003A SPE MOLEC NETWORKS OF CELL,ASSPE1003B SPE PLANT GEN & BIOTECH,ASSPE1003C SPE STEM CELLS & DEV BIO,,https://map.utoronto.ca/?id=1809#!m/494499,
CSB,Pathogenic Effector Biology,CSB454H1-F,,,,,Living Things and Their Environment (4),Breadth Requirement:,"Microbial pathogens inject effector proteins into host cells in order to sabotage cellular systems and favor the infection process. This course explores the molecular details of how cellular systems (e.g., secretion, cytoskeleton and signaling) are manipulated by pathogenic effectors to promote the infection process, while emphasizing interesting structural and biochemical features of effector biology along the way. The course will also compare and contrast the strategies employed by plant versus animal pathogens, and how immune systems have evolved to cope with cellular hijacking by pathogenic effector molecules. The course will be based on the primary research literature and involve a combination of lectures and critical discussions of research papers.",BCH311H1/CSB349H1/MGY311Y1,Prerequisite:,MGY377H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,SS 1073,"Desveaux, D.",,0,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL,ASMAJ1003B MAJ PLANT GEN & BIOTECH,ASMAJ1003C MAJ STEM CELLS & DEV BIO,ASSPE1003 SP CELL & MOLECULAR BIOLOGY,,,,,,,,,,,,,,,,,,ASSPE1003A SPE MOLEC NETWORKS OF CELL,,,ASSPE1003B SPE PLANT GEN & BIOTECH,ASSPE1003C SPE STEM CELLS & DEV BIO,,,,https://map.utoronto.ca/?id=1809#!m/494510,
CSB,Post-transcriptional Gene Regulation,CSB457H1-S,,,,,,,"This course focuses on advances in post-transcriptional gene regulation. Topics include regulatory RNAs, RNA processing, localization, translation, and degradation. In addition to lectures covering background material, emphasis is placed on current research and involves discussion of primary literature in a round-table format.",Minimum grade of 70% in BCH311H1/CSB349H1/MGY311Y1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC5101,Monday,—,17:00,18:00,WE 75,"Calarco, J.",,0,24,Yes: 8 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL,ASMAJ1003B MAJ PLANT GEN & BIOTECH,ASMAJ1003C MAJ STEM CELLS & DEV BIO,ASMAJ2655 MA GENOME BIOLOGY,,,,,,,,Thursday,—,17:00,19:00,WE 75,,,,,,ASSPE1003 SP CELL & MOLECULAR BIOLOGY,,,ASSPE1003A SPE MOLEC NETWORKS OF CELL,ASSPE1003B SPE PLANT GEN & BIOTECH,ASSPE1003C SPE STEM CELLS & DEV BIO,ASSPE1388 SP MOL GEN&MICROBIO: GENETICS,,https://map.utoronto.ca/?id=1809#!m/494509,https://map.utoronto.ca/?id=1809#!m/494509
CSB,Epigenetics,CSB458H1-F,,,,,,,"A seminar course exploring non-Mendelian phenomena in plants, fungi and animals that reveal aspects of genome organization and regulation that may provide insight into genome function and evolution.","BIO260H1/HMB265H1, BCH311H1/CSB349H1/MGY311Y1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC5101,Thursday,—,17:00,20:00,SS 581,"Saltzman, A.",,2,24,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1003 MA CELL & MOLECULAR BIOLOGY,ASMAJ1003A MAJ MOLEC NETWORKS OF CELL,ASMAJ1003B MAJ PLANT GEN & BIOTECH,ASMAJ1003C MAJ STEM CELLS & DEV BIO,ASMAJ2655 MA GENOME BIOLOGY,,,,,,,,,,,,,,,,,,ASSPE1003 SP CELL & MOLECULAR BIOLOGY,,,ASSPE1003A SPE MOLEC NETWORKS OF CELL,ASSPE1003B SPE PLANT GEN & BIOTECH,ASSPE1003C SPE STEM CELLS & DEV BIO,ASSPE1305 SP DEVELOPMENTAL BIOLOGY,,https://map.utoronto.ca/?id=1809#!m/494510,
