resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 5,weekDay href,weekDay 6,weekDay href 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,alignC,extraTxt 9,extraTxt 10,legendControl 2,extraTxt 11,extraTxt 12,legendControl 4,legendControl 5,enConDesc,enConList,enConList 2
CLAS,Greek and Roman Colonialism,CLA317H1-S,"An exploration of the motivations and consequences of colonial movements and foundations throughout classical antiquity, and the role of race and ethnicity in ancient structures of colonial power. Includes consideration of their influence on later colonial and imperial projects and reactions to them.","CLA160H1, (CLA217H1/ CLA230H1/ CLA231H1/ CLA232H1/ CLA233H1 / CLA260H)",Prerequisite:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Monday,—,10:00,12:00,Wednesday,—,10:00,12:00,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,"Akrigg, B.",of  available,1,40,Yes: 0 student,In Person,,,,,,,,,,,
CINE,Special Topics in Genre and Modes,CIN320H1-F,"Courses in special topics designed for Specialists and Majors in Cinema Studies. Past topics include: ""Contemporary Screen Comedy,"" and ""Eco-cinema: The Nature of Film.""",CIN105Y1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC5101,Monday,—,18:00,20:00,,,,,IN 312,https://map.utoronto.ca/?id=1809#!m/494541,,,"Newman, D.",of  available,0,40,Yes: 0 student,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,Lectures will take place in person. Screenings will be online asynchronous. It is recommended that students have a computer with internet access for the screenings.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CHM,Medicinal Chemistry,PHC320H1-S,"Modern discovery and synthesis of antibiotics, antineoplastics, antiviral and other therapeutic agents.","BCH210H1, CHM247H1/CHM249H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Monday,—,16:00,17:00,Tuesday,—,14:00,16:00,MS 4171,https://map.utoronto.ca/?id=1809#!m/494491,MS 4171,https://map.utoronto.ca/?id=1809#!m/494491,"Kotra, L.",of  available,16,40,Yes: 0 student,In Person,,,,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1211 SP PHARMACEUTICAL CHEMISTRY,
CINE,Cult Cinema,CIN322H1-F,"This course examines ""cult"" and ""exploitation"" cinema. It examines the growing popularity of cult/exploitation films as an emerging cinematic subculture that valorizes disreputable or ""trash"" cinema. A number of sub-genres within exploitation film, including teen films, educational/instructional films, sexploitation, and Blaxploitation, will be explored. The social politics of appropriating texts through ironic reading strategies will also be considered.",CIN105Y1,Prerequisite:,INI396H1F (2011); CIN320H1F (20145); CIN320H1S (2016),Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Friday,—,12:00,16:00,,,,,IN 112,https://map.utoronto.ca/?id=1809#!m/494541,,,"Morris, J.",of  available,7,70,Yes: 0 student,In Person (See Delivery Instructions.),,Creative and Cultural Representations (1),Breadth Requirement:,Delivery instructions,Note:,Lectures and screenings will be delivered online synchronously. It is recommended that students have a computer with internet access for the lectures and online screenings.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CHM,Introductory Quantum Mechanics and Spectroscopy,CHM326H1-F,This course introduces the postulates of quantum mechanics to develop the fundamental framework of quantum theory. A number of exactly soluble problems are treated in detail as examples. Perturbation theory is introduced in the context of understanding many body problems. Various applications to chemical bonding and molecular spectroscopy are covered in detail.,"(CHM220H1/CHM222H1,CHM221H1/CHM223H1)/CHM225Y1, MAT235Y1/MAT237Y1",Prerequisite:,JCP321H5,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,14:00,15:00,Friday,—,14:00,15:00,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,"Dhirani, A.",of  available,20,40,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,,,,,
CHM,Experimental Physical Chemistry,CHM327H1-F,"Students are introduced to physical chemistry laboratory work in a project based approach in which they develop, design and implement projects that address fundamental and applied questions in physical chemistry. The course also involves lecture material related to working as an experimental physical chemist. (Lab materials fee: $25).","(CHM220H1/CHM222H1/MSE202H1, CHM221H1/CHM223H1) with a minimum grade of 63% in each/CHM225Y1 with a minimum grade of 63%",Prerequisite:,Recommended: CHM326H1 or CHM328H1,Corequisite:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,14:00,15:00,,,,,MY 360,https://map.utoronto.ca/?id=1809#!m/494495,,,"Goh, M.",of  available,1,47,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASSPE0600 SP CHEMICAL PHYSICS
CHM,Modern Physical Chemistry,CHM328H1-S,"This course explores the microscopic description of macroscopic phenomena in chemistry. Statistical mechanics is introduced as the bridge between the microscopic and macroscopic views, and applied to a variety of chemical problems including reaction dynamics. More advanced topics in thermodynamics are introduced and discussed as required.","(CHM220H1/CHM222H1,CHM221H1/CHM223H1)/CHM225Y1, MAT235Y1/MAT237Y1",Prerequisite:,"JCP322H5, CHMC20H3",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,15:00,16:00,Thursday,—,15:00,16:00,LM 123,https://map.utoronto.ca/?id=1809#!m/494502,LM 123,https://map.utoronto.ca/?id=1809#!m/494502,"Schofield, J.",of  available,1,28,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,,,,,
CHM,Pharmaceutics 2,PHC330H1-F,This course presents a detailed examination of the material properties of pharmaceuticals and the role of cellular processes in delivery of a drug to its site of action.,"(CHM135H1, CHM136H1)/(CHM138H1,CHM139H1)/CHM151Y1; CHM220H1/CHM222H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Monday,—,16:00,18:00,Tuesday,—,14:00,15:00,HS 106,https://map.utoronto.ca/?id=1809#!m/494459,HS 106,https://map.utoronto.ca/?id=1809#!m/494459,"Chalikian, T.",of  available,18,40,Yes: 0 student,In Person,,,,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1211 SP PHARMACEUTICAL CHEMISTRY,
CHM,Establishing the Bioequivalence of Pharmaceutical Products,PHC331H1-S,Introduction to human clinical trial design for the demonstration of pharmaceutical bioequivalence of drug products. Students will learn the principles underlying the regulations and methods employed in bioequivalence studies.,"BCH210H1, CHM247H1/CHM249H1, (MAT135H1, MAT136H1)/MAT137Y1, PHC230H1, PHC330H1",Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,Room,LEC0101,Monday,—,15:00,17:00,Friday,—,15:00,17:00,HS 108,https://map.utoronto.ca/?id=1809#!m/494459,HS 108,https://map.utoronto.ca/?id=1809#!m/494459,"Dubins, D.",of  available,19,30,Yes: 0 student,In Person,,,,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASSPE1211 SP PHARMACEUTICAL CHEMISTRY  - Year 3,ASSPE1211 SP PHARMACEUTICAL CHEMISTRY  - Year 4
CINE,Animation after 1950,CIN335H1-S,"This course examines the second fifty years of animation, first by marking Disney's shifting fortunes, then broadening the scope to take in its competitors here and abroad. The global nature of postwar animation has been an odd amalgam of competition and cooperation, of private and public funding, and of film, television, and eventually webcasting, and we will explore some of the changes the form has gone through in the past fifty years or so. Since this is a study of art and of commerce, and of high and low culture, we will view our limited history through the lenses of aesthetics, cultural practices, business decisions, and sometimes political struggle.","CIN105Y1, CIN201Y1",Prerequisite:,INI396H1 (Special Topics in Genre and Modes: American Animation after 1950); offered in Winter 2013; CIN320H1 (Special Topics in Genre and Modes: American Animation after 1950); offered in Winter 2015,Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Tuesday,—,13:00,15:00,Wednesday,—,15:00,17:00,RL 3025,https://map.utoronto.ca/?id=1809#!m/494531,RL 3025,https://map.utoronto.ca/?id=1809#!m/494531,"Sammond, N.",of  available,0,40,Yes: 14 students,In Person (See Delivery Instructions.),,Creative and Cultural Representations (1),Breadth Requirement:,Delivery instructions,Note:,Lecture and screenings will take place in person.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CINE,Black Cinema,CIN337H1-F,"This course explores the cultural, aesthetic, technological, and political category of “Black cinema.” Across the diaspora, Black cinema is an artistic praxis that utilizes techniques like improvisation and collaboration in order to make and remake the cinematic archive. The films and filmmakers in this category intervene in cinematic histories by responding to exclusionary narratives, technologies, and critical discourse by imagining alternative stories, spaces, and temporalities. Thus, these films help articulate both the pervasiveness of anti-blackness in our visual culture and help us understand the (film) aesthetics can make (Chun, 2019).","Our goal is to 1) develop a critical language to discuss Black cinema (its techniques, its aims, and its political contexts) and 2) articulate research questions, methods, and arguments that consider what is happening inside and outside the frame in these films.",Prerequisite:,CIN105Y1,Distribution Requirement:,Humanities,Breadth Requirement:,Room,LEC0101,Monday,—,15:00,17:00,,,,,IN 112,https://map.utoronto.ca/?id=1809#!m/494541,,,"Cramer, L.",of  available,0,40,Yes: 0 student,In Person (See Delivery Instructions.),,Creative and Cultural Representations (1),difference,Delivery instructions,Note:,Lectures will be delivered in person. Screenings will be delivered online asynchronously. It is recommended that students have a computer with internet access.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CHM,Intermediate Inorganic Chemistry,CHM338H1-F,"Further study of the structures, physical properties and reactions of compounds and transition metals. Introductions to spectroscopy and structural analysis, reaction mechanisms, d- block organometallic compounds, catalysis, and bioinorganic chemistry. The weekly laboratory demonstrates aspects of transition metal chemistry. (Lab Materials Fee: $25).",CHM238Y1 with a minimum grade of 63%,Prerequisite:,CHM331H5,Exclusion:,"CHM217H1, CHM247H1/CHM249H1",Recommended Preparation:,Room,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,AB 107,https://map.utoronto.ca/?id=1809#!m/494489,AB 107,https://map.utoronto.ca/?id=1809#!m/494489,"Stephan, D.",of  available,0,56,Yes: 0 student,In Person,,Science,Distribution Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASSPE0600 SP CHEMICAL PHYSICS
CINE,Special Topics in Cinema as Social and Cultural Practice,CIN340H1-S,"Courses in special topics designed for Specialists and Majors in Cinema Studies. Past topics include: ""History of Cinematography,"" and ""Everyday Life in the Digital Age.""",CIN105Y1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC5101,Monday,—,18:00,20:00,Thursday,—,18:00,20:00,IN 312,https://map.utoronto.ca/?id=1809#!m/494541,IN 312,https://map.utoronto.ca/?id=1809#!m/494541,"Sanchez, D.",of  available,0,40,Yes: 1 student,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,Lectures and screenings will take place in person.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CHM,Pharmaceutical Chemistry Laboratory,PHC340Y1-Y,The scientific basis and practical techniques relevant to modern pharmaceutical development. This course is restricted to Pharmaceutical Chemistry Specialist program students.,CHM247H1/CHM249H1; (CHM220H1/CHM222H1); CHM223H1; BCH210H1,Prerequisite:,Science,Distribution Requirement:,Living Things and Their Environment (4),Breadth Requirement:,,LEC0101,Monday,—,15:00,16:00,Tuesday,—,11:00,12:00,N/A,https://map.utoronto.ca/?id=1809#!m/494476,N/A,https://map.utoronto.ca/?id=1809#!m/494470,"Dubins, D.",of  available,18,40,Yes: 0 student,In Person,—,,,,,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASSPE1211 SP PHARMACEUTICAL CHEMISTRY,
CLAS,Greek Historians I,GRK341H1-F,Readings from one or more Greek Historians.,GRK202H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,12:00,14:00,Thursday,—,12:00,14:00,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,"Lytle, E.",of  available,9,15,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,Latin Historians I,LAT341H1-F,Readings from one or more Latin historians.,LAT202H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,14:00,16:00,Thursday,—,14:00,16:00,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,"Bruun, C.",of  available,4,15,Yes: 0 student,In Person,,,,,,,,,,,
CHM,Modern Organic Synthesis,CHM342H1-F,"An overview of the preparation of various classes of organic compounds. Strategies and tactics of synthetic organic chemistry using examples from natural products and pharmaceuticals. C-C bond formation, functional group reactivity, structure, stereochemistry and selectivity.",CHM247H1/CHM249H1,Prerequisite:,CHM345H5,Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,13:00,14:00,Wednesday,—,13:00,14:00,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,"Batey, R.",of  available,47,96,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASSPE0600 SP CHEMICAL PHYSICS
CHM,Organic Synthesis Techniques,CHM343H1-S,This laboratory course showcases modern organic synthesis techniques and introduces chemical research principles. It provides excellent preparation for a CHM499Y1 project in organic chemistry. Associated lectures teach theory and problem-solving approaches from a practical perspective and through industrial case studies. Green chemistry decision-making is a central theme of both the lecture and laboratory components. (Lab Materials Fee: $25).,CHM247H1/CHM249H1 with a minimum grade of 63%,Prerequisite:,CHM393H5,Exclusion:,CHM342H1,Recommended Preparation:,Room,LEC0101,Monday,—,15:00,16:00,Wednesday,—,15:00,16:00,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,LM 155,https://map.utoronto.ca/?id=1809#!m/494502,"Yudin, A.",of  available,0,48,Yes: 20 students,In Person,,Science,Distribution Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASSPE0600 SP CHEMICAL PHYSICS
CLAS,Greek Prose Authors I,GRK343H1-S,"Readings from Greek prose authors (e.g., biography, novels, essays, texts in ).",GRK202H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,14:00,16:00,Thursday,—,14:00,16:00,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,"Wilkinson, K.",of  available,13,15,Yes: 0 student,In Person,,,koine,,,,,,,,
CLAS,Latin Prose Authors I,LAT343H1-S,"Readings from Latin prose authors (e. g. biography, letters, philosophy).",LAT202H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Monday,—,12:00,14:00,Wednesday,—,12:00,14:00,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,"Bernard, S.",of  available,10,15,Yes: 0 student,In Person,,,,,,,,,,,
CHM,Organic Chemistry of Biological Compounds,CHM347H1-F,"An organic chemical approach to the structure and reactions of major classes of biological molecules: carbohydrates, amino acids, peptides and proteins, phosphates, lipids, heterocycles, vitamins, nucleotides and polynucleotides. This is achieved through studies of advanced stereochemistry, chemical modification, reactions and synthesis. In addition to lectures and reading from texts, there will be opportunities for independent written assignments on several of the topics.",CHM247H1/CHM249H1,Prerequisite:,"CHM347H5, CHMC47H3",Exclusion:,CHM217H1,Recommended Preparation:,Room,LEC0101,Monday,—,16:00,17:00,Wednesday,—,16:00,17:00,LM 161,https://map.utoronto.ca/?id=1809#!m/494502,LM 161,https://map.utoronto.ca/?id=1809#!m/494502,"Chin, J.",of  available,39,96,Yes: 0 student,In Person,,Science,Distribution Requirement:,,,,,,,,
CHM,Organic Reaction Mechanisms,CHM348H1-F,"Principles and methods of analyzing and predicting organic chemical reactivity: advanced stereochemistry, conformational analysis, molecular orbitals, reaction kinetics, isotope effects, linear free energy relationships, orbital transformations, systematization of mechanisms. The laboratory section is used to illustrate the operation of the principles, including examples of data acquisition for mechanistic analysis and theoretical computations. Regular original reports on methods and outcomes are an important part of the laboratory. (Lab Materials Fee: $25).",CHM247H1/CHM249H1 with a minimum grade of 63%,Prerequisite:,"CHM341H5, CHMC41H3",Exclusion:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,14:00,15:00,Thursday,—,14:00,15:00,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,"Kluger, R.",of  available,11,56,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1376 MA CHEMISTRY,ASSPE0600 SP CHEMICAL PHYSICS
CLAS,Greek Comedy I,GRK351H1-S,Readings from Aristophanes and Menander.,GRK202H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Tuesday,—,09:00,11:00,Thursday,—,09:00,11:00,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,"Yu, K.",of  available,7,15,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,Latin Drama I,LAT351H1-F,Readings from Latin comedy and/or tragedy.,LAT202H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Monday,—,13:00,15:00,Wednesday,—,13:00,15:00,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,"Gunderson, E.",of  available,8,15,Yes: 0 student,In Person,,,,,,,,,,,
CINE,Issues in Film Authorship I,CIN352H1-F,Advanced study of issues in film authorship through intensive examination of one or more major filmmakers.,CIN105Y1,Prerequisite:,"INI374H1, ENGD52H3, CIN206H5",Exclusion:,Humanities,Distribution Requirement:,Room,LEC0101,Monday,—,13:00,15:00,,,,,IN 222,https://map.utoronto.ca/?id=1809#!m/494541,,,"Nayman, A.",of  available,0,40,Yes: 0 student,In Person (See Delivery Instructions.),,Creative and Cultural Representations (1),Breadth Requirement:,Delivery instructions,Note:,Lectures will be delivered in person. Screenings will be online asynchronous. It is recommended that students have a computer with internet access for the online screenings.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CLAS,Greek Verse Authors I,GRK353H1-F,"Readings from Greek verse (e.g., elegy, iambics, lyric).",GRK202H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Monday,—,09:00,11:00,Wednesday,—,09:00,11:00,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,"Burgess, J.",of  available,9,15,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,Latin Verse Authors I,LAT353H1-S,"Readings from Latin verse (e. g. elegy, lyric, bucolic).",LAT202H1,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,Room,LEC0101,Monday,—,14:00,16:00,Wednesday,—,14:00,16:00,,,,,"Keith, A.",of  available,8,15,Yes: 0 student,In Person,,,,,,,,,,,
CHM,Introduction to Inorganic and Polymer Materials Chemistry,CHM355H1-S,"Fashioned to illustrate how inorganic and polymer materials chemistry can be rationally used to synthesize superconductors, metals, semiconductors, ceramics, elastomers, thermoplastics, thermosets and polymer liquid crystals, with properties that can be tailored for applications in a range of advanced technologies. Coverage is fairly broad and is organized to crosscut many aspects of the field.","CHM220H1/CHM222H1/CHM225Y1, CHM238Y1, CHM247H1/CHM249H1",Prerequisite:,"CHM325H1, CHM426H1",Exclusion:,Science,Distribution Requirement:,Room,LEC2501,Thursday,—,17:00,19:00,Thursday,—,17:00,19:00,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,LM 158,https://map.utoronto.ca/?id=1809#!m/494502,"Kumacheva, E.",of  available,5,5,Yes: 0 student,In Person,,The Physical and Mathematical Universes (5),Breadth Requirement:,,,,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,AEESCBASCO BASc-Engineering Sci(Nano Eng),
CINE,Special Topics in Theory and Criticism,CIN360H1-F,"Courses in special topics designed for Specialists and Majors in Cinema Studies. Past topics include: ""Cinema and Intermediality.""","CIN105Y1, CIN201Y1",Prerequisite:,Humanities,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Thursday,—,11:00,13:00,,,,,IN 112,https://map.utoronto.ca/?id=1809#!m/494541,,,"Bell, C.",of  available,2,40,Yes: 0 student,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,Lectures will be delivered in person. Screenings will be online asynchronous. It is recommended that students have a computer with internet access for the online screenings.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CLAS,Early Greece,CLA362H1-F,The Greek world from the second millennium B.C.E. to the emergence of the,CLA160H1 + 1 of CLA230H1/CLA260H1/CLA210H1,Prerequisite:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Monday,—,16:00,18:00,Wednesday,—,16:00,18:00,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,LI 205,https://map.utoronto.ca/?id=1809#!m/494613,"Stark, T.",of  available,3,25,Yes: 0 student,In Person,,,polis,,,,,,,,
CINE,Theories of Media,CIN364H1-S,"In-depth history of humanistic theories of media and mediation, with a focus on aesthetics. Authors discussed may include Karl Marx, Walter Benjamin, Sigmund Freud, Marshall McLuhan, Friedrich Kittler, Donna Haraway, Bernard Stiegler, Katherine Hayles, and others. Includes substantial discussion of contemporary problems and authors in digital media studies and media theory. Includes extensive consideration of aesthetic forms, including animation, cinema, television, installation art, video games, net.art, and others.",CIN105Y1,Prerequisite:,CIN214H1,Recommended Preparation:,Humanities,Distribution Requirement:,Room,LEC0101,Monday,—,11:00,15:00,,,,,IN 312,https://map.utoronto.ca/?id=1809#!m/494541,,,"Richmond, S.",of  available,0,40,Yes: 13 students,In Person (See Delivery Instructions.),,Creative and Cultural Representations (1),Breadth Requirement:,Delivery instructions,Note:,Lectures and screenings will be delivered in person.,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",Cinema Studies Institute   (Faculty of Arts and Science),"Cinema Studies Institute   (John H. Daniels Faculty of Architecture, Landscape, & Design)"
CLAS,The Hellenistic World,CLA364H1-F,The Greek world in the age of Alexander the Great and his successors (336 B.C.E. to 31 B.C.E.),CLA160H1 + 1 of CLA230H1/CLA260H1/CLA210H1,Prerequisite:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Monday,—,11:00,13:00,Wednesday,—,11:00,13:00,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,"Coghlan, K.",of  available,8,30,Yes: 0 student,In Person,,,,,,,,,,,
CLAS,The Roman Republic,CLA367H1-F,The Roman world from 510 B.C.E. to 44 B.C.E.,CLA160H1 + 1 of CLA231H1/CLA260H1/CLA210H1,Prerequisite:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Wednesday,—,15:00,18:00,,,,,LI 220,https://map.utoronto.ca/?id=1809#!m/494613,,,"Bruun, C.",of  available,15,30,Yes: 0 student,In Person (See Delivery Instructions.),,,,Delivery instructions,Note:,"The emphasis will be on the development of state, society, and population during the Middle and the Late Republic, including a critical look at the causes and effects of Rome’s expansion.",,,,,
