resultDept,pbot15,hiCC,legendControl,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,extraTxt 7,extraTxt 8,extraTxt 9,extraTxt 10,extraTxt 11,extraTxt 12,headerSect 3,colCode,weekDay,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 3,legendControl 4,enConDesc,enConList,enConList 2,enConList 3,enConList 4,enConList 5,extraTxt 13,legendControl 7,extraTxt 16,headerSect 15,alignC,weekDay 55,dayInfo 94,dayInfo 95,dayInfo 96,weekDay href 22
RLG,The Mahabharata,RLG369H1-F,,,,Course Description:,"A study of the great Sanskrit epic, the Mahabharata.",Completion of 4.0 credits,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Wednesday,,"Maharaj, S.",of  available,18,30,Yes: 0 student,In Person,,,,,,,,,,,,,,NF 113,—,12:00,14:00,https://map.utoronto.ca/?id=1809#!m/494600
PSY,Thinking and Reasoning,PSY370H1-F,,,,Course Description:,"Problem-solving as a model of directed thinking; conceptual behaviour and mental representation; induction, deduction and learning; probabilistic reasoning; creative thinking and complex problem solving.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/COG250Y1",Prerequisite:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Thursday,,"Vervaeke, J.",of  available,4,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,ASMAJ1445C MA COG SCI: ARTS - THINK&REAS,,,,,,RW 143,—,13:00,16:00,https://map.utoronto.ca/?id=1809#!m/494515
RLG,Intermediate Tibetan,RLG370Y1-Y,Timetable instructions,Note:,"This is an online synchronous course. Some or all lectures and class meetings will be livestreamed to enable real-time contact with the professor and classmates. Lectures will also normally be recorded and available asynchronously, so that registered students can access them on their own time. Students will have the opportunity for weekly online office hours to ask questions and clarifications about course content and assignments. Students need the ability to view PDFs or PowerPoint slides and to access online library resources and Quercus tools, including Bb Collaborate and Microsoft Teams.",Course Description:,Intermediate level language course focusing on both spoken and literary forms of Tibetan.,The equivalent of one year of Tibetan language training.,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,LEC9901,Tuesday,—,"Lindsay, R.",of  available,13,15,No,Online - Synchronous,,,,,,,,,,,,,,,—,13:00,15:00,
PSY,Higher Cognitive Processes,PSY371H1-S,,,,Course Description:,"This course covers selected topics pertaining to higher cognitive processes including rationality, consciousness, creativity, and human and artificial intelligence.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY270H1/PSY270H5/PSYB57H3/PSY370H1/COG250Y1",Prerequisite:,PSY371H5,Exclusion:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Thursday,,"Vervaeke, J.",of  available,0,50,Yes: 29 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,ASMAJ1445B MA COG SCI: ARTS - LANG & COG,ASMAJ1445C MA COG SCI: ARTS - THINK&REAS,,,,,,UC 87,—,13:00,16:00,https://map.utoronto.ca/?id=1809#!m/494517
PSY,Human Memory,PSY372H1-F,,,,Course Description:,"Current theories and data on human memory: processes involved in encoding, storage, and retrieval.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY 260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1",Prerequisite:,PSY372H5/PSYC53H3,Exclusion:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Wednesday,,"Li, A.",of  available,1,50,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASFOC1540G FOC COGNITIVE PSYCHOLOGY,ASFOC2270G FOC COGNITIVE PSYCHOLOGY,ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,,,,,,SS 2125,—,14:00,17:00,https://map.utoronto.ca/?id=1809#!m/494510
PSY,Human Memory,PSY372H1-S,,,,Course Description:,"Current theories and data on human memory: processes involved in encoding, storage, and retrieval.","PSY201H1/ECO220Y1/EEB225H1/GGR270H1/POL222H1/SOC202H1/STA220H1/STA238H1/STA248H1/STA288H1/PSY201H5/STA215H5/STA220H5/PSYB07H3/STAB22H3/STAB23H3/STAB57H3, and PSY 260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1",Prerequisite:,PSY372H5/PSYC53H3,Exclusion:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Thursday,,"Hong, B.",of  available,0,50,Yes: 24 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASFOC1540G FOC COGNITIVE PSYCHOLOGY,ASFOC2270G FOC COGNITIVE PSYCHOLOGY,ASMAJ1160 MA PSYCHOLOGY,ASMAJ1445 MA COGNITIVE SCIENCE(ARTS),ASMAJ1445A MA COG SCI: ARTS - PERC&ATTEN,,,,,,UC 85,—,15:00,18:00,https://map.utoronto.ca/?id=1809#!m/494517
LIN,Psychology of Language,JLP374H1-F,,,,Course Description:,"In Psychology of Language, we investigate human and other animal communication, structure of human language, word meaning and semantic memory, psychological studies of syntax, bilingualism, language and thought, language errors and disorders. (Sponsored by the Departments of Linguistics and Psychology, but administered solely by the Dept. of Linguistics).","One FCE from LIN228H1, LIN229H1, LIN232H1, LIN241H1, PSY260H1, PSY270H1, PSY280H1, PSY290H1, COG250Y1",Prerequisite:,"LIN258H5, PSY374H5, PLIC55H3",Exclusion:,Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,Room,LEC0101,Tuesday,,"Bondoc, I.",of  available,0,100,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",COGNITIVE SCIENCE    Major (Faculty of Arts and Science),LINGUISTICS    Major (Faculty of Arts and Science),LINGUISTICS    Specialist (Faculty of Arts and Science),PSYCHOLOGY    Major (Faculty of Arts and Science),PSYCHOLOGY    Specialist (Faculty of Arts and Science),,,,,,SS 1073,—,09:00,12:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Religion and Power in the Postcolony,JPR374H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"This course examines the role of a variety of religious forms and spiritual practices in the politics of postcolonial societies, tracing their genealogies from the colonial period to the present. Cases taken principally from Africa and Asia.",(),Prerequisite:,1.0 POL 200-level credit/1.5 credits in Religious Studies,Distribution Requirement:,Social Science,Breadth Requirement:,Society and its Institutions (3),,Room,LEC0101,Tuesday,,"Marshall, R.",of  available,1,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),RELIGION     (Faculty of Arts and Science),,,,Lectures will be delivered in person.,Delivery instructions,Note:,,,BL 325,—,16:00,18:00,https://map.utoronto.ca/?id=1809#!m/494536
RLG,Touching the Earth,RLG376H1-F,,,,Course Description:,"A study of Buddhist relationships with the earth, including “earth touching” contemplative practices, ritual ceremonies for land spirits or sacred sites, geomantic and cosmographic traditions, the use of landscape imagery to depict enlightenment, contrasts between wilderness and urban spaces, and contemporary ecological movements in Buddhist communities and their responses to climate disruption. The course combines experiential learning approaches and outdoor excursions with reading and written work.",Completion of 4.0 credits,Prerequisite:,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,Room,LEC0101,Wednesday,,"Moore, A.",of  available,18,60,Yes: 0 student,In Person,,,,,,,,,,,,,,WW 126,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494547
POL,Topics in Comparative Politics I,POL377H1-S,Timetable instructions,Note:,Delivery Method:,Course Description:,An introduction to the field of comparative politics. Content in any given year depends on instructor.,1.0 POL credit,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,BL 325,"Oron, O.",of  available,0,15,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),"POLITICAL SCIENCE     (John H. Daniels Faculty of Architecture, Landscape, & Design)",POLITICAL SCIENCE     (Faculty of Arts and Science),"POLITICAL SCIENCE     (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1469 MA INTERNATIONAL RELATIONS,Lectures will be delivered in person.,Delivery instructions,Note:,Subtitle,,UC 67,—,16:00,18:00,https://map.utoronto.ca/?id=1809#!m/494517
POL,Sex and the State,JPS378H1-S,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"What role have sex and sexuality played in the formation of the modern nation State? How has the State regulated sex? This course explores these questions with a theoretical focus on biopolitics. We will proceed in two parts. First, we engage Foucault’s  and its reception by postcolonial theorists, focusing on questions of state building. The second part of the course shifts examination from State formation to contemporary forms of sexual regulation by the State. This includes maintenance of the public/private divide, citizenship law and nationalism, administrative violence and the prison industrial complex, and neoliberalism and BDSM. By the end of the course, students are able to apply core theoretical concepts and identify forms of contemporary sexual regulation in a variety of Western and non-Western contexts.",A combined minimum of 1.0 credit from POL and/or SDS courses,Prerequisite:,POL378H1 (Topics in Comparative Politics II: Sex and the State); offered in Fall 2017 and Fall 2018; SDS375H1 (Special Topics in Sexual Diversity Studies A: Sex and the State); offered in Fall 2017 and Fall 2018,Exclusion:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Tuesday,,"Moreau, J.",of  available,0,70,Yes: 38 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),Sexual Diversity Studies     (Faculty of Arts and Science),,,,Lectures will be delivered in person.,Delivery instructions,Note:,,,RW 140,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494515
POL,Topics in Comparative Politics II,POL378H1-F,Timetable instructions,Note:,LEC0101:  IN PERSON,Course Description:,An introduction to the field of comparative politics. Content in any given year depends on instructor.,1.0 POL credit,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,,,,,,,,,,,,,,,,,Lectures will be delivered in person.,Delivery instructions,Note:,Subtitle,—,,,,,
POL,Topics in Comparative Politics II,POL378H1-S,Timetable instructions,Note:,LEC0101:  IN PERSON,Course Description:,An introduction to the field of comparative politics. Content in any given year depends on instructor.,1.0 POL credit,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Thursday,,"Enright, T.",of  available,40,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),,,,,Lectures will be delivered in person.,Delivery instructions,Note:,Subtitle,,SS 2127,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Topics in Comparative Politics III,POL379H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,An introduction to the field of comparative politics. Content in any given year depends on instructor.,1.0 POL credit,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,,"Wu, N.",of  available,17,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),,,,,Lectures will be delivered in person.,Delivery instructions,Note:,Subtitle,,SS 1070,—,12:00,14:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Topics in Comparative Politics III,POL379H1-S,Timetable instructions,Note:,Delivery Method:,Course Description:,An introduction to the field of comparative politics. Content in any given year depends on instructor.,1.0 POL credit,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Monday,SS 1073,"Wu, N.",of  available,39,55,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),POLITICAL SCIENCE     (Faculty of Arts and Science),,,,LEC0101:  IN PERSON,Delivery instructions,Note:,Subtitle,,BL 325,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494536
PSY,Human Memory and Learning Laboratory,PSY379H1-F,Timetable instructions,Note:,"Enrolment priority for this course is given to Psychology Specialists and Research Specialists. After the priority period has ended, students must contact the Undergraduate Administrator to be enrolled directly into the course or added to the waitlist by emailing psy.undergrad@utoronto.ca.",Course Description:,"Examination of issues and methods in human memory research. Students conduct supervised research projects, and read, critique, and write research articles. Course capacity is limited to 15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.",PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3 and PSY260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1,Prerequisite:,PSY379H5/PSYC75H3,Exclusion:,PSY203H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,,"Mack, M.",of  available,1,15,No,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),,,,,,,,,SS 560,—,13:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
PSY,Human Memory and Learning Laboratory,PSY379H1-S,Timetable instructions,Note:,"Enrolment priority for this course is given to Psychology Specialists and Research Specialists. After the priority period has ended, students must contact the Undergraduate Administrator to be enrolled directly into the course or added to the waitlist by emailing psy.undergrad@utoronto.ca.",Course Description:,"Examination of issues and methods in human memory research. Students conduct supervised research projects, and read, critique, and write research articles. Course capacity is limited to 15 students and priority is given to PSY Specialists and Research Specialists during the first enrolment period.",PSY202H1/ECO220Y1/SOC252H1/STA221H1/PSY202H5/STA221H5/PSYC08H3/STAB27H3/STAC32H3 and PSY260H1/PSYB38H3 or PSY270H1/PSY270H5/PSYB57H3/COG250Y1,Prerequisite:,PSY379H5/PSYC75H3,Exclusion:,PSY203H1,Recommended Preparation:,Science,Distribution Requirement:,Room,LEC5101,Monday,,,of  available,0,15,No,In Person,"Priority, then Enrol at Department (PE)",Enrolment Controls:,"Priority enrolment on ACORN is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all students must request permission to enrol in this section by contacting the sponsoring department. Please see Timetable Instructions tab for contact information. The following groups of students are given priority access on ACORN until July 28:",ASSPE1160 SP PSYCHOLOGY,ASSPE1958 SP PSYCHOLOGY RESEARCH(THESIS),,,,,,,,—,SS 560,—,18:00,21:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Topics in International Politics,POL380H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,Content in any given year depends on instructor.,POL208H1/POL208Y1/POL209H5/POLB80H3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Monday,,"Bakan, A.",of  available,1,30,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),"POLITICAL SCIENCE     (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1469 MA INTERNATIONAL RELATIONS,ASSPE1469 SP INTERNATIONAL RELATIONS,,Lectures will be delivered in person.,Delivery instructions,Note:,Subtitle,,UC 152,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494517
POL,Topics in International Politics,POL380H1-S,Timetable instructions,Note:,Delivery Method:,Course Description:,Content in any given year depends on instructor.,POL208H1/POL208Y1/POL209H5/POLB80H3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Monday,BL 325,"Green, J.",of  available,0,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),"POLITICAL SCIENCE     (John H. Daniels Faculty of Architecture, Landscape, & Design)",ASMAJ1469 MA INTERNATIONAL RELATIONS,ASSPE1469 SP INTERNATIONAL RELATIONS,POLITICAL SCIENCE     (Faculty of Arts and Science),LEC0101:  IN PERSON,Delivery instructions,Note:,Subtitle,,SS 1070,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Topics in Political Theory,POL381H1-F,Timetable instructions,Note:,Delivery Method:,Course Description:,A detailed examination of particular authors or topics in political theory. Content in any given year depends on instructor.,"POL200Y1/POL200Y5/(POLC70H3, POLC71H3)",Prerequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Monday,BL 313,"Walton, M.",of  available,16,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),POLITICAL SCIENCE     (Faculty of Arts and Science),,,,LEC0101:  IN PERSON,Delivery instructions,Note:,Subtitle,,SS 2127,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494510
POL,Topics in Political Theory,POL381H1-S,Timetable instructions,Note:,Delivery Method:,Course Description:,A detailed examination of particular authors or topics in political theory. Content in any given year depends on instructor.,"POL200Y1/POL200Y5/(POLC70H3, POLC71H3)",Prerequisite:,Social Science,Distribution Requirement:,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,,Room,LEC0101,Monday,,"Walton, M.",of  available,33,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),,,,,LEC0101:  IN PERSON,Delivery instructions,Note:,Subtitle,—,BL 325,—,14:00,16:00,https://map.utoronto.ca/?id=1809#!m/494536
POL,Topics in Canadian Politics,POL382H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,Examines in depth enduring and emerging issues in Canadian politics. Content in any given year depends on instructor.,POL214H1/POL214Y1/POL214Y5/POL215H5/POL216H5/POL224H1/POL224Y1/POLB50Y3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Tuesday,,"Haddow, R.",of  available,1,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),,,,,Lectures will be delivered in person.,Delivery instructions,Note:,Subtitle,,BL 313,—,16:00,18:00,https://map.utoronto.ca/?id=1809#!m/494536
POL,Topics in Canadian Politics,POL382H1-S,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,Examines in depth enduring and emerging issues in Canadian politics. Content in any given year depends on instructor.,POL214H1/POL214Y1/POL214Y5/POL215H5/POL216H5/POL224H1/POL224Y1/POLB50Y3,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC0101,Friday,,"Merkley, E.",of  available,0,70,Yes: 13 students,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),,,,,Lectures will be delivered in person.,Delivery instructions,Note:,Subtitle,,BL 313,—,10:00,12:00,https://map.utoronto.ca/?id=1809#!m/494536
POL,Issues in Contemporary Greece,POL385H1-S,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"This course is designed to comprehensively explore the theoretical, conceptual and empirical dimensions through the political history of the Greek state from the 19th c. to the present, and, to provide students with the critical skills to follow, understand and systematically analyze contemporary Greek politics. The class will alternate between highlights of Greek political history, theoretical foundations of major themes in Comparative Politics, and their empirical application to the politics of the Modern Greek state.",1.0 POL credit,Prerequisite:,Social Science,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,,,Room,LEC5101,Thursday,,"Aravossitas, T.",of  available,34,50,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",EUROPEAN STUDIES     (Faculty of Arts and Science),POLITICAL SCIENCE     (Faculty of Arts and Science),,,,Lectures will be delivered in person.,Delivery instructions,Note:,,,RW 143,—,18:00,20:00,https://map.utoronto.ca/?id=1809#!m/494515
RLG,Becoming Modern,RLG385H1-F,,,,Course Description:,"What does it mean to be modern? Words like “modern,” “modernity,” and “modernism” are used to mark a fundamental boundary between our era and all that came before it (or lies outside of it); but most of us are hard-pressed to offer a solid account of what exactly this boundary is. This course examines the relationship between: a fundamental shift in the nature of daily experience; an order-of-magnitude expansion of the power of the State; a dramatic reorganization of religious experience and cultures; and a tremendous growth in the enterprise of Western science and technological production. We trace this reorientation over the last two centuries and examine its consequences using philosophical, literary, theological, and scientific sources, as well as recent scholarly work on the topic.",Completion of 4.0 credits,Prerequisite:,RLG231H1/RLG387H1,Recommended Preparation:,Humanities,Distribution Requirement:,Society and its Institutions (3),Breadth Requirement:,Room,LEC0101,Thursday,,"Gallant, S.",of  available,25,30,Yes: 0 student,In Person,,,,,,,,,,,,,,OI 2296,—,12:00,14:00,https://map.utoronto.ca/?id=1809#!m/494563
POL,U.S. Government and Politics,POL386H1-F,Timetable instructions,Note:,Delivery Method:  IN PERSON,Course Description:,"Who rules the United State of America? This course will investigate this question by examining how power is attained and how power is exercised in American elections, the legislative process, the bureaucracy, and the federal courts. Particular attention will be paid to the role of national interest groups, regional economic interests, and new modes of political mobilization.",1.0 POL credit,Prerequisite:,POL203Y1/POL203Y5/POL386Y1/POLC92H3/POLC93H3,Exclusion:,POL214H1/POL224H1/POL200Y1 and/or a course in U.S. history,Recommended Preparation:,Social Science,Distribution Requirement:,Room,LEC0101,Monday,,"Levine, R.",of  available,3,70,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",POLITICAL SCIENCE     (Faculty of Arts and Science),,,,,Lectures will be delivered in person.,Delivery instructions,Note:,,,SS 1087,—,12:00,14:00,https://map.utoronto.ca/?id=1809#!m/494510
