resultDept,pbot15,hiCC,extraTxt,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,headerSect 3,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,enConList 2,enConList 3,enConList 4,extraTxt 18,extraTxt 19,extraTxt 20,extraTxt 21,weekDay 3,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 4,weekDay href,weekDay 5,weekDay href 2,enConList 5,enConList 6,headerSect 8,headerSect 9,headerSect 11,headerSect 12,headerSect 13,headerSect 14,colCode 2,dayInfo 7,dayInfo 8,dayInfo 9,colInst 2,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2,legendControl 6,legendControl 7,enConDesc 2,alignC
EEB,Environmental Biology: Structure and Function of Ecosystems,ENV234H1-F,Course Description:,"This multidisciplinary course draws on elements from geology, soil science, and ecology to understand past and present environments and human impacts on landscapes and ecosystems. Emphasis on the structure, functioning and connectivity of aquatic and terrestrial ecosystems. Field trips and labs. Mandatory day-long field trip on a Friday or Saturday in late September or early October (students choose which day; a fee of $15 may be charged for transportation.) (Lab Materials Fee: $26)",BIO120H1/JEG100H1 (recommended)/FOR200H1/FOR201H1,Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,Monday,—,10:00,11:00,RW 124,"Cyr, H.",of  available,45,192,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1076 MA ENVIRONMENTAL SCIENCE,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,Living Things and Their Environment (4),Breadth Requirement:,,,Wednesday,—,10:00,11:00,MP 202,https://map.utoronto.ca/?id=1809#!m/494490,MP 202,https://map.utoronto.ca/?id=1809#!m/494490,ASMAJ2364 MA BIOLOGY,ASMIN1390 MI ENVIRONMENTAL BIOLOGY,,,,,,,,—,09:00,12:00,,,,,,,,,,—
ENG,The Graphic Novel,ENG235H1-F,Course Description:,"An introduction to book-length sequential art, this course includes fictional and nonfictional comics, with a focus on formal properties such as narrative layout and text/art hybridity. Themes vary but may include superheros; auto/biography; the figure of the outsider; women in comics; alienation and youth; and war reporting.",1.0 ENG FCE or any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC9901,Tuesday,—,18:00,21:00,—,"Lesk, A.",of  available,1,120,Yes: 0 student,Online - Synchronous,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG,The Graphic Novel,ENG235H1-S,Course Description:,"An introduction to book-length sequential art, this course includes fictional and nonfictional comics, with a focus on formal properties such as narrative layout and text/art hybridity. Themes vary but may include superheros; auto/biography; the figure of the outsider; women in comics; alienation and youth; and war reporting.",1.0 ENG FCE or any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC9901,Tuesday,—,15:00,16:00,—,"Lesk, A.",of  available,0,120,Yes: 24 students,Online - Synchronous,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,Thursday,—,15:00,17:00,—,,,,,,,,,,,,,,,,,,,,,,,,,
ENG,Science Fiction,ENG237H1-F,Course Description:,"This course explores speculative fiction that invents or extrapolates an inner or outer cosmology from the physical, life, social, and human sciences. Typical subjects include AI, alternative histories, cyberpunk, evolution, future and dying worlds, genetics, space/time travel, strange species, theories of everything, utopias, and dystopias.",1.0 ENG FCE or any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC9901,Monday,—,11:00,13:00,—,"Johnstone, M.",of  available,3,120,Yes: 0 student,Online - Synchronous,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,Wednesday,—,11:00,12:00,—,,,,,,,,,,,,,,,,,,,,,,,,,
ENG,Fantasy and Horror,ENG239H1-S,Course Description:,"This course explores speculative fiction of the fantastic, the magical, the supernatural, and the horrific. Subgenres may include alternative histories, animal fantasy, epic fantasy, the Gothic, fairy tales, magic realism, sword and sorcery, and vampire fiction.",1.0 ENG FCE or any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,Room,LEC9901,Monday,—,11:00,13:00,—,"Johnstone, M.",of  available,0,160,Yes: 37 students,Online - Synchronous,,,,,,,,Creative and Cultural Representations (1),Breadth Requirement:,,,Wednesday,—,11:00,12:00,—,,,,,,,,,,,,,,,,,,,,,,,,,
ENG,Old English Language and Literature,ENG240Y1-Y,Course Description:,"Prepares students to read the oldest English literary forms in the original language. Introduces the earliest English poetry in a woman's voice, expressions of desire, religious fervour, and the agonies of war. Texts, written 680 - 1100, range from the epic of  the dragon-slayer to ribald riddles.",1.0 ENG FCE or any 4.0 FCE,Prerequisite:,Humanities,Distribution Requirement:,,LEC0101,Monday,—,09:00,10:00,,"Michelet Pickave, F.",of  available,20,45,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASMIN1645 MI ENGLISH,ASSPE1645 SP ENGLISH,,Creative and Cultural Representations (1),Breadth Requirement:,,,Wednesday,—,09:00,10:00,,https://map.utoronto.ca/?id=1809#!m/494580,,https://map.utoronto.ca/?id=1809#!m/494580,,,,,,,,,,—,09:00,10:00,,,,,,,,,,
ENG,Introduction to American Literature,ENG250H1-F,Course Description:,"An introduction to American literature, exploring works in a variety of genres, including poetry, fiction, essays, and slave narratives.",1.0 ENG FCE or any 4.0 FCE,Prerequisite:,ENG250Y1,Exclusion:,Room,LEC0101,Tuesday,—,10:00,12:00,,"Morgenstern, N.",of  available,20,180,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASSPE1645 SP ENGLISH,,,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,,SS 2117,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,,,,,,,,,,,—
ENG,Introduction to American Literature,ENG250H1-S,Course Description:,"An introduction to American literature, exploring works in a variety of genres, including poetry, fiction, essays, and slave narratives.",1.0 ENG FCE or any 4.0 FCE,Prerequisite:,ENG250Y1,Exclusion:,Room,LEC0101,Tuesday,—,10:00,12:00,,"Morgenstern, N.",of  available,98,180,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASSPE1645 SP ENGLISH,,,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,,SS 2117,https://map.utoronto.ca/?id=1809#!m/494510,,,,,,,,,,,,,,,,,,,,,,,,—
EEB,"Form, Function and Development in Plants",BIO251H1-S,Course Description:,"Introduction to structure, function, and ecology of vegetative and reproductive processes in plants with a focus on flowering plants and gymnosperms. Lectures and labs emphasize photosynthesis, respiration, mineral nutrition, transport processes, patterns of plant growth and development, the role of hormones in development, photomorphogenesis, and plant reproduction. (Lab Materials Fee: $26).",BIO120H1,Prerequisite:,Science,Distribution Requirement:,Room,LEC5101,Tuesday,—,18:00,20:00,,"Sage, T.",of  available,0,180,Yes: 35 students,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,Living Things and Their Environment (4),Breadth Requirement:,,,,,,,KP 108,https://map.utoronto.ca/?id=1809#!m/494488,,,ASSPE1006 SP ECOLOGY & EVOLUTIONARY BIOL,ASSPE2364 SP BIOLOGY,,,,,,,,—,14:00,17:00,,,,,,,,,,—
ENG,Introduction to Canadian Literature,ENG252H1-F,Course Description:,"An introduction to Canadian literature, exploring works in poetry, prose, and drama from early to recent times.",1.0 ENG FCE or any 4.0 FCE,Prerequisite:,ENG252Y1,Exclusion:,Room,LEC0101,Tuesday,—,15:00,17:00,,"Caskey, S.",of  available,4,144,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASSPE1645 SP ENGLISH,,,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,,AH 400,https://map.utoronto.ca/?id=1809#!m/494578,,,,,,,,,,,,,,,,,,,,,,,,—
ENG,Introduction to Canadian Literature,ENG252H1-S,Course Description:,"An introduction to Canadian literature, exploring works in poetry, prose, and drama from early to recent times.",1.0 ENG FCE or any 4.0 FCE,Prerequisite:,ENG252Y1,Exclusion:,Room,LEC0101,Tuesday,—,15:00,17:00,,"Aguila-Way, T.",of  available,20,144,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ1645 MA ENGLISH,ASSPE1645 SP ENGLISH,,,Humanities,Distribution Requirement:,Creative and Cultural Representations (1),Breadth Requirement:,,,,,NF 003,https://map.utoronto.ca/?id=1809#!m/494600,,,,,,,,,,,,,,,,,,,,,,,,—
EEB,Essentials of Biodiversity Science and Conservation Biology,EEB255H1-S,Course Description:,“Classical” and “new” concepts in biodiversity and conservation. Topics may include: evolution and ecology in the past (Holocene) and future (Anthropocene); levels and kinds of biodiversity; valuing biodiversity through ecological economics; causes of endangerment; predicting extinction; genetic and demographic theory; habitat protection and captive breeding; conservation policies and endangered species acts; designing future biodiversity.,BIO120H1,Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,Wednesday,—,10:00,12:00,,"Riskin, S.",of  available,0,75,Yes: 1 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,Living Things and Their Environment (4),Breadth Requirement:,,,,,,,VC 215,https://map.utoronto.ca/?id=1809#!m/494602,,,ASSPE1006 SP ECOLOGY & EVOLUTIONARY BIOL,ASSPE2364 SP BIOLOGY,,,,,,,,,,,,,,,,,,,,—
EEB,Comparative Vertebrate Anatomy,EEB263H1-F,Course Description:,The ontogeny and phylogeny of vertebrate structure are considered within the context of evolutionary theory. Functional aspects of the various organ systems are examined. Representative vertebrates are analyzed (with brief dissection of some forms) in laboratory to illustrate selected anatomical features and to provide practical exposure to vertebrate construction. (Lab Materials Fee: $26),BIO120H1,Prerequisite:,Science,Distribution Requirement:,Room,LEC5101,Tuesday,—,18:00,20:00,,"Deiuliis, G.",of  available,0,60,Yes: 0 student,In Person (See Delivery Instructions.),Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,Living Things and Their Environment (4),Breadth Requirement:,,,,,,,RW 140,https://map.utoronto.ca/?id=1809#!m/494515,,,ASMAJ2368 MA QUANTITATIVE BIOLOGY,ASSPE1006 SP ECOLOGY & EVOLUTIONARY BIOL,,,,,,,,—,18:00,21:00,,,,,,,,,,—
EEB,Animal Diversity: Vertebrates,EEB267H1-S,Course Description:,"Introduction to the diversity of chordate animals (vertebrates, tunicates, and lancelets); focusing on morphological, physiological, ecological and behavioural traits that make each group special and how those traits increase vulnerability to human-based exploitation. Labs involve living organisms whenever possible, but only for display purposes.",BIO120H1,Prerequisite:,Science,Distribution Requirement:,Room,LEC0101,Tuesday,—,09:00,10:00,RW 13,"Bravo Ordonez, A.",of  available,12,100,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0110 MA BIODIV & CONSERVATION BIOL,ASMAJ1006 MA ECOLOGY & EVOLUTIONARY BIOL,ASMAJ1390 MA ENVIRONMENTAL BIOLOGY,ASMAJ2364 MA BIOLOGY,Living Things and Their Environment (4),Breadth Requirement:,,,Thursday,—,09:00,10:00,RW 110,https://map.utoronto.ca/?id=1809#!m/494515,RW 110,https://map.utoronto.ca/?id=1809#!m/494515,ASSPE1006 SP ECOLOGY & EVOLUTIONARY BIOL,ASSPE2364 SP BIOLOGY,,,,,,,,—,09:00,12:00,,,,,,,,,,—
